otu	statistic	p.value	parameter	method	C	CWM	FRM	RM	p.value.adj
Lachnospiraceae (OTU 86)	11.972718253968244	0.007477202934535787	3	Kruskal-Wallis rank sum test	5e-4	0	0.001	0	0.07394122901929834
Oscillibacter (OTU 45)	11.355514855514874	0.009950906657001749	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.08434578023553864
Ruminococcaceae (OTU 52)	11.427645455013083	0.009624551398287691	3	Kruskal-Wallis rank sum test	0.001	0	0.001	0	0.08434578023553864
Lachnospiraceae (OTU 125)	11.421182266009875	0.009653358136831621	3	Kruskal-Wallis rank sum test	5e-4	0	0.001	0	0.08434578023553864
Akkermansia (OTU 3)	11.158773099954722	0.010897591813113918	3	Kruskal-Wallis rank sum test	0.171	0.0565	0.429	0.3245	0.08817142466973989
Lachnospiraceae (OTU 77)	10.682585034013591	0.013572119145015682	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.10503640033968659
Lachnospiraceae (OTU 20)	10.129387540104434	0.01749771485199952	3	Kruskal-Wallis rank sum test	5e-4	0	0.001	0	0.1297747184856631
Lachnospiraceae (OTU 36)	9.890447922288116	0.019520694624312485	3	Kruskal-Wallis rank sum test	0	0	0	0	0.13150174823309654
Pseudoflavonifractor (OTU 69)	9.54072963518239	0.022901989860820184	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.13150174823309654
Ruminococcaceae (OTU 98)	9.574253026768892	0.022554412834084804	3	Kruskal-Wallis rank sum test	0	0	0	0	0.13150174823309654
Lachnospiraceae (OTU 103)	9.54970760233913	0.02280839254054813	3	Kruskal-Wallis rank sum test	0	0	0	0	0.13150174823309654
Lachnospiraceae (OTU 111)	9.818600942872964	0.02017273125744642	3	Kruskal-Wallis rank sum test	0.001	0	0.002	5e-4	0.13150174823309654
Ruminococcaceae (OTU 118)	9.608872683075049	0.02220090395332253	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.13150174823309654
Firmicutes (OTU 129)	9.77692307692303	0.02056072807791053	3	Kruskal-Wallis rank sum test	0	0	0	0	0.13150174823309654
Lactobacillus (OTU 23)	9.468416022968634	0.0236697456035143	3	Kruskal-Wallis rank sum test	0.012	0.007	0.003	0.0045000000000000005	0.1316629599195483
Ruminococcaceae (OTU 54)	8.773818705331951	0.03245426155011466	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.17505631987637604
Lachnospiraceae (OTU 73)	8.62539943701069	0.03470917323548316	3	Kruskal-Wallis rank sum test	0.001	0	0.001	0	0.1765209381690286
Lachnospiraceae (OTU 88)	8.661619846771256	0.034145147790590545	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.1765209381690286
Lachnospiraceae (OTU 16)	8.501195754747462	0.03671328134283214	3	Kruskal-Wallis rank sum test	0.0165	5e-4	0.025	0.001	0.18152677997289224
Porphyromonadaceae (OTU 8)	7.834881682734418	0.04955035487402218	3	Kruskal-Wallis rank sum test	0	0	0.004	0	0.2261529017327166
Clostridiales (OTU 115)	7.899694811800634	0.04813084141431662	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2261529017327166
Blautia (OTU 132)	7.861463174921681	0.04896331577013712	3	Kruskal-Wallis rank sum test	0	5e-4	0	0	0.2261529017327166
Lachnospiraceae (OTU 102)	7.754224270353284	0.05137385449981187	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.22861365252416282
Ruminococcaceae (OTU 61)	7.490644490644547	0.05779932290595744	3	Kruskal-Wallis rank sum test	0	0	0	0	0.25093364578683963
Bacteroidales (OTU 38)	7.1999999999998785	0.06578905268507455	3	Kruskal-Wallis rank sum test	0	0	0	0	0.26614662222598345
Lachnospiraceae (OTU 113)	7.1999999999998785	0.06578905268507455	3	Kruskal-Wallis rank sum test	0	0	0	0	0.26614662222598345
Lachnospiraceae (OTU 2645)	7.1999999999998785	0.06578905268507455	3	Kruskal-Wallis rank sum test	0	0	0	0	0.26614662222598345
Clostridium (OTU 22)	7.013294982422493	0.07147522128462185	3	Kruskal-Wallis rank sum test	0.003	0	0.001	0.002	0.28272420863694864
Olsenella (OTU 114)	6.89854768887027	0.0752026721581089	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.29100164443789966
Porphyromonadaceae (OTU 25)	6.77293233082711	0.07949835748378893	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30107888578966874
Ruminococcaceae (OTU 60)	6.666258503401394	0.0833313053899241	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3027137216205406
Lachnospiraceae (OTU 131)	6.677192982456099	0.0829303640987587	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3027137216205406
Porphyromonadaceae (OTU 7)	6.572993739328409	0.08682783658014458	3	Kruskal-Wallis rank sum test	0.0105	0	0	0	0.3091070982253147
Lachnospiraceae (OTU 71)	6.354999999999903	0.0955597389615139	3	Kruskal-Wallis rank sum test	0	0	0	0	0.309266064275445
Lachnospiraceae (OTU 74)	6.434954007884344	0.09226335833229006	3	Kruskal-Wallis rank sum test	0	0	0	0	0.309266064275445
Ruminococcaceae (OTU 101)	6.354999999999903	0.0955597389615139	3	Kruskal-Wallis rank sum test	0	0	0	0	0.309266064275445
Lachnospiraceae (OTU 116)	6.358974358974262	0.09539324417259909	3	Kruskal-Wallis rank sum test	0	0	0	0	0.309266064275445
Lachnospiraceae (OTU 151)	6.358974358974262	0.09539324417259909	3	Kruskal-Wallis rank sum test	0	0	0	0	0.309266064275445
Bacteroides (OTU 1)	6.205665926214111	0.10202177736332589	3	Kruskal-Wallis rank sum test	0.3315	0.492	0.001	0.4215	0.31859432229249135
Lachnospiraceae (OTU 76)	6.217754991905023	0.10148344182751799	3	Kruskal-Wallis rank sum test	0	0	0	0	0.31859432229249135
Porphyromonadaceae (OTU 10)	6.098847646070998	0.10689886725746389	3	Kruskal-Wallis rank sum test	0	0	0	0	0.32806893744532023
Oscillibacter (OTU 57)	6.026048026048018	0.11034978635772968	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3329196944351845
Acetatifactor (OTU 55)	5.788288288288296	0.122377264424291	3	Kruskal-Wallis rank sum test	0	0	0	0	0.36305255112539664
Lachnospiraceae (OTU 68)	5.710042815583671	0.1266017465599817	3	Kruskal-Wallis rank sum test	0	0	0	0	0.36942804733896295
Porphyromonadaceae (OTU 21)	5.469230769230736	0.14049058451108234	3	Kruskal-Wallis rank sum test	0	0	0	0	0.40334393617697833
Lachnospiraceae (OTU 29)	5.349796034752654	0.14790364204526832	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.41788648069932954
Porphyromonadaceae (OTU 6)	5.153153153153159	0.1609199454736717	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4427941568874897
Clostridium (OTU 145)	5.106224141032544	0.16418210311558606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4427941568874897
Lachnospiraceae (OTU 160)	5.117460317460295	0.16339542833828904	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4427941568874897
Lachnospiraceae (OTU 110)	4.954166666666663	0.17518421570226989	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4654147820149857
Acetatifactor (OTU 79)	4.881151596941104	0.18070955535953404	3	Kruskal-Wallis rank sum test	0	0	0	0	0.47303383608819205
Ruminococcaceae (OTU 50)	4.687894201424254	0.19613048293960694	3	Kruskal-Wallis rank sum test	0	0	0	0	0.505959796568841
Lachnospiraceae (OTU 85)	4.488721804511251	0.21329848546541857	3	Kruskal-Wallis rank sum test	0	0	0	0	0.54238757732635
Lactobacillus (OTU 13)	3.350555299338125	0.34066804314979116	3	Kruskal-Wallis rank sum test	0.029	0.0115	0.009	0.009000000000000001	0.5584195952783483
Ruminococcaceae (OTU 27)	3.6316389007546754	0.30408602482289704	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 34)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Erysipelotrichaceae (OTU 39)	3.1834586466165447	0.3641951450250867	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Porphyromonadaceae (OTU 48)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 49)	3.78857142857138	0.28521826684365637	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Clostridium_sensu (OTU 53)	3.953571428571346	0.2665214177220135	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Ruminococcaceae (OTU 59)	3.7953216374269583	0.28443077197182953	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 63)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 64)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 66)	3.791803637957491	0.2848409456881021	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Porphyromonadaceae (OTU 80)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Anaeroplasma (OTU 89)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Ruminococcaceae (OTU 92)	3.627777777777823	0.30456397039053096	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Ruminococcaceae (OTU 106)	3.6331908831908954	0.3038941023972518	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 112)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 121)	3.1674372014177727	0.3665231012582805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Clostridium (OTU 126)	3.773109243697471	0.2870295088531709	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 127)	3.874696393493414	0.2753164212398328	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 128)	3.7875000000000374	0.2853434421951994	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Erysipelotrichaceae (OTU 142)	3.9624060150375784	0.2655523204096637	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Ruminococcaceae (OTU 143)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 144)	3.905982905982795	0.27179687789319407	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Clostridiales (OTU 154)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 163)	4.256410256410351	0.2350744838764922	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Clostridium (OTU 172)	3.905982905982795	0.27179687789319407	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Enterococcus (OTU 187)	3.655677655677703	0.3011254128182447	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 203)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 211)	3.655677655677703	0.3011254128182447	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 220)	3.8737891737891963	0.2754190891747809	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 222)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 243)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 305)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 307)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Clostridium_sensu (OTU 345)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Ruminococcaceae (OTU 379)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Clostridium (OTU 389)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Ruminococcaceae (OTU 407)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Pseudomonas (OTU 413)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Clostridium (OTU 424)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 432)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Ruminococcaceae (OTU 450)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Porphyromonadaceae (OTU 517)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 530)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 797)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Ruminococcaceae (OTU 1104)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Anaeroplasma (OTU 1777)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 2364)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Firmicutes (OTU 3844)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 5836)	3.1000000000000525	0.37646264850225725	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5584195952783483
Lachnospiraceae (OTU 47)	3.0570683921991204	0.3829097728183247	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5586716357513263
Bacteria (OTU 108)	3.0760233918128495	0.38005174143918574	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5586716357513263
Bacteria (OTU 43)	2.983625231382634	0.3941567398794625	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5610738849851208
Lachnospiraceae (OTU 46)	2.984900284900319	0.39395911910971565	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5610738849851208
Lachnospiraceae (OTU 62)	2.977477477477478	0.39511075746145075	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5610738849851208
Enterorhabdus (OTU 109)	2.9642844153482244	0.39716466015800683	3	Kruskal-Wallis rank sum test	5e-4	0	0.002	0	0.5610738849851208
Lachnospiraceae (OTU 104)	2.716019340267841	0.4375118362068292	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6132055657072094
Alistipes (OTU 18)	2.416666666666715	0.49053966890384815	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6149018384851055
Lachnospiraceae (OTU 32)	2.416666666666715	0.49053966890384815	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6149018384851055
Clostridiales (OTU 35)	2.416666666666715	0.49053966890384815	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6149018384851055
Lachnospiraceae (OTU 117)	2.416666666666715	0.49053966890384815	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6149018384851055
Lachnospiraceae (OTU 133)	2.416666666666715	0.49053966890384815	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6149018384851055
Firmicutes (OTU 155)	2.416666666666715	0.49053966890384815	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6149018384851055
Coriobacteriaceae (OTU 158)	2.416666666666715	0.49053966890384815	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6149018384851055
Lachnospiraceae (OTU 164)	2.6649958228905812	0.44620869997754	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6149018384851055
Bacteroides (OTU 178)	2.416666666666715	0.49053966890384815	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6149018384851055
Lachnospiraceae (OTU 184)	2.416666666666715	0.49053966890384815	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6149018384851055
Acetatifactor (OTU 206)	2.416666666666715	0.49053966890384815	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6149018384851055
Ruminococcaceae (OTU 216)	2.416666666666715	0.49053966890384815	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6149018384851055
Coriobacteriaceae (OTU 260)	2.416666666666715	0.49053966890384815	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6149018384851055
Clostridium (OTU 536)	2.416666666666715	0.49053966890384815	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6149018384851055
Alloprevotella (OTU 843)	2.416666666666715	0.49053966890384815	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6149018384851055
Coriobacteriaceae (OTU 182)	2.3909774436090228	0.4953163786354939	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6165476601197057
Lachnospiraceae (OTU 26)	2.0688050688051067	0.5582494436864213	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Porphyromonadaceae (OTU 67)	1.92857142857119	0.5873635060522374	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Lachnospiraceae (OTU 94)	2.190617531416233	0.5337987886027434	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Lachnospiraceae (OTU 95)	2.2034871794871655	0.5312618322543465	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Acetatifactor (OTU 165)	2.1914936914936933	0.5336257916133135	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Lachnospiraceae (OTU 167)	1.92857142857119	0.5873635060522374	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Lachnospiraceae (OTU 205)	1.92857142857119	0.5873635060522374	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Akkermansia (OTU 250)	1.92857142857119	0.5873635060522374	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Bacteroides (OTU 256)	1.92857142857119	0.5873635060522374	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Akkermansia (OTU 352)	1.92857142857119	0.5873635060522374	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Terrisporobacter (OTU 363)	1.92857142857119	0.5873635060522374	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Bifidobacterium (OTU 510)	1.92857142857119	0.5873635060522374	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Akkermansia (OTU 606)	1.92857142857119	0.5873635060522374	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Lactobacillus (OTU 834)	1.92857142857119	0.5873635060522374	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Lactobacillaceae (OTU 861)	1.92857142857119	0.5873635060522374	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Bacteroides (OTU 1084)	1.92857142857119	0.5873635060522374	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Lactobacillales (OTU 1166)	1.92857142857119	0.5873635060522374	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Turicibacter (OTU 1346)	1.92857142857119	0.5873635060522374	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Clostridium (OTU 1711)	1.92857142857119	0.5873635060522374	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Enterobacteriaceae (OTU 4221)	1.92857142857119	0.5873635060522374	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Porphyromonadaceae (OTU 4650)	1.92857142857119	0.5873635060522374	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6375042931542577
Lachnospiraceae (OTU 72)	1.905095803154009	0.5923361060765645	3	Kruskal-Wallis rank sum test	0	0	0	0	0.639005011403809
Lachnospiraceae (OTU 58)	1.8216666666667582	0.6102314149035599	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6468996582461336
Clostridiales (OTU 97)	1.8034188034187817	0.6141912485595313	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6468996582461336
Lachnospiraceae (OTU 135)	1.8034188034187817	0.6141912485595313	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6468996582461336
Lachnospiraceae (OTU 157)	1.8034188034187817	0.6141912485595313	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6468996582461336
Ruminococcaceae (OTU 169)	1.6475468975468788	0.6486575693711799	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6791826314592355
Bifidobacterium (OTU 28)	1.6159688193199995	0.6557744419341306	3	Kruskal-Wallis rank sum test	0.006	0.011	0.017	0.0055	0.6826190097326038
Lachnospiraceae (OTU 120)	1.5531135531134863	0.6700670981688637	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6894331992720101
Lachnospiraceae (OTU 161)	1.5531135531134863	0.6700670981688637	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6894331992720101
Lachnospiraceae (OTU 82)	1.0175639221205448	0.7970021102445252	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8153239978363533
Lachnospiraceae (OTU 174)	0.927878587924774	0.818695380862184	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8327301588198214
Lachnospiraceae (OTU 17)	0.6952857728371428	0.874312218954864	3	Kruskal-Wallis rank sum test	0.0025	0.0045000000000000005	0.011	0.006	0.8842475850793512
Akkermansia (OTU 200)	0.5402116402116235	0.9099723267779455	3	Kruskal-Wallis rank sum test	0	0	0	0	0.9151134133699114
Porphyromonadaceae (OTU 15)	0.30976508965966304	0.9581815898455484	3	Kruskal-Wallis rank sum test	0	0	0	0	0.9581815898455484
Blautia (OTU 19)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Porphyromonadaceae (OTU 40)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Lachnospiraceae (OTU 41)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Lachnospiraceae (OTU 42)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Lachnospiraceae (OTU 70)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Lachnospiraceae (OTU 75)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Acetatifactor (OTU 78)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Lachnospiraceae (OTU 81)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Lachnospiraceae (OTU 83)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Lachnospiraceae (OTU 84)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Porphyromonadaceae (OTU 87)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Clostridiales (OTU 91)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Ruminococcus (OTU 93)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Firmicutes (OTU 96)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Porphyromonadaceae (OTU 99)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Ruminococcaceae (OTU 100)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Bacteria (OTU 105)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Clostridiales (OTU 107)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Oscillibacter (OTU 119)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Porphyromonadaceae (OTU 122)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Lachnospiraceae (OTU 123)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Lachnospiraceae (OTU 124)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Clostridiales (OTU 130)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Dorea (OTU 134)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Clostridiales (OTU 136)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
Clostridiales (OTU 137)	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN
