otu	statistic	p.value	parameter	method	C	CWM	FRM	RM	p.value.adj
Porphyromonadaceae (OTU 10)	23.353954089597732	3.4072203898699637e-5	3	Kruskal-Wallis rank sum test	0.021	0	0.11099999999999999	0	4.447319245725005e-4
Lachnospiraceae (OTU 11)	22.83230876827577	4.3766996425391295e-5	3	Kruskal-Wallis rank sum test	0.031	0	5e-4	5e-4	5.427107556748521e-4
Porphyromonadaceae (OTU 15)	22.251111111111108	5.783543360202384e-5	3	Kruskal-Wallis rank sum test	0	0	0.058499999999999996	0	6.830089301572339e-4
Lachnospiraceae (OTU 30)	21.804335155921443	7.16406812346328e-5	3	Kruskal-Wallis rank sum test	0.0025	0	0	0	8.075858611904062e-4
Clostridiales (OTU 97)	21.381797016628482	8.770229977920036e-5	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	9.456595802278995e-4
Lachnospiraceae (OTU 24)	20.838828182975586	1.1370927457395769e-4	3	Kruskal-Wallis rank sum test	0.010499999999999999	0.004	0	0	0.0011749958372642296
Lachnospiraceae (OTU 70)	20.63716537573039	1.2521426563796902e-4	3	Kruskal-Wallis rank sum test	0	0	0	0.0015	0.0012421255151286526
Porphyromonadaceae (OTU 6)	20.335399072694155	1.4462953479446608e-4	3	Kruskal-Wallis rank sum test	0	0	0.11649999999999999	0	0.0013491280917562666
Acetatifactor (OTU 55)	20.226883047430995	1.5232091358538495e-4	3	Kruskal-Wallis rank sum test	0.008	0	0	0	0.0013491280917562666
Lachnospiraceae (OTU 63)	20.282245989304826	1.4834734840301928e-4	3	Kruskal-Wallis rank sum test	0.005	0	0	0	0.0013491280917562666
Lachnospiraceae (OTU 73)	18.998453847942308	2.7360021380208594e-4	3	Kruskal-Wallis rank sum test	0.0025	0	0.001	0	0.0023397535525143897
Acetatifactor (OTU 78)	18.474728629579403	3.51022149955518e-4	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.0027204216621552644
Lachnospiraceae (OTU 84)	18.512406526172697	3.4478931540160297e-4	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.0027204216621552644
Ruminococcaceae (OTU 98)	18.50821250566382	3.45477626680736e-4	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.0027204216621552644
Lachnospiraceae (OTU 49)	17.50593828154474	5.560732738817904e-4	3	Kruskal-Wallis rank sum test	0.001	0.003	0	0	0.004178974906748001
Porphyromonadaceae (OTU 40)	17.383649289099555	5.892704533267075e-4	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.00429820801250069
Ruminococcaceae (OTU 101)	17.24149885362287	6.303420828628808e-4	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.0044664239014284126
Lachnospiraceae (OTU 133)	15.445445187853842	0.001472969310371762	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.010040288220606588
Lachnospiraceae (OTU 135)	15.409756097560981	0.0014979462264614668	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.010040288220606588
Lachnospiraceae (OTU 34)	15.04078827329437	0.0017821222406924993	3	Kruskal-Wallis rank sum test	0.004	0	0	0	0.011332469633121534
Lachnospiraceae (OTU 110)	15.072232678754421	0.0017559500684562186	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.011332469633121534
Ruminococcaceae (OTU 50)	14.899384676458924	0.0019046819341237788	3	Kruskal-Wallis rank sum test	0.0045000000000000005	0	0	0	0.011809027991567429
Lachnospiraceae (OTU 4)	14.618855457770824	0.0021731065192467603	3	Kruskal-Wallis rank sum test	0.0815	0.059	0.0095	0.034	0.01314464431154138
Lachnospiraceae (OTU 31)	14.245683007435982	0.0025891119699999196	3	Kruskal-Wallis rank sum test	0.002	0	0	0	0.015288089727618574
Porphyromonadaceae (OTU 8)	14.01928294689874	0.002879022532833709	3	Kruskal-Wallis rank sum test	0.0295	0	0.0305	0	0.01660459507308744
Lachnospiraceae (OTU 58)	13.877056805091003	0.003077366693735109	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.01734515772832516
Lachnospiraceae (OTU 17)	12.720102548378305	0.005282710010423503	3	Kruskal-Wallis rank sum test	0.0025	0.006	0.005	0.019	0.028480697447500623
Ruminococcaceae (OTU 118)	12.76090383984248	0.0051832568813633415	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.028480697447500623
Ruminococcaceae (OTU 52)	12.474933147603952	0.005921311005260811	3	Kruskal-Wallis rank sum test	0.002	0	0	0.001	0.029464756753111672
Ruminococcaceae (OTU 92)	12.505625562556256	0.005837364802863661	3	Kruskal-Wallis rank sum test	0	0	0	0	0.029464756753111672
Bacteria (OTU 108)	12.467986685032129	0.0059404751518370305	3	Kruskal-Wallis rank sum test	0.002	0	0	0	0.029464756753111672
Firmicutes (OTU 155)	12.535714285714285	0.005756212267240174	3	Kruskal-Wallis rank sum test	0	0	0	0	0.029464756753111672
Lachnospiraceae (OTU 20)	12.387569953985814	0.006166845643508069	3	Kruskal-Wallis rank sum test	0.010499999999999999	0.004	0	0.001	0.02998779842333335
Lachnospiraceae (OTU 29)	11.951142455482648	0.007552413550228774	3	Kruskal-Wallis rank sum test	0.004	0.013	0	0.01	0.03601920308570646
Lachnospiraceae (OTU 183)	11.289473684210563	0.010259270598336388	3	Kruskal-Wallis rank sum test	0	0	0	0	0.0480056435544797
Peptostreptococcaceae (OTU 12)	11.036016690890362	0.011532705407212532	3	Kruskal-Wallis rank sum test	0	0	0	0.001	0.05245768483836291
Lachnospiraceae (OTU 128)	11.017101324122072	0.011633760750443388	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.05245768483836291
Oscillibacter (OTU 45)	10.856721168850886	0.012526412465863826	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.055474112348825516
Ruminococcaceae (OTU 59)	10.726208395872268	0.013302353271888733	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.056879027783248375
Ruminococcaceae (OTU 60)	10.72787203568432	0.013292170590651511	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.056879027783248375
Lachnospiraceae (OTU 36)	10.658703559053828	0.013722076454256025	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.057679236621279564
Lachnospiraceae (OTU 46)	10.208880790322143	0.01687152565628926	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.06973563937932895
Lachnospiraceae (OTU 102)	9.902436347673401	0.019413930052514208	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.07892876480366431
Anaeroplasma (OTU 89)	9.735766423357674	0.020951062055639923	3	Kruskal-Wallis rank sum test	0	0	0	0	0.08380424822255969
Porphyromonadaceae (OTU 7)	9.544201052810317	0.022865754945797144	3	Kruskal-Wallis rank sum test	0.0105	0	0.0025	5e-4	0.09001122581837605
Lactobacillus (OTU 13)	9.373149020694738	0.024719846431053717	3	Kruskal-Wallis rank sum test	0.014	0.017	0.0025	0.009	0.09578940492033315
Lachnospiraceae (OTU 33)	8.52405112684632	0.036336196431173244	3	Kruskal-Wallis rank sum test	0.003	0	0.004	0.0035	0.13863656484509176
Ruminococcaceae (OTU 61)	8.424384585202722	0.03800878816409451	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.14282090098023392
Lachnospiraceae (OTU 125)	8.33831482740385	0.03951350819335914	3	Kruskal-Wallis rank sum test	0	0	0	0	0.14625895570079203
Lachnospiraceae (OTU 90)	8.296783303839645	0.040260229593346755	3	Kruskal-Wallis rank sum test	0.0015	0	5e-4	0.0015	0.14683142557573522
Lachnospiraceae (OTU 161)	8.176846519836632	0.042494773024883754	3	Kruskal-Wallis rank sum test	0	0	0	0	0.15273483637929233
Lachnospiraceae (OTU 32)	7.895548809714014	0.04822044822483193	3	Kruskal-Wallis rank sum test	0.006	0	0	0.0015	0.17079125132439701
Lachnospiraceae (OTU 77)	7.864536433619359	0.048895882435613665	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.17079125132439701
Bacteroides (OTU 1)	7.747320540221845	0.05153293160442065	3	Kruskal-Wallis rank sum test	0.1065	0.459	0.2365	0.4745	0.17750231997078225
Enterobacteriaceae (OTU 2)	7.590333716915978	0.05528226105488294	3	Kruskal-Wallis rank sum test	0	0.006	0.0015	0.003	0.18780822933713653
Porphyromonadaceae (OTU 99)	7.509609609609656	0.057312053419726235	3	Kruskal-Wallis rank sum test	0	0	0	0	0.18951185664122808
Lachnospiraceae (OTU 116)	7.537973115282167	0.05659074597047333	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.18951185664122808
Clostridiales (OTU 115)	7.4501839201261015	0.058852350777624636	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.19204451306382775
Firmicutes (OTU 96)	7.23829882988297	0.06467802500501646	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20831363897719588
Lachnospiraceae (OTU 140)	7.124999999999987	0.06801853678001712	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2121260317944334
Lachnospiraceae (OTU 185)	7.1114928909952475	0.0684277521917527	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2121260317944334
Clostridiales (OTU 195)	7.114864864864851	0.0683253712783968	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2121260317944334
Ruminococcaceae (OTU 153)	6.9210219073855495	0.07445813256587429	3	Kruskal-Wallis rank sum test	0	0	0	0	0.22797057872020768
Lachnospiraceae (OTU 62)	6.789697709369284	0.07891162867673682	3	Kruskal-Wallis rank sum test	0.004	0.001	0.0015	0	0.23865955990037477
Butyricicoccus (OTU 56)	6.745930983333135	0.08045216537229492	3	Kruskal-Wallis rank sum test	0.001	0	5e-4	0.001	0.24038719291962818
Lachnospiraceae (OTU 47)	6.677096204766124	0.0829339045382955	3	Kruskal-Wallis rank sum test	0.003	0	0	0	0.24485248006544386
Lachnospiraceae (OTU 68)	6.480063804530618	0.09045206272717295	3	Kruskal-Wallis rank sum test	0	0.001	0.001	0.0025	0.26390719478045754
Lachnospiraceae (OTU 127)	6.371442627914011	0.09487272641934419	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2735864668836902
Lachnospiraceae (OTU 72)	6.230619197114409	0.10091357972179783	3	Kruskal-Wallis rank sum test	0	0.001	0	0.001	0.28514111592627417
Lachnospiraceae (OTU 148)	6.224616508400272	0.10117910565125857	3	Kruskal-Wallis rank sum test	0	0	0	0	0.28514111592627417
Lachnospiraceae (OTU 95)	6.189579787546233	0.10274235122583342	3	Kruskal-Wallis rank sum test	0	0	0	0	0.28629329330344594
Lachnospiraceae (OTU 16)	6.116380137707287	0.10608333923991484	3	Kruskal-Wallis rank sum test	0.008	0.002	0.003	0.009	0.2883430745708628
Lactobacillus (OTU 23)	5.601909062916952	0.13266880369962014	3	Kruskal-Wallis rank sum test	0.006500000000000001	0.005	0.0035	0.0055	0.2883430745708628
Lachnospiraceae (OTU 26)	5.560875326137004	0.13504259826849094	3	Kruskal-Wallis rank sum test	0	0.004	0	0.002	0.2883430745708628
Pseudoflavonifractor (OTU 69)	6.000379831371567	0.11159174693523699	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.2883430745708628
Porphyromonadaceae (OTU 122)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Clostridiales (OTU 137)	5.485294117647074	0.13952084253428843	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Erysipelotrichaceae (OTU 142)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Bacteroides (OTU 178)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Porphyromonadaceae (OTU 190)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Porphyromonadaceae (OTU 194)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Akkermansia (OTU 200)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Lachnospiraceae (OTU 205)	5.95675675675679	0.11373316180133507	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Bacteria (OTU 223)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Lachnospiraceae (OTU 225)	5.952631578947398	0.11393768242525955	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Porphyromonadaceae (OTU 312)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Akkermansia (OTU 348)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Porphyromonadaceae (OTU 438)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Porphyromonadaceae (OTU 483)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Akkermansia (OTU 512)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Porphyromonadaceae (OTU 631)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Dorea (OTU 699)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Porphyromonadaceae (OTU 700)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Lachnospiraceae (OTU 914)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Porphyromonadaceae (OTU 922)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Porphyromonadaceae (OTU 1108)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Porphyromonadaceae (OTU 1152)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Porphyromonadaceae (OTU 1545)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Lachnospiraceae (OTU 1548)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Lachnospiraceae (OTU 1661)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Porphyromonadaceae (OTU 2161)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Lachnospiraceae (OTU 2205)	5.499999999999927	0.13863861738241945	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2883430745708628
Lachnospiraceae (OTU 81)	5.465415949512328	0.1407218215085447	3	Kruskal-Wallis rank sum test	0	0	0	0	0.28842158457949657
Ruminococcaceae (OTU 106)	5.395833333333329	0.14500339742216897	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2947610045958845
Ruminococcaceae (OTU 169)	5.292718855218802	0.15157555190300345	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30561574692638094
Lachnospiraceae (OTU 75)	5.227121489339448	0.15590188795299964	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30685450962177707
Ruminococcaceae (OTU 147)	5.228501228501242	0.15580970254051138	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30685450962177707
Lachnospiraceae (OTU 149)	5.228501228501242	0.15580970254051138	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30685450962177707
Clostridiales (OTU 154)	5.166852146263909	0.15997926132740836	3	Kruskal-Wallis rank sum test	0	0	0	0	0.312400447316514
Lachnospiraceae (OTU 83)	5.112958990258171	0.16371015153745985	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.31718841860382846
Lachnospiraceae (OTU 74)	4.9413822048125455	0.17614009335050082	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3386259158986373
Lachnospiraceae (OTU 111)	4.709977072753317	0.1943082427778674	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.35316802714549894
Lachnospiraceae (OTU 112)	4.636153198653178	0.20046252754845714	3	Kruskal-Wallis rank sum test	0	0	0	0	0.35316802714549894
Acetatifactor (OTU 138)	4.618421052631558	0.20196751437287397	3	Kruskal-Wallis rank sum test	0	0	0	0	0.35316802714549894
Clostridium IV (OTU 145)	4.63354348043632	0.20068336713926843	3	Kruskal-Wallis rank sum test	0	0	0	0	0.35316802714549894
Lachnospiraceae (OTU 151)	4.615491342972057	0.2022171768333099	3	Kruskal-Wallis rank sum test	0	0	0	0	0.35316802714549894
Lachnospiraceae (OTU 163)	4.618421052631558	0.20196751437287397	3	Kruskal-Wallis rank sum test	0	0	0	0	0.35316802714549894
Clostridiales (OTU 179)	4.618421052631558	0.20196751437287397	3	Kruskal-Wallis rank sum test	0	0	0	0	0.35316802714549894
Lachnospiraceae (OTU 184)	4.621621621621603	0.20169509725918935	3	Kruskal-Wallis rank sum test	0	0	0	0	0.35316802714549894
Firmicutes (OTU 188)	4.621621621621603	0.20169509725918935	3	Kruskal-Wallis rank sum test	0	0	0	0	0.35316802714549894
Clostridiales (OTU 208)	4.618421052631558	0.20196751437287397	3	Kruskal-Wallis rank sum test	0	0	0	0	0.35316802714549894
Clostridiales (OTU 214)	4.618421052631558	0.20196751437287397	3	Kruskal-Wallis rank sum test	0	0	0	0	0.35316802714549894
Lachnospiraceae (OTU 220)	4.621621621621603	0.20169509725918935	3	Kruskal-Wallis rank sum test	0	0	0	0	0.35316802714549894
Lachnospiraceae (OTU 259)	4.621621621621603	0.20169509725918935	3	Kruskal-Wallis rank sum test	0	0	0	0	0.35316802714549894
Lachnospiraceae (OTU 131)	4.564814814814792	0.20658130435019972	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3582668774744722
Lachnospiraceae (OTU 104)	4.345845985000926	0.22645955684807886	3	Kruskal-Wallis rank sum test	5e-4	0.001	0	0	0.39001368123835806
Ruminococcaceae (OTU 37)	4.184645983455029	0.24220361606314758	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.4114143615319219
Lachnospiraceae (OTU 85)	4.196433440584581	0.2410192080728047	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4114143615319219
Ruminococcaceae (OTU 143)	4.120053475935851	0.24878893137002908	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4197255440800491
Enterorhabdus (OTU 109)	4.05991219297206	0.2550669469905558	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4274094787409314
Coriobacteriaceae (OTU 158)	3.916115702479328	0.2706657475239403	3	Kruskal-Wallis rank sum test	0	0	0	0	0.45050406299286705
Lachnospiraceae (OTU 113)	3.87821953821534	0.2749180426773751	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.4545311638932601
Clostridiales (OTU 199)	3.694444444444418	0.2964050497834764	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4868109426907427
Lachnospiraceae (OTU 121)	3.627140247388743	0.30464295082133475	3	Kruskal-Wallis rank sum test	0	0	0	5e-4	0.497049025024283
Lactobacillus (OTU 9)	3.5790064681455505	0.31065888390797913	3	Kruskal-Wallis rank sum test	0.007	0.002	0.006999999999999999	0.0075	0.5035516549619531
Dorea (OTU 134)	3.562929771650171	0.312691589178568	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5035552864693822
Lachnospiraceae (OTU 167)	3.5444444444443803	0.31504340877228393	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5040694540356543
Bifidobacterium (OTU 28)	3.522151611060364	0.31790047527121407	3	Kruskal-Wallis rank sum test	0	0	0.0015	0	0.5053802427388531
Blautia (OTU 132)	3.4009677515409784	0.33383522057382586	3	Kruskal-Wallis rank sum test	0	0	0	0	0.527332068167572
Lachnospiraceae (OTU 66)	3.372216175842947	0.3377173075132601	3	Kruskal-Wallis rank sum test	0.002	0	0.001	0	0.5300879257170159
Turicibacter (OTU 5)	2.880231501521132	0.4104621052037259	3	Kruskal-Wallis rank sum test	0.027000000000000003	0.051	0.0085	0.0375	0.558826787855954
Clostridiales (OTU 91)	3.195454545454439	0.3624604637621236	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Clostridiales (OTU 107)	2.86842105263155	0.412360089425966	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Oscillibacter (OTU 119)	3.1044226044226035	0.3758037974457418	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Clostridium IV (OTU 126)	2.9788679155572537	0.39489481667650445	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Clostridiales (OTU 141)	2.86842105263155	0.412360089425966	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Lachnospiraceae (OTU 150)	2.9667508417508768	0.39678000238187994	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Prevotella (OTU 191)	2.9527027027027426	0.3989751228461053	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Firmicutes (OTU 198)	2.8999999999998276	0.40730156703597586	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Lachnospiraceae (OTU 211)	2.8999999999998276	0.40730156703597586	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Lachnospiraceae (OTU 227)	2.8999999999998276	0.40730156703597586	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Dorea (OTU 229)	3.195454545454439	0.3624604637621236	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Akkermansia (OTU 250)	3.1044226044226035	0.3758037974457418	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Akkermansia (OTU 264)	2.8999999999998276	0.40730156703597586	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Porphyromonadaceae (OTU 325)	2.8999999999998276	0.40730156703597586	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Streptococcus (OTU 354)	2.8999999999998276	0.40730156703597586	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Enterorhabdus (OTU 358)	2.8999999999998276	0.40730156703597586	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Lachnospiraceae (OTU 503)	2.8999999999998276	0.40730156703597586	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Akkermansia (OTU 539)	2.8999999999998276	0.40730156703597586	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Lachnospiraceae (OTU 722)	2.8999999999998276	0.40730156703597586	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Peptostreptococcus (OTU 878)	2.8999999999998276	0.40730156703597586	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Lactobacillus (OTU 966)	2.8999999999998276	0.40730156703597586	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Bacillaceae_ (OTU 1302)	2.8999999999998276	0.40730156703597586	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Lachnospiraceae (OTU 1820)	2.8999999999998276	0.40730156703597586	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Porphyromonadaceae (OTU 4502)	2.8999999999998276	0.40730156703597586	3	Kruskal-Wallis rank sum test	0	0	0	0	0.558826787855954
Clostridium XlVa (OTU 22)	2.7527514531504322	0.4313370430038465	3	Kruskal-Wallis rank sum test	0.0045000000000000005	0.008	0.0015	0.0075	0.5679713289683126
Lachnospiraceae (OTU 42)	2.5454545454545054	0.46713240639469306	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5679713289683126
Clostridium XlVb (OTU 51)	2.3827564598768993	0.4968525737623359	3	Kruskal-Wallis rank sum test	0.0015	0	0.001	0.001	0.5679713289683126
Ruminococcus (OTU 93)	2.250000000000039	0.5221671895353841	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5679713289683126
Olsenella (OTU 114)	2.7386376800147487	0.4337011081266457	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.5679713289683126
Lachnospiraceae (OTU 123)	2.250000000000039	0.5221671895353841	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5679713289683126
Lachnospiraceae (OTU 152)	2.250000000000039	0.5221671895353841	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5679713289683126
Lachnospiraceae (OTU 157)	2.5454545454545054	0.46713240639469306	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5679713289683126
Streptococcus (OTU 166)	2.5454545454545054	0.46713240639469306	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5679713289683126
Clostridium XlVb (OTU 172)	2.250000000000039	0.5221671895353841	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5679713289683126
Lachnospiraceae (OTU 189)	2.5454545454545054	0.46713240639469306	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5679713289683126
