otu	statistic	p.value	parameter	method	WM	WMR	CWM	p.value.adj
Lachnospiraceae (OTU 64)	3.023218829516532	0.2205547281294429	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.5501431871141291
Ruminococcaceae (OTU 65)	4.175764192139738	0.1239493708848275	2	Kruskal-Wallis rank sum test	0	5e-4	0.001	0.5501431871141291
Lachnospiraceae (OTU 66)	3.438492063492065	0.1792012090118716	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.5501431871141291
Lachnospiraceae (OTU 71)	5.6962025316455724	0.05795425619979247	2	Kruskal-Wallis rank sum test	0	0	5e-4	0.5501431871141291
Lachnospiraceae (OTU 74)	3.477272727272727	0.17575990988249615	2	Kruskal-Wallis rank sum test	0	0	0.002	0.5501431871141291
Acetatifactor (OTU 78)	3.7179487179487123	0.15583237651136816	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.5501431871141291
Lachnospiraceae (OTU 81)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Lachnospiraceae (OTU 83)	3.163167938931298	0.20564909819383456	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.5501431871141291
Lachnospiraceae (OTU 86)	3.5714285714285583	0.16767724875179818	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Ruminococcaceae (OTU 100)	3.5555555555555425	0.16901331540606718	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Ruminococcaceae (OTU 101)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Lachnospiraceae (OTU 110)	5.6962025316455724	0.05795425619979247	2	Kruskal-Wallis rank sum test	5e-4	0	0	0.5501431871141291
Olsenella (OTU 114)	3.2391304347826035	0.1979847607039524	2	Kruskal-Wallis rank sum test	0	0	0.0015	0.5501431871141291
Clostridiales (OTU 115)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Oscillibacter (OTU 119)	3.5555555555555425	0.16901331540606718	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Lachnospiraceae (OTU 121)	3.5714285714285583	0.16767724875179818	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Clostridium (OTU 126)	5.714285714285717	0.05743261926761727	2	Kruskal-Wallis rank sum test	0	0	5e-4	0.5501431871141291
Lachnospiraceae (OTU 133)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Dorea (OTU 134)	3.5555555555555425	0.16901331540606718	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Clostridiales (OTU 141)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Ruminococcaceae (OTU 147)	3.5714285714285583	0.16767724875179818	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Lachnospiraceae (OTU 148)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Lachnospiraceae (OTU 150)	3.5714285714285583	0.16767724875179818	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Lachnospiraceae (OTU 151)	3.9369541484716004	0.1396694004578473	2	Kruskal-Wallis rank sum test	5e-4	5e-4	0	0.5501431871141291
Ruminococcaceae (OTU 153)	3.946428571428571	0.139009321671618	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.5501431871141291
Lachnospiraceae (OTU 164)	3.5714285714285583	0.16767724875179818	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Streptococcus (OTU 166)	3.5714285714285583	0.16767724875179818	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Lachnospiraceae (OTU 184)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Lachnospiraceae (OTU 185)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Porphyromonadaceae (OTU 194)	3.5714285714285583	0.16767724875179818	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Coriobacteriaceae (OTU 204)	3.5714285714285583	0.16767724875179818	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Clostridiales (OTU 226)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Anaerotruncus (OTU 234)	3.5714285714285583	0.16767724875179818	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Lachnospiraceae (OTU 239)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Blautia (OTU 273)	3.5714285714285583	0.16767724875179818	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Lachnospiraceae (OTU 316)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Lachnospiraceae (OTU 370)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Lachnospiraceae (OTU 490)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Lachnospiraceae (OTU 506)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Clostridiales (OTU 1220)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5501431871141291
Porphyromonadaceae (OTU 8)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 11)	2.6065449010654462	0.27164140389451435	2	Kruskal-Wallis rank sum test	0.016	0.001	0.004	0.569725382580715
Lactobacillus (OTU 23)	1.9765509601181621	0.37221803528183145	2	Kruskal-Wallis rank sum test	0.0105	0.0045000000000000005	0.014499999999999999	0.569725382580715
Lachnospiraceae (OTU 29)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 32)	2.026484751203855	0.36303995728786653	2	Kruskal-Wallis rank sum test	0.0045000000000000005	0.0045000000000000005	0	0.569725382580715
Lachnospiraceae (OTU 34)	2.2321428571428514	0.3275641292502442	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Bacteria (OTU 43)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 49)	2.210485133020345	0.33113055131733427	2	Kruskal-Wallis rank sum test	0.001	0.0025	0.004	0.569725382580715
Ruminococcaceae (OTU 52)	2.1025641025641106	0.34948939843695737	2	Kruskal-Wallis rank sum test	0	0.001	0	0.569725382580715
Ruminococcaceae (OTU 54)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Acetatifactor (OTU 55)	2.3180379746835307	0.3137938656909027	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Oscillibacter (OTU 57)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Ruminococcaceae (OTU 59)	2.723311546840945	0.2562361564956435	2	Kruskal-Wallis rank sum test	0.002	0	0	0.569725382580715
Lachnospiraceae (OTU 82)	2.1051587301587174	0.34903629499057875	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 84)	1.7857142857142874	0.4094841251523638	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 85)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Clostridiales (OTU 91)	2.1047939778129954	0.34909995669926164	2	Kruskal-Wallis rank sum test	0.001	0	0.0015	0.569725382580715
Ruminococcaceae (OTU 92)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Ruminococcus (OTU 93)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 104)	1.6666666666666683	0.4345982085070778	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Bacteria (OTU 108)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 111)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 112)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 120)	2.1794871794871638	0.3363027141175231	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Porphyromonadaceae (OTU 122)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 131)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Blautia (OTU 132)	2.2321428571428514	0.3275641292502442	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 135)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 149)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 152)	2.1794871794871638	0.3363027141175231	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 157)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Coriobacteriaceae (OTU 158)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 162)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 167)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 189)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Clostridiales (OTU 199)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Clostridium (OTU 201)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Acetatifactor (OTU 206)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Ruminococcaceae (OTU 207)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Ruminococcaceae (OTU 216)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 244)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 259)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Porphyromonadaceae (OTU 278)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Erysipelotrichaceae (OTU 344)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Porphyromonadaceae (OTU 410)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 453)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lactobacillaceae (OTU 515)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 565)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 566)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 827)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Erysipelotrichaceae (OTU 913)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 935)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 1472)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Porphyromonadaceae (OTU 1968)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lactobacillus (OTU 3142)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.569725382580715
Lachnospiraceae (OTU 16)	1.601134585289518	0.4490741353888664	2	Kruskal-Wallis rank sum test	0.001	0.0055	0.005	0.5837963760055264
Clostridium (OTU 51)	1.5250000000000086	0.4664987211828464	2	Kruskal-Wallis rank sum test	0	0	0	0.5916569146709272
Lachnospiraceae (OTU 140)	1.5250000000000086	0.4664987211828464	2	Kruskal-Wallis rank sum test	0	0	0	0.5916569146709272
Lachnospiraceae (OTU 227)	1.5250000000000086	0.4664987211828464	2	Kruskal-Wallis rank sum test	0	0	0	0.5916569146709272
Turicibacter (OTU 5)	1.4703703703703717	0.4794166698891417	2	Kruskal-Wallis rank sum test	0.034	0.045	0.22799999999999998	0.5933435451603374
Porphyromonadaceae (OTU 7)	1.4240506329113969	0.4906494700364329	2	Kruskal-Wallis rank sum test	0	0	0	0.5933435451603374
Lachnospiraceae (OTU 102)	1.4285714285714233	0.4895416595569544	2	Kruskal-Wallis rank sum test	0	0	0	0.5933435451603374
Lachnospiraceae (OTU 103)	1.4285714285714233	0.4895416595569544	2	Kruskal-Wallis rank sum test	0	0	0	0.5933435451603374
Acetatifactor (OTU 165)	1.4285714285714233	0.4895416595569544	2	Kruskal-Wallis rank sum test	0	0	0	0.5933435451603374
Lachnospiraceae (OTU 174)	1.4285714285714233	0.4895416595569544	2	Kruskal-Wallis rank sum test	0	0	0	0.5933435451603374
Lachnospiraceae (OTU 68)	1.3918067226890767	0.49862380699724956	2	Kruskal-Wallis rank sum test	0	0.0015	0.002	0.5983485683966995
Lachnospiraceae (OTU 26)	1.2366818873668193	0.5388376584588189	2	Kruskal-Wallis rank sum test	0.0045000000000000005	0.0035	0	0.6416692726685171
Lachnospiraceae (OTU 4)	1.132927728613565	0.5675287532973761	2	Kruskal-Wallis rank sum test	0.044	0.059000000000000004	0.106	0.6705524015854686
Lachnospiraceae (OTU 30)	1.1183206106870238	0.5716889064799188	2	Kruskal-Wallis rank sum test	0.0055	0.004	0.002	0.6705524015854686
Lachnospiraceae (OTU 24)	1.096774193548387	0.5778811254494194	2	Kruskal-Wallis rank sum test	0.0035	0.005	0	0.6727571311202196
Lachnospiraceae (OTU 17)	1.064057632398757	0.5874120089390685	2	Kruskal-Wallis rank sum test	0.0015	0.001	0.004	0.6787872103295902
Clostridium (OTU 22)	0.9219924812030046	0.6306550482772386	2	Kruskal-Wallis rank sum test	0.0055	0.003	0.0085	0.7233984377297736
Enterorhabdus (OTU 109)	0.847457627118643	0.6546013768581124	2	Kruskal-Wallis rank sum test	5e-4	5e-4	0.002	0.7453855094150769
Bifidobacterium (OTU 28)	0.7601351351351375	0.6838152039213884	2	Kruskal-Wallis rank sum test	5e-4	0.001	0.0025	0.7730084913893955
Ruminococcaceae (OTU 50)	0.722222222222231	0.696901560658109	2	Kruskal-Wallis rank sum test	0	0	0	0.7765474533047501
Coriobacteriaceae (OTU 182)	0.722222222222231	0.696901560658109	2	Kruskal-Wallis rank sum test	0	0	0	0.7765474533047501
Lachnospiraceae (OTU 41)	0.6535714285714324	0.7212382775282167	2	Kruskal-Wallis rank sum test	0	5e-4	5e-4	0.7979657538610058
Akkermansia (OTU 3)	0.5970149253731322	0.7419247450776175	2	Kruskal-Wallis rank sum test	0.0565	0.0545	0.10550000000000001	0.8142754563750444
Lachnospiraceae (OTU 76)	0.5849358974358858	0.7464191683437907	2	Kruskal-Wallis rank sum test	0	0	0	0.8142754563750444
Pseudoflavonifractor (OTU 69)	0.5661231884057899	0.753473376838358	2	Kruskal-Wallis rank sum test	5e-4	5e-4	0	0.8162628249082211
Lachnospiraceae (OTU 116)	0.4166666666666778	0.8119363461506304	2	Kruskal-Wallis rank sum test	0	0	0	0.8675484246540982
Erysipelotrichaceae (OTU 142)	0.4166666666666778	0.8119363461506304	2	Kruskal-Wallis rank sum test	0	0	0	0.8675484246540982
Lachnospiraceae (OTU 36)	0.3598186119873745	0.8353459688484194	2	Kruskal-Wallis rank sum test	0.0015	0.001	0.0015	0.886489599594241
Oscillibacter (OTU 45)	0.31067961165049374	0.8561242120561482	2	Kruskal-Wallis rank sum test	0	0.0025	0	0.9024011964916155
Lachnospiraceae (OTU 72)	0.257936507936513	0.8790018699239194	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.920297259786117
Lachnospiraceae (OTU 31)	0.21424672489083527	0.8984148355027473	2	Kruskal-Wallis rank sum test	0	0	0	0.9334673727274194
Ruminococcaceae (OTU 61)	0.20285087719298867	0.9035485466784637	2	Kruskal-Wallis rank sum test	0	0	0	0.9334673727274194
Ruminococcaceae (OTU 60)	0.1849489795918411	0.911672467618522	2	Kruskal-Wallis rank sum test	0	0	0	0.9356638483453253
Lachnospiraceae (OTU 113)	0.15822784810125953	0.9239346600701362	2	Kruskal-Wallis rank sum test	0	0	0	0.9420510259538644
Clostridiales (OTU 137)	0.08928571428570978	0.9563389704816714	2	Kruskal-Wallis rank sum test	0	0	0	0.9687589571113033
Lactobacillus (OTU 9)	0.06277695716395865	0.9690990257251598	2	Kruskal-Wallis rank sum test	0.0095	0.013000000000000001	0.008	0.9690990257251598
Lachnospiraceae (OTU 123)	0.07127192982457074	0.9649915203225421	2	Kruskal-Wallis rank sum test	0	0	0	0.9690990257251598
Porphyromonadaceae (OTU 10)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 15)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Alistipes (OTU 18)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 21)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 25)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteroidales (OTU 38)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 40)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 44)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 48)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridium_sensu (OTU 53)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 67)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 73)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 77)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 80)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 87)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 88)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Anaeroplasma (OTU 89)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 90)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 95)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Firmicutes (OTU 96)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 97)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 98)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 99)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteria (OTU 105)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 106)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 107)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 117)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 118)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 124)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 125)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 127)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 128)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Firmicutes (OTU 129)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 130)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 136)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Acetatifactor (OTU 138)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Alistipes (OTU 139)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 143)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 144)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridium (OTU 145)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 146)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 154)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Firmicutes (OTU 155)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Staphylococcus (OTU 156)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Anaerostipes (OTU 159)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 160)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 161)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 163)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteria (OTU 168)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 169)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 170)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 171)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridium (OTU 172)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 173)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 175)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Enterobacteriaceae (OTU 176)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 177)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteroides (OTU 178)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 179)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 180)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
