otu	statistic	p.value	parameter	method	C	WMR	CWM	RM	FRM	p.value.adj
Porphyromonadaceae (OTU 6)	31.656605113636374	2.2485153322430445e-6	4	Kruskal-Wallis rank sum test	0.158	0	0	0	0.11549999999999999	3.892742168945771e-5
Porphyromonadaceae (OTU 40)	31.848459616985902	2.054488806596194e-6	4	Kruskal-Wallis rank sum test	0	0	0	0	0.006999999999999999	3.892742168945771e-5
Lachnospiraceae (OTU 73)	31.854255948395167	2.0488939773351252e-6	4	Kruskal-Wallis rank sum test	0.006	0	0	0	0.002	3.892742168945771e-5
Ruminococcaceae (OTU 101)	31.710995647582983	2.1917265628887626e-6	4	Kruskal-Wallis rank sum test	0.0025	0	0	0	5e-4	3.892742168945771e-5
Ruminococcaceae (OTU 98)	29.117628314072036	7.398843511646793e-6	4	Kruskal-Wallis rank sum test	0.0015	0	0	0	0	1.2055762663095068e-4
Porphyromonadaceae (OTU 21)	28.45755196565747	1.0073632534045483e-5	4	Kruskal-Wallis rank sum test	0	0	0	0	0.041	1.5502201177392216e-4
Lachnospiraceae (OTU 49)	26.901295292700812	2.08135068757435e-5	4	Kruskal-Wallis rank sum test	0	0.003	0.0055	0	0	3.034390212937342e-4
Peptostreptococcaceae (OTU 12)	26.35432074945872	2.6842391993998105e-5	4	Kruskal-Wallis rank sum test	0	0	0.0115	0	0	3.717671291168737e-4
Oscillibacter (OTU 57)	25.848059196342142	3.3957069174428806e-5	4	Kruskal-Wallis rank sum test	0.005	0	0	0	0.002	4.4790991244365614e-4
Lachnospiraceae (OTU 41)	25.697354127870884	3.6416544960292365e-5	4	Kruskal-Wallis rank sum test	0.0055	0	0	0	0	4.585174070000448e-4
Porphyromonadaceae (OTU 8)	24.42617601132095	6.560358909382819e-5	4	Kruskal-Wallis rank sum test	0.017	0	0	0	0.023	7.268877671596164e-4
Ruminococcaceae (OTU 27)	24.52659968372419	6.26279413992104e-5	4	Kruskal-Wallis rank sum test	0.0095	0	0	0	5e-4	7.268877671596164e-4
Firmicutes (OTU 129)	24.481877771351417	6.393616304164513e-5	4	Kruskal-Wallis rank sum test	0.0015	0	0	0	0	7.268877671596164e-4
Lachnospiraceae (OTU 11)	24.089400608566393	7.664559985650474e-5	4	Kruskal-Wallis rank sum test	0.0445	0.007	0	0.014	0.013000000000000001	8.165704292404543e-4
Porphyromonadaceae (OTU 122)	23.41199673558218	1.0475102925295288e-4	4	Kruskal-Wallis rank sum test	0	0	0	0	0.0015	0.0010746679667802943
Firmicutes (OTU 96)	23.28334492790289	1.1114512604092637e-4	4	Kruskal-Wallis rank sum test	0.001	0	0	0	0	0.0010995428540477358
Porphyromonadaceae (OTU 15)	23.10498441005916	1.2065528323447761e-4	4	Kruskal-Wallis rank sum test	0	0	0	0	0.0165	0.0011524659812396653
Ruminococcaceae (OTU 54)	22.787830954123947	1.3960272996400632e-4	4	Kruskal-Wallis rank sum test	0.0055	0	0	0	0	0.0011718168545463562
Anaeroplasma (OTU 89)	22.824729392173154	1.3725479150618938e-4	4	Kruskal-Wallis rank sum test	5e-4	0	0	0	0	0.0011718168545463562
Firmicutes (OTU 155)	22.84374999999996	1.3605981282810632e-4	4	Kruskal-Wallis rank sum test	5e-4	0	0	0	0	0.0011718168545463562
Clostridiales (OTU 179)	22.829481574016196	1.3695526103154587e-4	4	Kruskal-Wallis rank sum test	5e-4	0	0	0	0	0.0011718168545463562
Ruminococcaceae (OTU 118)	22.09738968701896	1.9166940841165042e-4	4	Kruskal-Wallis rank sum test	0.0015	0	0	0	0	0.0015615419450007988
Lachnospiraceae (OTU 71)	21.745365859911804	2.252177782006958e-4	4	Kruskal-Wallis rank sum test	0.001	0	0	0	0	0.0017824378446169354
Acetatifactor (OTU 55)	21.143123070987677	2.966341373734674e-4	4	Kruskal-Wallis rank sum test	0.007	0	0	0	0	0.0022824348903458464
Bacteria (OTU 108)	19.82393172055165	5.40992096749821e-4	4	Kruskal-Wallis rank sum test	0.001	0	0	0	0	0.003943547652623695
Ruminococcaceae (OTU 153)	19.858156028368857	5.326473051518109e-4	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.003943547652623695
Lachnospiraceae (OTU 58)	19.10337284741516	7.500274695995903e-4	4	Kruskal-Wallis rank sum test	0.003	0	0	0	0	0.005327118181515039
Lachnospiraceae (OTU 46)	18.85887033356084	8.377397606142744e-4	4	Kruskal-Wallis rank sum test	0.004	0.004	0	0	0	0.00580134784225385
Butyricicoccus (OTU 56)	18.687577056829937	9.051568349032452e-4	4	Kruskal-Wallis rank sum test	0.001	0.001	0	0.002	0.001	0.006115327884590217
Acetatifactor (OTU 79)	18.3864572445999	0.0010369153497367764	4	Kruskal-Wallis rank sum test	0.0025	0	0	0	0.0025	0.006760743255765782
Clostridiales (OTU 107)	18.35970024979181	0.0010495016606423416	4	Kruskal-Wallis rank sum test	0	0	0	0	0.001	0.006760743255765782
Clostridiales (OTU 97)	17.941733088731453	0.0012668787902058649	4	Kruskal-Wallis rank sum test	0.001	0	0	0	0	0.007975577838341468
Lachnospiraceae (OTU 30)	17.695066070793914	0.0014154439311334695	4	Kruskal-Wallis rank sum test	0.001	0.008	5e-4	0	0.004	0.008712843753866025
Alistipes (OTU 18)	17.61032472939221	0.0014703521547791262	4	Kruskal-Wallis rank sum test	0	0	0	0	0.002	0.008854077105952565
Lachnospiraceae (OTU 84)	17.337032581690107	0.0016621531689188281	4	Kruskal-Wallis rank sum test	0.001	0	0	0	0	0.009796094208308837
Lachnospiraceae (OTU 64)	17.021736662124958	0.0019142427765042615	4	Kruskal-Wallis rank sum test	0	0	0	0.0045000000000000005	0.01	0.010879259600341104
Lachnospiraceae (OTU 148)	17.00980392156866	0.0019244899654033	4	Kruskal-Wallis rank sum test	0	0	0	0	0.001	0.010879259600341104
Lachnospiraceae (OTU 135)	16.78316326530614	0.0021297132864220763	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.011798611606778302
Ruminococcaceae (OTU 50)	16.575228946696793	0.0023368936352063273	4	Kruskal-Wallis rank sum test	0.0035	0	0	5e-4	0.0035	0.012692539940238287
Lachnospiraceae (OTU 63)	16.522378218790614	0.002392643026004351	4	Kruskal-Wallis rank sum test	0.005	0	0	0	0	0.012745425350061637
Lachnospiraceae (OTU 29)	15.945560794292279	0.0030930896438968493	4	Kruskal-Wallis rank sum test	0.004	0	5e-4	0.0045000000000000005	5e-4	0.01616577040300806
Akkermansia (OTU 3)	15.276582249807445	0.00416064009265191	4	Kruskal-Wallis rank sum test	0.0025	0.006	0.138	0.1555	0.081	0.02021925097657156
Porphyromonadaceae (OTU 175)	15.306122448979554	0.004106648359911992	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.02021925097657156
Porphyromonadaceae (OTU 194)	15.299999999999956	0.004117781716042716	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.02021925097657156
Porphyromonadaceae (OTU 288)	15.306122448979554	0.004106648359911992	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.02021925097657156
Porphyromonadaceae (OTU 7)	15.076455946858559	0.004545241195627618	4	Kruskal-Wallis rank sum test	0.0335	0	0	0	0.034	0.02123962013773171
Lachnospiraceae (OTU 33)	15.049009700889235	0.0046006397410249195	4	Kruskal-Wallis rank sum test	0	0	0	5e-4	0.001	0.02123962013773171
Clostridiales (OTU 91)	15.063759844717566	0.004570785551931498	4	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0.02123962013773171
Lachnospiraceae (OTU 70)	14.938566135346742	0.004830345864550126	4	Kruskal-Wallis rank sum test	0	0	0	0.0025	0	0.021934521384924344
Lachnospiraceae (OTU 34)	14.592781678111445	0.005624797916509317	4	Kruskal-Wallis rank sum test	0.0045000000000000005	0	0	0	0	0.025130145530210982
Lachnospiraceae (OTU 81)	14.33739269845387	0.006292561744136117	4	Kruskal-Wallis rank sum test	0.0015	0	0	0.001	0	0.027667295287709594
Lachnospiraceae (OTU 112)	14.244144013880845	0.0065552651532576	4	Kruskal-Wallis rank sum test	0.001	0	0	0	0	0.02837200699144305
Lachnospiraceae (OTU 133)	14.197648218560785	0.006690242015179552	4	Kruskal-Wallis rank sum test	5e-4	0	0	0	0	0.028510723664688244
Lachnospiraceae (OTU 94)	14.09648528017695	0.0069933968793348565	4	Kruskal-Wallis rank sum test	0	0	5e-4	0.0015	0.0025	0.02935107478145084
Bacteroides (OTU 1)	13.767234502473649	0.008076227486938788	4	Kruskal-Wallis rank sum test	0.241	0.576	0.47750000000000004	0.45399999999999996	0.1335	0.033389776326597675
Lachnospiraceae (OTU 20)	13.321173669403198	0.009808575316677635	4	Kruskal-Wallis rank sum test	0.013	0.01	0.009	0.001	0.0015	0.03981436795547842
Lachnospiraceae (OTU 162)	13.295729892875325	0.009917658443783433	4	Kruskal-Wallis rank sum test	0	0	0	0	5e-4	0.03981436795547842
Lachnospiraceae (OTU 42)	12.932835735920374	0.011608676113980544	4	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0.04593718976532301
Lachnospiraceae (OTU 68)	11.896680131962983	0.018136346245267734	4	Kruskal-Wallis rank sum test	0	0	0.002	0	0.001	0.07075729450618538
Lachnospiraceae (OTU 189)	11.851728723404218	0.01848858989061856	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.07112971388474086
Clostridiales (OTU 154)	10.964999999999977	0.026960194958405688	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.09219720991948611
Lachnospiraceae (OTU 180)	10.969387755102021	0.0269102165900767	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.09219720991948611
Lachnospiraceae (OTU 184)	10.969387755102021	0.0269102165900767	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.09219720991948611
Firmicutes (OTU 188)	10.969387755102021	0.0269102165900767	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.09219720991948611
Clostridiales (OTU 195)	10.969387755102021	0.0269102165900767	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.09219720991948611
Clostridium (OTU 201)	10.964999999999977	0.026960194958405688	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.09219720991948611
Firmicutes (OTU 235)	10.969387755102021	0.0269102165900767	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.09219720991948611
Firmicutes (OTU 279)	10.964999999999977	0.026960194958405688	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.09219720991948611
Ruminococcaceae (OTU 420)	10.969387755102021	0.0269102165900767	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.09219720991948611
Lachnospiraceae (OTU 17)	10.934980291708387	0.027304546985412938	4	Kruskal-Wallis rank sum test	0.002	0.001	0.006	0.0025	0.002	0.09223609164584615
Lachnospiraceae (OTU 113)	9.931441486403902	0.041598512637922885	4	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0.13882877109282699
Ruminococcaceae (OTU 106)	9.523809523809428	0.04926030700200253	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.16078354242231369
Lachnospiraceae (OTU 140)	9.5199999999999	0.049337910129590844	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.16078354242231369
Ruminococcaceae (OTU 61)	9.38118973467334	0.0522466200348341	4	Kruskal-Wallis rank sum test	0.001	0.001	0	0	0.001	0.16828271801917496
Lachnospiraceae (OTU 85)	9.126857441374522	0.05800569253428935	4	Kruskal-Wallis rank sum test	5e-4	0	0	5e-4	0	0.18468479117239256
Lactobacillus (OTU 13)	9.027052690515113	0.06042683789411165	4	Kruskal-Wallis rank sum test	0.011	0.004	0.0165	0.0035	0.0115	0.1902072056439651
Oscillibacter (OTU 45)	8.969635731471165	0.0618629404787833	4	Kruskal-Wallis rank sum test	0.0015	0	0	0	0	0.19253971362497724
Acetatifactor (OTU 78)	8.713351899125842	0.0686775905714322	4	Kruskal-Wallis rank sum test	0.001	0	0	0	0	0.2113743620920747
Clostridium (OTU 22)	8.658087768120348	0.07023756157840681	4	Kruskal-Wallis rank sum test	0.007	0.001	0.012	0.0035	0.0025	0.21380005007932623
Ruminococcaceae (OTU 65)	8.552550679517811	0.07331024446715324	4	Kruskal-Wallis rank sum test	5e-4	0	0.0015	0.0015	0	0.22072758388479835
Lachnospiraceae (OTU 104)	8.465470679012322	0.07594080006956626	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.22618926472333176
Enterobacteriaceae (OTU 2)	8.307226012160756	0.08095069747290766	4	Kruskal-Wallis rank sum test	0.001	0.001	0.0045000000000000005	0	0	0.23854620425527043
Acetatifactor (OTU 165)	8.119626322751342	0.08729312214395579	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.2545283666723764
Bifidobacterium (OTU 28)	7.8150692674504505	0.09859221959336041	4	Kruskal-Wallis rank sum test	0.002	0	0	0	0	0.26002919420202725
Lachnospiraceae (OTU 47)	8.004548439798299	0.0914117213049921	4	Kruskal-Wallis rank sum test	0.005	0	0	0.002	0.0025	0.26002919420202725
Lachnospiraceae (OTU 74)	7.916626229296081	0.09468047006138106	4	Kruskal-Wallis rank sum test	5e-4	0.001	0	0	0	0.26002919420202725
Lachnospiraceae (OTU 90)	7.838080966790843	0.09769284122859169	4	Kruskal-Wallis rank sum test	0	0	0	0	0.0025	0.26002919420202725
Lachnospiraceae (OTU 117)	7.846071545342019	0.09738233936286797	4	Kruskal-Wallis rank sum test	0.0015	0	0	0	0	0.26002919420202725
Lachnospiraceae (OTU 128)	7.638670280984034	0.10574770540373044	4	Kruskal-Wallis rank sum test	5e-4	0	0	0	5e-4	0.26002919420202725
Clostridiales (OTU 171)	7.500000000000225	0.11170929281603337	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.26002919420202725
Porphyromonadaceae (OTU 190)	7.500000000000225	0.11170929281603337	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.26002919420202725
Porphyromonadaceae (OTU 212)	7.500000000000225	0.11170929281603337	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.26002919420202725
Porphyromonadaceae (OTU 246)	7.500000000000225	0.11170929281603337	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.26002919420202725
Porphyromonadaceae (OTU 303)	7.500000000000225	0.11170929281603337	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.26002919420202725
Bacteroidetes (OTU 304)	7.500000000000225	0.11170929281603337	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.26002919420202725
Porphyromonadaceae (OTU 311)	7.500000000000225	0.11170929281603337	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.26002919420202725
Porphyromonadaceae (OTU 353)	7.500000000000225	0.11170929281603337	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.26002919420202725
Lachnospiraceae (OTU 385)	7.500000000000225	0.11170929281603337	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.26002919420202725
Lachnospiraceae (OTU 416)	7.500000000000225	0.11170929281603337	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.26002919420202725
Clostridiales (OTU 519)	7.500000000000225	0.11170929281603337	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.26002919420202725
Lachnospiraceae (OTU 597)	7.500000000000225	0.11170929281603337	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.26002919420202725
Firmicutes (OTU 649)	7.500000000000225	0.11170929281603337	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.26002919420202725
Porphyromonadaceae (OTU 767)	7.500000000000225	0.11170929281603337	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.26002919420202725
Porphyromonadaceae (OTU 1087)	7.500000000000225	0.11170929281603337	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.26002919420202725
Lachnospiraceae (OTU 1495)	7.500000000000225	0.11170929281603337	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.26002919420202725
Lachnospiraceae (OTU 1621)	7.500000000000225	0.11170929281603337	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.26002919420202725
Porphyromonadaceae (OTU 2089)	7.500000000000225	0.11170929281603337	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.26002919420202725
Clostridium (OTU 126)	7.396509740259752	0.11636031542482231	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.26859839477229813
Lachnospiraceae (OTU 110)	7.212426363089107	0.12507933065114482	4	Kruskal-Wallis rank sum test	5e-4	0	0	0	0	0.28633863297824064
Clostridiales (OTU 141)	7.013264709239299	0.1351889044630726	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.3069452994776321
Lachnospiraceae (OTU 161)	6.988088836875854	0.13651901626261825	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.3074452642662216
Lactobacillus (OTU 9)	6.956237166976719	0.1382190429690216	4	Kruskal-Wallis rank sum test	0.008	0.004	0.001	0.002	0.014499999999999999	0.30876350727757246
Oscillibacter (OTU 119)	6.860149704710866	0.14346583270535757	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.31654183313428835
Erysipelotrichaceae (OTU 142)	6.830357142857223	0.14512928811572065	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.31654183313428835
Lachnospiraceae (OTU 157)	6.8396847986506515	0.14460659522984853	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.31654183313428835
Coriobacteriaceae (OTU 158)	6.6969605475041	0.1527956529325747	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.3306593426743999
Lachnospiraceae (OTU 31)	6.445062809182382	0.16828495133842303	4	Kruskal-Wallis rank sum test	0.001	0	0	0	0	0.3613560583003347
Lachnospiraceae (OTU 36)	6.407683108645608	0.1707008292449787	4	Kruskal-Wallis rank sum test	0.0035	0.001	0.002	0.001	0	0.3637240746219931
Lachnospiraceae (OTU 4)	6.327831090188509	0.17596684599711523	4	Kruskal-Wallis rank sum test	0.0565	0.064	0.0885	0.036500000000000005	0.013999999999999999	0.37170959469608833
Erysipelotrichaceae (OTU 39)	5.557646835753654	0.23470855598364293	4	Kruskal-Wallis rank sum test	0	0	5e-4	0	0	0.37170959469608833
Clostridium (OTU 51)	5.755404325483522	0.21817464552995938	4	Kruskal-Wallis rank sum test	0.001	0	0	0	0.001	0.37170959469608833
Ruminococcaceae (OTU 59)	5.898813883827037	0.2068334258799049	4	Kruskal-Wallis rank sum test	0.002	0	0	0.001	0.0015	0.37170959469608833
Lachnospiraceae (OTU 77)	5.766175263277104	0.21730421101067454	4	Kruskal-Wallis rank sum test	0.001	0	0	0	0.001	0.37170959469608833
Lachnospiraceae (OTU 86)	5.480796928243974	0.24142260893081494	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Ruminococcus (OTU 93)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Lachnospiraceae (OTU 111)	6.236341332673608	0.18217971854342804	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Clostridiales (OTU 115)	6.020667942538509	0.1976100867208668	4	Kruskal-Wallis rank sum test	5e-4	0	0	0	0	0.37170959469608833
Lachnospiraceae (OTU 116)	5.830129168260197	0.212198577111211	4	Kruskal-Wallis rank sum test	5e-4	0	0	0	0	0.37170959469608833
Lachnospiraceae (OTU 123)	5.852141203703728	0.21046592340880368	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Blautia (OTU 132)	5.831438894746103	0.21209513225222484	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Dorea (OTU 134)	5.844155844155813	0.2110930333022268	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Lachnospiraceae (OTU 144)	6.114130434782635	0.19078553064813844	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Lachnospiraceae (OTU 152)	5.40113288556366	0.24855763165503394	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Enterobacteriaceae (OTU 176)	5.548469387755044	0.23550172002714542	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Lachnospiraceae (OTU 185)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Coriobacteriaceae (OTU 204)	5.852141203703728	0.21046592340880368	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Acetatifactor (OTU 206)	5.5993357487922895	0.2311347944337018	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Clostridiales (OTU 208)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Bacteria (OTU 209)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Bacteria (OTU 215)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Ruminococcaceae (OTU 219)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Bacteria (OTU 223)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Lachnospiraceae (OTU 225)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Bacteria (OTU 232)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Oscillibacter (OTU 236)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Lachnospiraceae (OTU 238)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Coriobacteriaceae (OTU 252)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Lachnospiraceae (OTU 266)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Anaeroplasma (OTU 302)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Clostridiales (OTU 329)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Clostridiales (OTU 341)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Porphyromonadaceae (OTU 372)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Ruminococcaceae (OTU 407)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Lachnospiraceae (OTU 415)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Porphyromonadaceae (OTU 426)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Burkholderiales (OTU 522)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Clostridia (OTU 529)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Porphyromonadaceae (OTU 547)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Porphyromonadaceae (OTU 595)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Ruminococcaceae (OTU 605)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Firmicutes (OTU 644)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Firmicutes (OTU 657)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Lachnospiraceae (OTU 726)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Porphyromonadaceae (OTU 961)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Clostridium (OTU 978)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Acetatifactor (OTU 1355)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Lachnospiraceae (OTU 1718)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Firmicutes (OTU 1868)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Lachnospiraceae (OTU 2217)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Lachnospiraceae (OTU 2486)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Lachnospiraceae (OTU 3337)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Lachnospiraceae (OTU 5296)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Ruminococcaceae (OTU 5299)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Ruminococcaceae (OTU 5461)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Lachnospiraceae (OTU 5519)	5.375000000000112	0.2509375242172149	4	Kruskal-Wallis rank sum test	0	0	0	0	0	0.37170959469608833
Lachnospiraceae (OTU 103)	5.265214200231911	0.26115099860556545	4	Kruskal-Wallis rank sum test	0	0	0	0	0.001	0.38478099262628523
