otu	method	WM	C	WMR	CWM	RM	FRM	WMC	1RM1	WMN	CN	C-WM	WMR-WM	WMR-C	CWM-WM	CWM-C	CWM-WMR	RM-WM	RM-C	RM-WMR	RM-CWM	FRM-WM	FRM-C	FRM-WMR	FRM-CWM	FRM-RM	WMC-WM	WMC-C	WMC-WMR	WMC-CWM	WMC-RM	WMC-FRM	1RM1-WM	1RM1-C	1RM1-WMR	1RM1-CWM	1RM1-RM	1RM1-FRM	1RM1-WMC	WMN-WM	WMN-C	WMN-WMR	WMN-CWM	WMN-RM	WMN-FRM	WMN-WMC	WMN-1RM1	CN-WM	CN-C	CN-WMR	CN-CWM	CN-RM	CN-FRM	CN-WMC	CN-1RM1	CN-WMN
Lachnospiraceae (OTU 150)	Kruskal-Wallis rank sum test	0	0	5e-4	0	0	0	0	0	0	0	0.10521516138682054	0.7937025783009939	0.038848890600915176	0.12287417312149929	NA	0.04431906083476998	0.17017290885791342	NA	0.0871563467828696	NA	0.323459917367452	NA	0.17017290885791342	NA	NA	0.5106524305242256	NA	0.3329083923574392	NA	NA	NA	0.6226300553874078	0.08199646571292576	1	0.0871563467828696	0.12955448246228912	0.2636015034663377	0.45211094137389857	0.24588449076618857	NA	0.12287417312149929	NA	NA	NA	NA	0.17017290885791342	0.323459917367452	NA	0.17017290885791342	NA	NA	NA	NA	0.2636015034663377	NA
Anaerostipes (OTU 159)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.18510186730812714	0.4058610194075639	NA	0.18510186730812714	NA	NA	0.2657025077261132	NA	NA	NA	0.3137059186463866	NA	NA	NA	NA	0.4491022329755287	NA	NA	NA	NA	NA	0.3137059186463866	NA	NA	NA	NA	NA	NA	0.3137059186463866	NA	NA	NA	NA	NA	NA	NA	0.3137059186463866	NA	NA	NA	NA	NA	NA	NA	NA
Enterobacteriaceae (OTU 176)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.001	0	0	0	0.5058209524091075	0.4395369590043223	0.5211100401006438	NA	0.4395369590043223	0.19629398727436206	NA	0.468482132514324	0.339420024456019	NA	NA	0.5211100401006438	0.468482132514324	NA	NA	0.1737214303631163	0.19363580966861105	0.7462140918340459	0.02403678714281267	0.0753081487579138	0.19629398727436206	0.468482132514324	0.7609067270751142	0.7609067270751142	0.339420024456019	0.4395369590043223	0.5058209524091075	0.4395369590043223	NA	0.5058209524091075	0.4395369590043223	NA	NA	NA	0.156802230590808	0.468482132514324	NA	0.5211100401006438	0.468482132514324	NA	NA	NA	0.19629398727436206	0.5058209524091075	NA
Coriobacteriaceae (OTU 182)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.001	0	0.0878999421390804	0.38119513663005183	NA	0.0878999421390804	NA	NA	0.15890133372598125	NA	NA	NA	0.2749409297623342	NA	NA	NA	NA	0.4468208767086974	NA	NA	NA	NA	NA	0.2749409297623342	NA	NA	NA	NA	NA	NA	0.2084876477784072	0.00664630457829767	0.15890133372598125	0.00845460918286577	0.028186675843898376	0.0878999421390804	0.2084876477784072	0.0878999421390804	0.2749409297623342	NA	NA	NA	NA	NA	NA	NA	0.0878999421390804
Lachnospiraceae (OTU 193)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19990928114852427	0.08117182643169736	0.31936103389383125	0.08117182643169736	0.144581669645034	0.22364359302845446	0.37299848361348714	NA	NA	NA	NA	NA	NA	NA	0.19990928114852427	NA	NA	NA	NA	NA	NA	NA	0.22364359302845446	NA
Lachnospiraceae (OTU 225)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.18431125968224893	0.40361837996123134	NA	0.18431125968224893	NA	NA	0.2643781840324536	NA	NA	NA	0.31190777746147164	NA	NA	NA	NA	0.4468208767086974	NA	NA	NA	NA	NA	0.31190777746147164	NA	NA	NA	NA	NA	NA	0.31190777746147164	NA	NA	NA	NA	NA	NA	NA	0.31190777746147164	NA	NA	NA	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 249)	Kruskal-Wallis rank sum test	0	0	5e-4	0	0	0	0	0	0	0	NA	0.08863014210939607	0.01456833397534319	NA	NA	0.016619647813038742	NA	NA	0.04531915895411795	NA	NA	NA	0.10369911633529098	NA	NA	NA	NA	0.2635524772829727	NA	NA	NA	NA	NA	0.10369911633529098	NA	NA	NA	NA	NA	NA	0.08187494895159422	NA	NA	NA	NA	NA	NA	NA	0.10369911633529098	NA	NA	NA	NA	NA	NA
Clostridium (OTU 268)	Kruskal-Wallis rank sum test	0	0	5e-4	0	0	0	0	0	0	0	0.28278641858763415	0.30551124129429974	0.02780027128724128	0.30551124129429974	NA	0.03175862054914636	0.3829099618024064	NA	0.08688791864374942	NA	0.499891823437464	NA	0.2287954394536932	NA	NA	0.6830913983096087	NA	0.3829099618024064	NA	NA	NA	0.499891823437464	NA	0.2287954394536932	NA	NA	NA	NA	0.4521719972745942	NA	0.15743774637793756	NA	NA	NA	NA	NA	0.499891823437464	NA	0.2287954394536932	NA	NA	NA	NA	NA	NA
Alistipes (OTU 289)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2684169329809899	0.11277829954747629	0.3864762307712326	0.11277829954747629	0.20025904550890355	0.2684169329809899	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA
Lachnospiraceae (OTU 317)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2684169329809899	0.11277829954747629	0.3864762307712326	0.11277829954747629	0.20025904550890355	0.2684169329809899	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA
Roseburia (OTU 319)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Phascolarctobacterium (OTU 331)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2684169329809899	0.11277829954747629	0.3864762307712326	0.11277829954747629	0.20025904550890355	0.2684169329809899	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA
Akkermansia (OTU 352)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Streptococcus (OTU 354)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Hungatella (OTU 427)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 441)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2684169329809899	0.11277829954747629	0.3864762307712326	0.11277829954747629	0.20025904550890355	0.2684169329809899	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA
Odoribacter (OTU 465)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Fusicatenibacter (OTU 511)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Streptococcus (OTU 662)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 739)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Clostridium (OTU 808)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Alloprevotella (OTU 1140)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2684169329809899	0.11277829954747629	0.3864762307712326	0.11277829954747629	0.20025904550890355	0.2684169329809899	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA
Lactobacillus (OTU 1339)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3120060075676464	0.1906721466236493	NA	NA	0.22246651891094368	NA	NA	0.30031158240688127	NA	NA	NA	0.3266488012978575	NA	NA	0.3120060075676464	0.1906721466236493	0.8254979107046321	0.1906721466236493	0.22696025157675734	0.3120060075676464	NA	NA	0.3266488012978575	NA	NA	NA	0.3120060075676464	NA	NA	0.3120060075676464	NA	NA	NA	0.30031158240688127	NA	NA	NA	0.3266488012978575	NA	NA	NA	0.3120060075676464	NA	NA
Lachnospiraceae (OTU 1450)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Eubacterium (OTU 1553)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Parvimonas (OTU 1654)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2684169329809899	0.11277829954747629	0.3864762307712326	0.11277829954747629	0.20025904550890355	0.2684169329809899	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA
Anaerotruncus (OTU 2316)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Bacteroidales (OTU 2845)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Enterobacteriaceae (OTU 4000)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
