otu	statistic	p.value	parameter	method	C	CWM	FRM	RM	p.value.adj
Clostridium (OTU 22)	18.800705003081976	3.0060347648486137e-4	3	Kruskal-Wallis rank sum test	0.004	0.002	0	0	0.0026212623149479914
Ruminococcaceae (OTU 52)	18.87796793788772	2.89751016472827e-4	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.0026212623149479914
Ruminococcaceae (OTU 27)	18.290534208059984	3.8314314626785516e-4	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.002880179513323877
Bacteria (OTU 108)	18.30769230769231	3.800314765014896e-4	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.002880179513323877
Lachnospiraceae (OTU 125)	18.30769230769231	3.800314765014896e-4	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.002880179513323877
Firmicutes (OTU 129)	18.30769230769231	3.800314765014896e-4	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.002880179513323877
Bifidobacterium (OTU 28)	17.899589023073407	4.613286021039126e-4	3	Kruskal-Wallis rank sum test	5e-4	0.003	0.017	0.011	0.003244181782537192
Lachnospiraceae (OTU 41)	17.950960547571295	4.502125125395155e-4	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.003244181782537192
Ruminococcaceae (OTU 59)	17.58099732620317	5.366251510663978e-4	3	Kruskal-Wallis rank sum test	0.002	0	0	0	0.003655758841639835
Lactobacillus (OTU 23)	17.14255694263011	6.605966868963447e-4	3	Kruskal-Wallis rank sum test	0.0055	0.008	0.001	0	0.004363941749800095
Ruminococcaceae (OTU 54)	16.658280691029308	8.30814075230288e-4	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.0053269843647118465
Porphyromonadaceae (OTU 6)	16.578786938190664	8.626484038760055e-4	3	Kruskal-Wallis rank sum test	0	0	0.018	0	0.005373067201284834
Oscillibacter (OTU 45)	16.320537232233946	9.746678795294073e-4	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.005591515729931862
Acetatifactor (OTU 55)	16.41781621943522	9.30869465793257e-4	3	Kruskal-Wallis rank sum test	0.0025	0	0	0	0.005591515729931862
Ruminococcaceae (OTU 61)	16.337714622316394	9.667878973159613e-4	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.005591515729931862
Porphyromonadaceae (OTU 15)	15.607568029390439	0.0013646125111369744	3	Kruskal-Wallis rank sum test	0	0	0.01	0	0.0074371381856965105
Ruminococcaceae (OTU 98)	15.614934130786912	0.0013598817967783263	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.0074371381856965105
Porphyromonadaceae (OTU 194)	15.160975609755905	0.001684125532440748	3	Kruskal-Wallis rank sum test	0	0	0	0	0.008954618684684954
Lachnospiraceae (OTU 63)	15.09060636660894	0.0017408339533856107	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.00903575718662055
Lachnospiraceae (OTU 46)	14.555142615575274	0.0022391164363325957	3	Kruskal-Wallis rank sum test	0.002	0	0	0	0.011351799607453625
Acetatifactor (OTU 79)	14.163899886877848	0.0026903364957835446	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.013329394456382107
Clostridiales (OTU 97)	13.960692582595765	0.0029591480632870466	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.01433542839547947
Ruminococcaceae (OTU 118)	13.784249226006176	0.003214032490148491	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.01523171919244285
Porphyromonadaceae (OTU 25)	13.553079797492755	0.0035811421280198424	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.015955859855321254
Lachnospiraceae (OTU 84)	13.403846153846105	0.003839886664578623	3	Kruskal-Wallis rank sum test	0	0	0	0	0.015955859855321254
Anaeroplasma (OTU 89)	13.387499999999951	0.0038693292192467183	3	Kruskal-Wallis rank sum test	0	0	0	0	0.015955859855321254
Ruminococcaceae (OTU 101)	13.387499999999951	0.0038693292192467183	3	Kruskal-Wallis rank sum test	0	0	0	0	0.015955859855321254
Lachnospiraceae (OTU 110)	13.382060138155172	0.0038791769373028736	3	Kruskal-Wallis rank sum test	0	0	0	0	0.015955859855321254
Lachnospiraceae (OTU 135)	13.382060138155172	0.0038791769373028736	3	Kruskal-Wallis rank sum test	0	0	0	0	0.015955859855321254
Firmicutes (OTU 155)	13.387499999999951	0.0038693292192467183	3	Kruskal-Wallis rank sum test	0	0	0	0	0.015955859855321254
Porphyromonadaceae (OTU 10)	13.240159527709144	0.0041450091323141855	3	Kruskal-Wallis rank sum test	0.025	0	0.004	0	0.01673355538600912
Lachnospiraceae (OTU 30)	13.171577416827366	0.0042798757382053925	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.01696387110779592
Ruminococcaceae (OTU 60)	12.797244954861283	0.005096236242180583	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.019490868435006442
Lachnospiraceae (OTU 88)	12.82352941176472	0.0050341989850654495	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.019490868435006442
Porphyromonadaceae (OTU 7)	12.141482013800138	0.006913888026051724	3	Kruskal-Wallis rank sum test	0.0095	0	0	0	0.02598668258067717
Lachnospiraceae (OTU 116)	11.80705895233067	0.008074184144624035	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.029833426161492194
Lachnospiraceae (OTU 62)	11.72014372499625	0.008405979748890263	3	Kruskal-Wallis rank sum test	0.0025	0	0	0	0.030541726420967957
Ruminococcaceae (OTU 37)	11.664725232198148	0.00862452872543809	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.030822086264680384
Porphyromonadaceae (OTU 21)	11.626627749108826	0.008778014306461416	3	Kruskal-Wallis rank sum test	0	0	0.007	0	0.030864630948525623
Lachnospiraceae (OTU 29)	11.537432898231366	0.00914798368168247	3	Kruskal-Wallis rank sum test	0.002	0	0	0	0.031654927660425054
Lachnospiraceae (OTU 26)	11.333705490888494	0.01005171554513754	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.033711907520615134
Ruminococcaceae (OTU 65)	11.34354701048369	0.01000610120482552	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.033711907520615134
Lachnospiraceae (OTU 102)	11.295515147621028	0.010230674071709783	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.03379222647928383
Turicibacter (OTU 5)	11.21851907172229	0.010601083435373615	3	Kruskal-Wallis rank sum test	0.015	0.038	0.007	0.012	0.03449307744643952
Lachnospiraceae (OTU 64)	10.54898500936911	0.01443225895598045	3	Kruskal-Wallis rank sum test	0	0	0	0	0.046268124300054975
Porphyromonadaceae (OTU 80)	9.715686274509752	0.021144136504253223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.06680321388300293
Lachnospiraceae (OTU 34)	9.587979250101052	0.022413595243456718	3	Kruskal-Wallis rank sum test	0	0	0	0	0.06980233947247949
Porphyromonadaceae (OTU 40)	9.47085594091365	0.023643434041934797	3	Kruskal-Wallis rank sum test	0	0	0	0	0.07259533269213783
Lachnospiraceae (OTU 90)	9.3596753376334	0.024872003838577374	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.07530690051124816
Lachnospiraceae (OTU 66)	9.30105312542651	0.025544780246071867	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.07628441224169406
Acetatifactor (OTU 78)	9.250047134238248	0.02614464047878379	3	Kruskal-Wallis rank sum test	0	0	0	0	0.07702069762668738
Lachnospiraceae (OTU 76)	9.185550866846333	0.026922951458604502	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.0774811758488783
Lachnospiraceae (OTU 111)	9.178305915849435	0.027011786075755738	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.0774811758488783
Lachnospiraceae (OTU 58)	9.070111362258054	0.0283730961203577	3	Kruskal-Wallis rank sum test	0	0	0	0	0.07929916607997407
Clostridium (OTU 126)	9.09568498452006	0.02804538549120949	3	Kruskal-Wallis rank sum test	0	0	0	0	0.07929916607997407
Lachnospiraceae (OTU 112)	8.898419416173743	0.03067239191507975	3	Kruskal-Wallis rank sum test	0	0	0	0	0.08464027136059982
Pseudoflavonifractor (OTU 69)	8.818394095183669	0.0318054672199741	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.08577997306238272
Lachnospiraceae (OTU 85)	8.70731707317063	0.033446319772029956	3	Kruskal-Wallis rank sum test	0	0	0	0	0.08577997306238272
Ruminococcaceae (OTU 92)	8.712499999999899	0.03336794804356992	3	Kruskal-Wallis rank sum test	0	0	0	0	0.08577997306238272
Lachnospiraceae (OTU 133)	8.712499999999899	0.03336794804356992	3	Kruskal-Wallis rank sum test	0	0	0	0	0.08577997306238272
Lachnospiraceae (OTU 151)	8.712499999999899	0.03336794804356992	3	Kruskal-Wallis rank sum test	0	0	0	0	0.08577997306238272
Lachnospiraceae (OTU 180)	8.712499999999899	0.03336794804356992	3	Kruskal-Wallis rank sum test	0	0	0	0	0.08577997306238272
Lachnospiraceae (OTU 32)	8.430879229445088	0.037897542949461155	3	Kruskal-Wallis rank sum test	0.002	0	0	0	0.0960658646858434
Blautia (OTU 132)	8.110277162363825	0.043786749085625104	3	Kruskal-Wallis rank sum test	0	0	0	0	0.10971852069731347
Lachnospiraceae (OTU 127)	7.400000000000109	0.06018432387173184	3	Kruskal-Wallis rank sum test	0	0	0	0	0.14107723230147895
Lachnospiraceae (OTU 205)	7.400000000000109	0.06018432387173184	3	Kruskal-Wallis rank sum test	0	0	0	0	0.14107723230147895
Porphyromonadaceae (OTU 288)	7.400000000000109	0.06018432387173184	3	Kruskal-Wallis rank sum test	0	0	0	0	0.14107723230147895
Porphyromonadaceae (OTU 615)	7.400000000000109	0.06018432387173184	3	Kruskal-Wallis rank sum test	0	0	0	0	0.14107723230147895
Comamonadaceae (OTU 684)	7.400000000000109	0.06018432387173184	3	Kruskal-Wallis rank sum test	0	0	0	0	0.14107723230147895
Porphyromonadaceae (OTU 982)	7.400000000000109	0.06018432387173184	3	Kruskal-Wallis rank sum test	0	0	0	0	0.14107723230147895
Lachnospiraceae (OTU 121)	6.943407854471303	0.07372359877826853	3	Kruskal-Wallis rank sum test	0	0	0	0	0.17097600567726107
Clostridium (OTU 51)	6.868676206704214	0.07620341032627698	3	Kruskal-Wallis rank sum test	0	0	0	0	0.17486677316977242
Blautia (OTU 19)	6.328904570263038	0.09665988564954868	3	Kruskal-Wallis rank sum test	0	0	0	0	0.21949849032918348
Lachnospiraceae (OTU 103)	6.163427871148515	0.10392423885882804	3	Kruskal-Wallis rank sum test	0	0	0	0	0.23356169145592282
Lachnospiraceae (OTU 36)	5.758713136009821	0.12395800057084116	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2757433073922793
Lachnospiraceae (OTU 68)	5.339898253917392	0.14853430452597574	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3240021842012866
Lachnospiraceae (OTU 83)	5.338480392156916	0.14862485513820486	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3240021842012866
Lachnospiraceae (OTU 120)	5.241667546280206	0.15493259556032263	3	Kruskal-Wallis rank sum test	0	0	0	0	0.33440896863515185
Clostridiales (OTU 35)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 49)	4.5168464094141765	0.21079253936716721	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Clostridium_sensu (OTU 53)	4.6304706360398304	0.20094368724409714	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 71)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 74)	4.803186274509727	0.1867892652568353	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 81)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 86)	5.02719482449128	0.16981660215574018	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Clostridiales (OTU 115)	4.803186274509727	0.1867892652568353	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 131)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Acetatifactor (OTU 138)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Ruminococcaceae (OTU 153)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Clostridiales (OTU 154)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 157)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Ruminococcaceae (OTU 169)	4.638009049773717	0.20030561915271694	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 181)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 184)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Firmicutes (OTU 188)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 189)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Veillonella (OTU 192)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Clostridiales (OTU 199)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Bacteria (OTU 209)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Corynebacterium (OTU 213)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 220)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 222)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 227)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Dorea (OTU 229)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Pasteurellaceae (OTU 233)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 266)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Aerococcus (OTU 281)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Veillonellaceae (OTU 286)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 297)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 441)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Corynebacterium (OTU 444)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 492)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Bifidobacterium (OTU 510)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Clostridiales (OTU 731)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Porphyromonadaceae (OTU 743)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Akkermansia (OTU 896)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 899)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 954)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 1004)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Akkermansia (OTU 1309)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Porphyromonadaceae (OTU 1542)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Clostridiales (OTU 1634)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Bacteria (OTU 3250)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Firmicutes (OTU 3867)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lysobacter (OTU 3977)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 5758)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Clostridiales (OTU 5811)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3425555642932492
Lachnospiraceae (OTU 117)	3.86896681749622	0.2759654041966025	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3984136298997307
Lachnospiraceae (OTU 94)	3.590262968731268	0.3092426252189931	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4435190282746085
Porphyromonadaceae (OTU 48)	3.5211764705881943	0.31802597176157044	3	Kruskal-Wallis rank sum test	0	0	0	0	0.45313504473217225
Enterorhabdus (OTU 109)	3.4313510130938307	0.3297754143104369	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.4668249371407483
Bacteroides (OTU 1)	3.3398669996450523	0.3421323336552434	3	Kruskal-Wallis rank sum test	0.348	0.455	0.298	0.6685000000000001	0.48119257249576175
Erysipelotrichaceae (OTU 39)	3.3150961945271122	0.34554705624871956	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48287986065526195
Lachnospiraceae (OTU 104)	3.227186905193504	0.3579061167582327	3	Kruskal-Wallis rank sum test	0	0	0	0	0.49696518123117656
Alistipes (OTU 18)	3.012912482066134	0.38963860691491736	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5086300377691736
Bacteroidales (OTU 38)	3.012912482066134	0.38963860691491736	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5086300377691736
Bacteria (OTU 105)	3.012912482066134	0.38963860691491736	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5086300377691736
Lachnospiraceae (OTU 113)	3.012912482066134	0.38963860691491736	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5086300377691736
Olsenella (OTU 114)	3.133207282913115	0.37153971933885954	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5086300377691736
Clostridiales (OTU 130)	3.0147058823530792	0.3893633711724857	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5086300377691736
Lachnospiraceae (OTU 161)	3.1503676470587907	0.36901743039598367	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5086300377691736
Lachnospiraceae (OTU 167)	3.0147058823530792	0.3893633711724857	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5086300377691736
Enterococcus (OTU 187)	3.012912482066134	0.38963860691491736	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5086300377691736
Bacteroides (OTU 261)	3.0147058823530792	0.3893633711724857	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5086300377691736
Lachnospiraceae (OTU 16)	2.9474708329933907	0.3997952500242168	3	Kruskal-Wallis rank sum test	0.007	0.002	0.002	0.009	0.5187819315790432
Erysipelotrichaceae (OTU 142)	2.522806372549052	0.471183557222182	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6024038149347949
Coriobacteriaceae (OTU 182)	2.4999999999998384	0.4752910833430492	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6024038149347949
Lachnospiraceae (OTU 203)	2.4999999999998384	0.4752910833430492	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6024038149347949
Clostridium (OTU 405)	2.4999999999998384	0.4752910833430492	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6024038149347949
Streptococcus (OTU 166)	2.478150406504023	0.47925273877090596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6039138557922399
Lachnospiraceae (OTU 17)	2.283611218521901	0.5156678311462007	3	Kruskal-Wallis rank sum test	0.0035	0.004	0	0.002	0.64606659304524
Lachnospiraceae (OTU 95)	2.2366751807474183	0.5247606764943904	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6537018712901549
Lachnospiraceae (OTU 160)	2.148944193061914	0.5420746519952839	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6714333757668858
Oscillibacter (OTU 119)	1.9068014705882688	0.5919738726470022	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7051929193281228
Clostridiales (OTU 141)	1.9068014705882688	0.5919738726470022	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7051929193281228
Staphylococcus (OTU 156)	1.9068014705882688	0.5919738726470022	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7051929193281228
Coriobacteriaceae (OTU 158)	1.9068014705882688	0.5919738726470022	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7051929193281228
Lachnospiraceae (OTU 163)	1.9068014705882688	0.5919738726470022	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7051929193281228
Enterobacteriaceae (OTU 176)	1.9068014705882688	0.5919738726470022	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7051929193281228
Clostridiales (OTU 226)	1.9068014705882688	0.5919738726470022	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7051929193281228
Lachnospiraceae (OTU 70)	1.4705882352938788	0.6890749950253869	3	Kruskal-Wallis rank sum test	0	0	0	0	0.70525046439218
Lachnospiraceae (OTU 72)	1.5406365650174094	0.6729236841027901	3	Kruskal-Wallis rank sum test	0	0	0	0	0.70525046439218
Porphyromonadaceae (OTU 87)	1.4705882352938788	0.6890749950253869	3	Kruskal-Wallis rank sum test	0	0	0	0	0.70525046439218
Dorea (OTU 134)	1.585956609380767	0.6625782398907107	3	Kruskal-Wallis rank sum test	0	0	0	0	0.70525046439218
Ruminococcaceae (OTU 143)	1.4705882352938788	0.6890749950253869	3	Kruskal-Wallis rank sum test	0	0	0	0	0.70525046439218
Lachnospiraceae (OTU 144)	1.4705882352938788	0.6890749950253869	3	Kruskal-Wallis rank sum test	0	0	0	0	0.70525046439218
Clostridium (OTU 145)	1.4705882352938788	0.6890749950253869	3	Kruskal-Wallis rank sum test	0	0	0	0	0.70525046439218
Ruminococcaceae (OTU 147)	1.4705882352938788	0.6890749950253869	3	Kruskal-Wallis rank sum test	0	0	0	0	0.70525046439218
Lachnospiraceae (OTU 148)	1.4705882352938788	0.6890749950253869	3	Kruskal-Wallis rank sum test	0	0	0	0	0.70525046439218
Lachnospiraceae (OTU 149)	1.4705882352938788	0.6890749950253869	3	Kruskal-Wallis rank sum test	0	0	0	0	0.70525046439218
Lachnospiraceae (OTU 150)	1.4705882352938788	0.6890749950253869	3	Kruskal-Wallis rank sum test	0	0	0	0	0.70525046439218
Clostridium (OTU 172)	1.4705882352938788	0.6890749950253869	3	Kruskal-Wallis rank sum test	0	0	0	0	0.70525046439218
Lachnospiraceae (OTU 193)	1.4705882352938788	0.6890749950253869	3	Kruskal-Wallis rank sum test	0	0	0	0	0.70525046439218
Lachnospiraceae (OTU 211)	1.4705882352938788	0.6890749950253869	3	Kruskal-Wallis rank sum test	0	0	0	0	0.70525046439218
