otu	statistic	p.value	parameter	method	C	CWM	FRM	RM	p.value.adj
Lachnospiraceae (OTU 47)	5.279026575213245	0.1524691289587001	3	Kruskal-Wallis rank sum test	0.003	0.002	0.004	0.0015	0.8246570102599022
Ruminococcaceae (OTU 54)	13.778717220995182	0.003222366032952503	3	Kruskal-Wallis rank sum test	0.003	0.004	0.002	0.001	0.8246570102599022
Acetatifactor (OTU 55)	5.882554648653722	0.1174661224551351	3	Kruskal-Wallis rank sum test	0.0035	0.001	0	0.002	0.8246570102599022
Oscillibacter (OTU 57)	5.34628818098395	0.14812686373958575	3	Kruskal-Wallis rank sum test	0.001	0.002	0.0025	5e-4	0.8246570102599022
Ruminococcaceae (OTU 61)	6.517589723099304	0.08897138400397743	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.8246570102599022
Lachnospiraceae (OTU 66)	5.838244219756362	0.11975075128446261	3	Kruskal-Wallis rank sum test	0.001	0.001	0.001	0.002	0.8246570102599022
Pseudoflavonifractor (OTU 69)	4.76812279179319	0.1895853292404885	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.8246570102599022
Lachnospiraceae (OTU 75)	8.960592079969276	0.029819450767551603	3	Kruskal-Wallis rank sum test	0	0	0	5e-4	0.8246570102599022
Lachnospiraceae (OTU 76)	6.247667342799183	0.10016310199816841	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.8246570102599022
Acetatifactor (OTU 78)	4.853629156849873	0.1828342991737669	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 80)	4.583831312092244	0.20493350920784548	3	Kruskal-Wallis rank sum test	0.0045000000000000005	0.004	0.011	0.009000000000000001	0.8246570102599022
Lachnospiraceae (OTU 84)	6.145930863695013	0.10472224422893005	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Firmicutes (OTU 96)	5.7345064840034565	0.12526625384562126	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.8246570102599022
Ruminococcaceae (OTU 98)	4.3477659851697394	0.22627783818107075	3	Kruskal-Wallis rank sum test	0.002	0.001	5e-4	0.001	0.8246570102599022
Lachnospiraceae (OTU 104)	8.481668855740052	0.037038476462787455	3	Kruskal-Wallis rank sum test	5e-4	0.001	0	0	0.8246570102599022
Bacteria (OTU 105)	4.703278201162846	0.19485934928775625	3	Kruskal-Wallis rank sum test	0	0.002	0	0	0.8246570102599022
Clostridiales (OTU 107)	5.056868772265914	0.16767998290591934	3	Kruskal-Wallis rank sum test	0.005	0.002	0.001	0	0.8246570102599022
Lachnospiraceae (OTU 110)	4.358019406392701	0.22530967304716557	3	Kruskal-Wallis rank sum test	0.001	0.001	0	0.001	0.8246570102599022
Lachnospiraceae (OTU 113)	4.821842502183063	0.18531730342064046	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Clostridiales (OTU 115)	7.797033891902497	0.05039803646232788	3	Kruskal-Wallis rank sum test	0.001	0.001	0	0	0.8246570102599022
Lachnospiraceae (OTU 120)	4.812051649928258	0.1860884376262578	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 122)	8.41220551501201	0.03821826076700345	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.8246570102599022
Clostridium (OTU 126)	4.6020067205316035	0.20337000260576332	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Lachnospiraceae (OTU 128)	7.527639517345424	0.0568525113843666	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Acetatifactor (OTU 138)	5.793321078431364	0.12211019070307576	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Clostridiales (OTU 141)	10.96811145510843	0.011899564636831433	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.8246570102599022
Erysipelotrichaceae (OTU 142)	6.1666666666664725	0.10377716386905964	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Lachnospiraceae (OTU 148)	5.718176628080944	0.12615621801444124	3	Kruskal-Wallis rank sum test	0	0	0.0025	0	0.8246570102599022
Lachnospiraceae (OTU 152)	7.209591944886126	0.06550907313610074	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Ruminococcaceae (OTU 153)	4.665826330532241	0.19796736619240712	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Bacteria (OTU 168)	5.809514165835796	0.1212546400984176	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.8246570102599022
Lachnospiraceae (OTU 174)	4.812051649928258	0.1860884376262578	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Enterobacteriaceae (OTU 176)	6.1666666666664725	0.10377716386905964	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Lachnospiraceae (OTU 189)	4.550471427309645	0.2078322913704584	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 190)	5.167156862745072	0.1599583960262004	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 212)	4.67920144776315	0.1968521478853631	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Lachnospiraceae (OTU 222)	6.122291021671788	0.10580973810193206	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Bacteria (OTU 223)	5.26029411764709	0.15369969480712223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Acetatifactor (OTU 247)	6.1666666666664725	0.10377716386905964	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 271)	4.4186507936507216	0.21966224390260847	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 285)	5.822115384615364	0.12059281959356433	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Lachnospiraceae (OTU 287)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Bacteria (OTU 293)	6.1666666666664725	0.10377716386905964	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Lachnospiraceae (OTU 297)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Turicibacter (OTU 299)	4.375000000000079	0.22371469300644595	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 311)	6.588235294117715	0.08624692372899995	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 318)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 353)	6.1666666666664725	0.10377716386905964	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 364)	6.13423831070893	0.10525878726549645	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Lachnospiraceae (OTU 365)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Turicibacter (OTU 374)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 414)	6.1666666666664725	0.10377716386905964	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Weissella (OTU 418)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Coriobacteriaceae (OTU 419)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Blautia (OTU 422)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Anaerofustis (OTU 443)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 456)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 524)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 542)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 553)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Lachnospiraceae (OTU 557)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 578)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 591)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Lachnospiraceae (OTU 687)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 738)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 769)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 812)	6.1666666666664725	0.10377716386905964	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 922)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Lachnospiraceae (OTU 923)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 1088)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 1097)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 1129)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 1272)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Bacteroidetes (OTU 1376)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 1465)	6.1666666666664725	0.10377716386905964	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Pseudoflavonifractor (OTU 2497)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Porphyromonadaceae (OTU 4638)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Ruminococcaceae (OTU 5096)	4.3750000000001865	0.22371469300643596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8246570102599022
Lachnospiraceae (OTU 36)	4.226371721260116	0.23803480313082756	3	Kruskal-Wallis rank sum test	0.0025	0.001	0.0025	0	0.826358110444741
Ruminococcaceae (OTU 37)	4.188051222289912	0.24186091037407054	3	Kruskal-Wallis rank sum test	0	0	0	0	0.826358110444741
Lachnospiraceae (OTU 85)	4.211486728837888	0.23951435921949626	3	Kruskal-Wallis rank sum test	0	0	0	0	0.826358110444741
Ruminococcaceae (OTU 106)	4.2352167182662726	0.23715959048877794	3	Kruskal-Wallis rank sum test	0	0	0	0	0.826358110444741
Firmicutes (OTU 188)	4.204751131221711	0.24018663719554925	3	Kruskal-Wallis rank sum test	0	0	0	0	0.826358110444741
Clostridium (OTU 201)	4.26938159879332	0.23380662292380777	3	Kruskal-Wallis rank sum test	0	0	0	0	0.826358110444741
Lachnospiraceae (OTU 26)	4.123419903470481	0.24844171856648598	3	Kruskal-Wallis rank sum test	0.003	0.006	0.003	0.0015	0.8327603627692632
Lachnospiraceae (OTU 183)	4.1198246606334825	0.24881254741276765	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8327603627692632
Bacteroides (OTU 1)	2.8792113612328136	0.41062575732606355	3	Kruskal-Wallis rank sum test	0.0605	0.069	0.076	0.05	0.8329460557285432
Porphyromonadaceae (OTU 7)	3.1418443340472706	0.3702683719793415	3	Kruskal-Wallis rank sum test	0.026000000000000002	0.037	0.0165	0.049	0.8329460557285432
Lachnospiraceae (OTU 11)	2.669734451321725	0.44539513360780075	3	Kruskal-Wallis rank sum test	0.0025	0.003	0.008	0.002	0.8329460557285432
Peptostreptococcaceae (OTU 12)	2.9175035868004833	0.4045201680429839	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Porphyromonadaceae (OTU 14)	3.5157823427156294	0.3187209652903555	3	Kruskal-Wallis rank sum test	0.0665	0.053	0.059	0.0535	0.8329460557285432
Lachnospiraceae (OTU 16)	2.89197291492662	0.4085824539278537	3	Kruskal-Wallis rank sum test	0.001	0	0	5e-4	0.8329460557285432
Lachnospiraceae (OTU 17)	1.6684176388368521	0.6439779505091217	3	Kruskal-Wallis rank sum test	0.002	0.003	0.002	0.002	0.8329460557285432
Alistipes (OTU 18)	1.7019545497054136	0.6364993419432867	3	Kruskal-Wallis rank sum test	0.035500000000000004	0.084	0.034	0.067	0.8329460557285432
Lachnospiraceae (OTU 20)	2.2753594347703276	0.5172578136066357	3	Kruskal-Wallis rank sum test	0.005	0.005	0.0045000000000000005	0.003	0.8329460557285432
Clostridium (OTU 22)	1.6107268974496765	0.6569600209507285	3	Kruskal-Wallis rank sum test	0.001	0.001	0.001	0	0.8329460557285432
Lachnospiraceae (OTU 24)	1.8252302395770137	0.6094600042425238	3	Kruskal-Wallis rank sum test	0.003	0.003	0.001	0.002	0.8329460557285432
Ruminococcaceae (OTU 27)	3.0131680618910046	0.3895993726319144	3	Kruskal-Wallis rank sum test	0.002	0.001	0.002	5e-4	0.8329460557285432
Lachnospiraceae (OTU 29)	2.086358384471217	0.554677481304451	3	Kruskal-Wallis rank sum test	0.001	0.001	0.0015	0	0.8329460557285432
Lachnospiraceae (OTU 30)	2.8966410038631203	0.40783715459944	3	Kruskal-Wallis rank sum test	0.0035	0.002	0.0015	0.0015	0.8329460557285432
Lachnospiraceae (OTU 33)	1.8434202546998253	0.6055320895123313	3	Kruskal-Wallis rank sum test	0	0	0	5e-4	0.8329460557285432
Porphyromonadaceae (OTU 44)	2.2923549213921257	0.5139870830557627	3	Kruskal-Wallis rank sum test	0.0165	0.012	0.013000000000000001	0.0175	0.8329460557285432
Oscillibacter (OTU 45)	3.451936064835656	0.3270495626710242	3	Kruskal-Wallis rank sum test	0	0.001	0.001	0	0.8329460557285432
Lachnospiraceae (OTU 46)	3.9110838779956074	0.27122692005914356	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Porphyromonadaceae (OTU 48)	2.4856191926986875	0.47789562432270033	3	Kruskal-Wallis rank sum test	0.0125	0.014	0.010499999999999999	0.0165	0.8329460557285432
Ruminococcaceae (OTU 52)	2.9549819927971304	0.39861827373932296	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Butyricicoccus (OTU 56)	3.920531368111554	0.2701741572468112	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 58)	1.6667079360282757	0.6443605682672076	3	Kruskal-Wallis rank sum test	0.001	0	0	5e-4	0.8329460557285432
Lachnospiraceae (OTU 62)	3.612194555161349	0.3064997289827008	3	Kruskal-Wallis rank sum test	5e-4	0.001	0.001	0.001	0.8329460557285432
Porphyromonadaceae (OTU 67)	1.5294117647057408	0.6754989354383918	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 68)	2.6660396716826353	0.44602938002137293	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 72)	2.655217566478664	0.4478913206959731	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 73)	3.7253545436073665	0.29268885238472525	3	Kruskal-Wallis rank sum test	0.0025	0.002	0.001	0.002	0.8329460557285432
Lachnospiraceae (OTU 74)	3.981436050006691	0.26347569114038183	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.8329460557285432
Lachnospiraceae (OTU 81)	1.9493489849365488	0.5829857803841105	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 88)	2.266246498599448	0.5190180033809323	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Ruminococcaceae (OTU 92)	2.9764861872657002	0.39526476982490377	3	Kruskal-Wallis rank sum test	0.001	0.001	0	0	0.8329460557285432
Lachnospiraceae (OTU 94)	3.2737867381225585	0.35130773809925453	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 95)	2.8319852941176222	0.41826159861104956	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Porphyromonadaceae (OTU 99)	1.5411349355811443	0.6728094624137428	3	Kruskal-Wallis rank sum test	0.0035	0.003	0.0065	0.003	0.8329460557285432
Lachnospiraceae (OTU 103)	2.9436908177905674	0.4003886729882526	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Bacteria (OTU 108)	2.7259227220299698	0.43583995948404936	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Enterorhabdus (OTU 109)	3.118478050617981	0.37371645592600566	3	Kruskal-Wallis rank sum test	0	0.001	0	0.001	0.8329460557285432
Lachnospiraceae (OTU 111)	2.1248774509803567	0.5468963041226463	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 112)	2.2554898286610365	0.5211014587513568	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Olsenella (OTU 114)	3.5447992931077925	0.3149981155376587	3	Kruskal-Wallis rank sum test	0.001	0.001	0	0	0.8329460557285432
Lachnospiraceae (OTU 116)	3.8137401042188763	0.28229196624838454	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Ruminococcaceae (OTU 118)	3.301916221033836	0.34737603147904894	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Oscillibacter (OTU 119)	4.038159879336352	0.2573729256945442	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 127)	1.5635930047694728	0.6676727399608771	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Firmicutes (OTU 129)	2.4022307349513268	0.4932195071886356	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Clostridiales (OTU 130)	3.9434282201626405	0.267638013119189	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 131)	2.8995098039215583	0.4073796914490608	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Blautia (OTU 132)	3.0357213831478624	0.3861503654505164	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Dorea (OTU 134)	2.674517774589375	0.4445751154437107	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Clostridiales (OTU 137)	3.5339705882352233	0.3163829025973274	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 144)	2.539634146341503	0.4681708684185356	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Clostridium (OTU 145)	3.131652661064566	0.37176895226338313	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 146)	2.9105442491082134	0.40562412545954407	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 151)	1.5294117647057408	0.6754989354383918	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 157)	1.5635930047694728	0.6676727399608771	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Coriobacteriaceae (OTU 158)	3.1122571583293412	0.3746390782574462	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 163)	3.14896514161224	0.3692230220760633	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 164)	3.1334289813487772	0.3715070392255923	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Streptococcus (OTU 166)	1.9998206599711954	0.5724439280005794	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 167)	4.091251885369514	0.2517776717543225	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Ruminococcaceae (OTU 169)	2.539634146341503	0.4681708684185356	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Clostridiales (OTU 170)	2.030109198150826	0.5661810051974003	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Clostridium (OTU 172)	1.9998206599711954	0.5724439280005794	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Clostridiales (OTU 173)	2.2439821651302267	0.5233372898018998	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Clostridiales (OTU 179)	2.2860473457675865	0.5151991337548844	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 181)	1.9998206599711954	0.5724439280005794	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Coriobacteriaceae (OTU 182)	1.5294117647057408	0.6754989354383918	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 185)	1.5294117647057408	0.6754989354383918	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Clostridium (OTU 186)	2.7860105580693166	0.42580800887398257	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 193)	2.272426470588212	0.5178238342221289	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Porphyromonadaceae (OTU 194)	2.266803590223337	0.5189102707426206	3	Kruskal-Wallis rank sum test	5e-4	0	5e-4	0	0.8329460557285432
Firmicutes (OTU 198)	1.7626838235293771	0.6230888212539799	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 203)	2.2549535603714936	0.5212054918740215	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Coriobacteriaceae (OTU 204)	1.9998206599711954	0.5724439280005794	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Ruminococcaceae (OTU 207)	2.1248774509803567	0.5468963041226463	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Bacteria (OTU 209)	3.131652661064566	0.37176895226338313	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 211)	1.5294117647057408	0.6754989354383918	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Clostridiales (OTU 214)	2.272426470588212	0.5178238342221289	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Bacteria (OTU 215)	1.9880420937894518	0.5748923188020428	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Ruminococcaceae (OTU 217)	2.457983193277313	0.48293233836013705	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 227)	2.583333333333483	0.46041892356256514	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Dorea (OTU 229)	2.927425842131794	0.40295056424291964	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 238)	2.583333333333483	0.46041892356256514	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Porphyromonadaceae (OTU 246)	1.5294117647057408	0.6754989354383918	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Clostridiales (OTU 251)	2.272426470588212	0.5178238342221289	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Coriobacteriaceae (OTU 252)	2.9175035868004833	0.4045201680429839	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Porphyromonadaceae (OTU 253)	1.9254901960785122	0.5880145786645823	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 259)	1.5294117647057408	0.6754989354383918	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Coriobacteriaceae (OTU 260)	1.5294117647057408	0.6754989354383918	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Coriobacteriaceae (OTU 265)	1.6453431372548648	0.6491528222739709	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 266)	2.539634146341503	0.4681708684185356	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Clostridiales (OTU 269)	1.5294117647057408	0.6754989354383918	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Lachnospiraceae (OTU 272)	3.1334289813487772	0.3715070392255923	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Alistipes (OTU 277)	2.583333333333483	0.46041892356256514	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Porphyromonadaceae (OTU 278)	1.5294117647057408	0.6754989354383918	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Clostridiales_Incertae_Sedis_XIII (OTU 284)	3.1898897058823126	0.3632642859132615	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
Porphyromonadaceae (OTU 290)	3.131652661064566	0.37176895226338313	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8329460557285432
