otu	method	WM	C	WMR	CWM	RM	FRM	WMC	M1	1RM1	C-WM	WMR-WM	WMR-C	CWM-WM	CWM-C	CWM-WMR	RM-WM	RM-C	RM-WMR	RM-CWM	FRM-WM	FRM-C	FRM-WMR	FRM-CWM	FRM-RM	WMC-WM	WMC-C	WMC-WMR	WMC-CWM	WMC-RM	WMC-FRM	M1-WM	M1-C	M1-WMR	M1-CWM	M1-RM	M1-FRM	M1-WMC	1RM1-WM	1RM1-C	1RM1-WMR	1RM1-CWM	1RM1-RM	1RM1-FRM	1RM1-WMC	1RM1-M1
Peptostreptococcaceae (OTU 12)	Kruskal-Wallis rank sum test	0.0035	0	0	0.009	0.023	0.033	0	0	0	1.8426626961089908e-4	0.020522378571166195	0.5359562646194419	0.31060352534999486	2.6259404834055335e-4	0.010784130374242942	0.0044262865792672025	3.891136411836692e-5	0.002172422666884747	0.01750050659909599	0.005309691848927761	5.980499052236495e-4	0.005309691848927761	0.010784130374242942	0.36802530359390484	0.002315584092713178	0.6850837407401295	0.8358403042873054	0.005309691848927761	0.0018881910300069514	0.005309691848927761	0.003096122460879937	0.3695414740958452	0.3049918653506536	0.005309691848927761	0.0027337728758012984	0.006808352849699719	0.3049918653506536	0.003096122460879937	0.3695414740958452	0.3049918653506536	0.005309691848927761	0.0027337728758012984	0.006808352849699719	0.3049918653506536	NA
Lactobacillus (OTU 13)	Kruskal-Wallis rank sum test	0.001	0.013	0.0095	0.009	0	0.003	0	0.006500000000000001	0.013500000000000002	0.005278872190509932	0.0504050957716678	0.23086223012504958	0.032241320244792024	0.939782905173675	0.6274244777464572	0.27041351032430605	0.0017069245008403578	0.012881537871130956	0.006761086689054008	1	0.014331706973666612	0.055360847776882015	0.055360847776882015	0.35335508563794926	0.18280347405863262	0.0017069245008403578	0.005278872190509932	0.005278872190509932	0.939782905173675	0.18463340187279906	0.23086223012504958	0.05702797998900416	0.3068401547626172	0.3068401547626172	0.041064937000330724	0.24188427698598688	0.012318081272103118	0.032775545667777344	1	0.3068401547626172	0.999678883968302	0.012008802584988175	0.041064937000330724	0.008177631640689804	0.11629816043318054
Porphyromonadaceae (OTU 14)	Kruskal-Wallis rank sum test	5e-4	0	0	0	0	0.007	0	0.055499999999999994	0.0495	0.04142268831846012	0.05482437533483459	0.417346459364867	0.06483832879284257	0.9869931591033921	0.41214949429334374	0.018765368220571954	0.35462802863281306	NA	0.34513871486743675	0.2996452530952216	0.0036910958805845555	0.013958090984242813	0.006275183607169431	0.003398021953706797	0.14230700815177647	0.9894552830001668	0.417346459364867	1	0.3521164715572395	0.026894819342136216	0.05834583263574281	2.493505288536541e-4	0.003398021953706797	2.817813046249813e-4	4.366684065732637e-4	0.2179352791572398	0.0036910958805845555	0.06919527935339534	2.493505288536541e-4	0.003398021953706797	2.817813046249813e-4	4.366684065732637e-4	0.40530253245679226	0.0036910958805845555	0.40530253245679226
Porphyromonadaceae (OTU 15)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.01	0	0.0635	0	0.4071037172977544	NA	0.4667551817528528	0.5914099166401021	0.46968622155649636	0.639733424706616	0.4071037172977544	0.9243366299282765	0.4667551817528528	0.46968622155649636	0.003090512643802394	0.01393278985221071	0.005234012652288281	7.465249032988391e-4	0.05755148234156974	0.46968622155649636	0.7861608603275732	0.5136571807567594	0.7272092952999334	0.7861608603275732	0.00744547480080813	0.0027560152105900117	0.005234012652288281	0.005234012652288281	5.011400209633854e-4	0.04573190211581715	0.027548209366391182	0.005234012652288281	0.18309800833156195	0.548776383624162	0.2452692989149472	0.1935923404327479	0.7272092952999334	0.5190291930229005	0.46968622155649636	0.46968622155649636
Lachnospiraceae (OTU 16)	Kruskal-Wallis rank sum test	0.003	0.006	0.002	0.002	0.009	0.002	0	0.002	0.0015	0.311591768236827	1	0.16069780349712523	0.7206228106598646	0.7263659303747146	0.9565158549472987	0.14072127533244075	0.7344376838022537	0.05766353169846453	0.3380234801993545	0.9897955776999667	0.7263659303747146	1	0.9696818570201957	0.3380234801993545	0.05766353169846453	0.00573609476045575	0.00573609476045575	0.01293643665910956	0.005472866202919051	0.08208049782301499	0.9897955776999667	0.2807024396664513	0.9897955776999667	0.7263659303747146	0.14072127533244075	0.9897955776999667	0.05766353169846453	0.9565158549472987	0.18850123290386395	0.9245900114206824	0.7098957295711487	0.07534670616853872	0.9565158549472987	0.05766353169846453	0.9897955776999667
Lachnospiraceae (OTU 17)	Kruskal-Wallis rank sum test	0.0015	0.004	0.0015	0.004	0.002	0	0	0.001	0.0035	0.5358597191268695	0.7738072546370632	0.036650185443650896	0.12434854123097014	0.5358597191268695	0.036650185443650896	0.9134777485941985	0.5358597191268695	0.556315120070979	0.5088449784465957	1	0.8267228680253179	1	0.6864904142221919	1	0.10146618411528069	0.009414298125410458	0.10146618411528069	0.009414298125410458	0.05675911002019022	0.528482903281573	0.7444435158867871	0.036650185443650896	0.8810024158216584	0.05049247704985586	0.5358597191268695	1	0.11273389313997206	0.5358597191268695	1	0.060590138927884625	0.5962952356906563	0.5765569284131669	0.8267228680253179	0.014152719151791447	0.05049247704985586
Blautia (OTU 19)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.0125	0	0	0.039652745277580434	0.1870141577717457	NA	0.6021565030794216	0.06176476431189136	0.23130481527760635	0.1015941438272888	NA	NA	0.14452576880582366	0.246296820970721	NA	NA	0.28184025550206715	NA	0.040258337537404584	1.4436716684267722e-5	0.0021521457922903157	0.0016604853004445923	3.705596469567018e-4	0.00996409556724137	0.23130481527760635	NA	NA	0.246296820970721	NA	NA	0.0055653326443583385	0.23130481527760635	NA	NA	0.246296820970721	NA	NA	0.0055653326443583385	NA
Lachnospiraceae (OTU 20)	Kruskal-Wallis rank sum test	5e-4	0.003	0.0055	0	0	0	0	0.002	0.0035	0.06576847838358495	0.013509945346525852	0.4412883947565073	0.47208347036607423	0.023829015657795584	0.013509945346525852	0.023642118195445736	0.0024464069794770324	0.0012351988231890062	0.1315544406374391	0.1315544406374391	0.025257552673454406	0.013509945346525852	0.34637708408673085	NA	0.34637708408673085	0.023642118195445736	0.006788576568335783	0.8458496271764633	0.1334226133252224	0.3539474287731616	0.15242343095195413	0.5738539200052319	0.1334226133252224	0.1315544406374391	0.004077787253868405	0.03415795021977566	0.04129130594192182	0.023642118195445736	0.7706120730701503	0.5652023012272783	0.026161578679362134	0.001294173957524472	0.01882119806214651	0.013509945346525852	0.34289150601564095
Porphyromonadaceae (OTU 21)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.007	0	5e-4	0	0.42294562974843397	NA	0.42294562974843397	0.41956546290476127	0.9305935500117698	0.42294562974843397	NA	0.41035529027511225	NA	0.38925418970011666	0.08550051856564062	0.08550051856564062	0.08550051856564062	0.08550051856564062	0.08550051856564062	NA	0.42294562974843397	NA	0.42294562974843397	NA	0.08550051856564062	0.08550051856564062	0.1210112971615963	0.11653440853336722	0.1210112971615963	0.08550051856564062	0.53864031099421	0.11653440853336722	0.15694114999848166	0.3548228539501495	0.21023082764138332	0.32720454823928863	0.1210112971615963	0.42294562974843397	0.21023082764138332	0.8160219692095235
Clostridium (OTU 22)	Kruskal-Wallis rank sum test	0	0.003	0	0.002	0	0	0	0.0045000000000000005	0.0035	0.013614614018607328	0.5073017396953251	0.13826653904817957	0.09726938728948621	0.381897743750081	0.4098861870633254	0.20211128000313403	0.00125489869106477	0.0653587363599867	0.01246271976456781	0.42967127611436134	0.015041855070495535	0.24708794350702923	0.07425682792989251	NA	0.31906157263378127	0.0038447708393616387	0.13826653904817957	0.030905613191983514	NA	NA	0.04222038851445469	0.8980917452802457	0.17494702073322185	0.7709491506585135	0.0038447708393616387	0.04222038851445469	0.013614614018607328	0.0633772476053345	0.7709491506585135	0.3803194340480295	0.7988164756519937	0.0038447708393616387	0.04222038851445469	0.013614614018607328	0.7709491506585135
Lactobacillus (OTU 23)	Kruskal-Wallis rank sum test	0.001	0.004	0.0035	0.008	0	0.001	0	0.0025	0.009	0.059454047872388206	0.1726671552958544	0.5878739342900742	0.028991290298146365	0.4078321209546206	0.32992129489214467	0.28828792783477214	0.009422314034584198	0.028991290298146365	0.0055247760724040085	0.5904777862339813	0.024731014738879654	0.028991290298146365	0.028991290298146365	0.5232915110789345	0.028991290298146365	0.0026873740594356155	0.004338511620630255	0.0026873740594356155	0.22106846910461142	0.047560853411141676	0.6554750949550401	0.2991387845554147	0.5232915110789345	0.17817764156437607	0.22106846910461142	0.32992129489214467	0.028991290298146365	0.024731014738879654	0.11259568460492111	0.13321279731981883	0.5904777862339813	0.015977962519016346	0.028991290298146365	0.0055247760724040085	0.15499211091445192
Lachnospiraceae (OTU 24)	Kruskal-Wallis rank sum test	0	0.006	0.005	0	0	0	0	5e-4	0	8.868110407188106e-4	0.044559596502517985	0.5117297002973559	0.5117297002973559	1.1324516612828889e-4	0.04815872400935714	0.4161992367479041	1.1324516612828889e-4	0.011389305639553478	0.1703339418068636	0.6084855575309659	0.007740604369588722	0.10562166687341511	0.4026289364315244	NA	0.5117297002973559	8.868110407188106e-4	0.041843565873769716	0.27288871823269445	NA	NA	0.27288871823269445	0.00795872426635724	0.29113539820512696	0.4907835185364847	0.041201814128621714	0.19209912250825834	0.09441365670367274	0.8504362683123465	0.005562435181898091	0.13800232433584955	0.7193397830970418	0.30619387638536627	0.5117297002973559	0.4161992367479041	0.40521897694540815
Porphyromonadaceae (OTU 25)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.001	0	0.012	0.0215	0.3926154539725873	0.3926154539725873	0.9912221674340959	0.38767848772399943	0.9912221674340959	1	NA	0.37615901608551955	0.3752992951504491	0.3697914802151108	0.02621760213592365	0.04095370865188404	0.127128168381912	0.05561082434262814	0.014083004390579645	NA	0.4197312962755234	0.4197312962755234	0.4163551013779697	NA	0.04702528521110234	9.744482351728972e-4	4.1931569741506284e-4	0.003289950810009777	4.1931569741506284e-4	4.1931569741506284e-4	0.18832967543786586	0.002574140447444135	9.744482351728972e-4	4.1931569741506284e-4	0.003289950810009777	4.1931569741506284e-4	4.1931569741506284e-4	0.18832967543786586	0.002574140447444135	0.09944204885958012
Lachnospiraceae (OTU 26)	Kruskal-Wallis rank sum test	5e-4	0.002	0.001	0.001	0	0	0	0.003	0.004	0.4985949599595901	0.660534940450936	0.849886436618962	0.849886436618962	0.6631389679160785	0.7062968120093045	0.04004633843839297	0.0265081889543392	0.011958080016203883	0.0265081889543392	0.15432036959932502	0.11403466236322508	0.06643643477641804	0.11403466236322508	NA	0.1643419417311267	0.10728827904823676	0.06452057263735403	0.11403466236322508	0.41613764820401034	0.660534940450936	0.42571253338170256	0.6711755157948155	0.660534940450936	0.50141386000131	0.0265081889543392	0.11403466236322508	0.10728827904823676	0.11766645401701108	0.6312031969079308	0.2008229180870715	0.22928226010696648	0.011958080016203883	0.06452057263735403	0.03807108740776293	1
Ruminococcaceae (OTU 27)	Kruskal-Wallis rank sum test	0	0.002	0	0	0	0	0	0	0	0.055997458483576325	0.3528635505120316	0.3795103359172845	0.1606873176370966	0.0032408957479173163	0.055997458483576325	0.20829707190344646	0.01219314850229304	0.08628473619289308	NA	0.3795103359172845	0.08019532685454969	0.2512539131554241	NA	NA	0.2880476666861943	0.04781471082977572	0.16563718129924102	NA	NA	NA	0.3529117970758665	0.06343309451228209	0.20829707190344646	NA	NA	NA	NA	0.4493162876852078	0.20829707190344646	0.7051302600592679	0.06699896784838513	0.1253041136923628	0.2880476666861943	0.20829707190344646	0.2512539131554241
Bifidobacterium (OTU 28)	Kruskal-Wallis rank sum test	0	0.001	0	0.003	0.011	0.017	0	0	0.003	0.011313329762675902	0.3535927430330858	0.07535252943967402	0.0028787548151785677	0.13168627270268096	0.014643808512387868	0.0013492462077229447	0.001870226031817248	0.001870226031817248	0.01315273500003709	0.0025430504040431126	0.003767073558650735	0.006892382387033813	0.009543724430639274	0.22450931799305493	0.1571066608791362	0.13520360343821997	0.7413121344868037	0.01741124094988455	0.001870226031817248	0.008763257771243383	0.1045453528079386	0.20280194535432486	0.5767063309902504	0.03551645820747248	0.003767073558650735	0.014862643060638154	0.9618274665989623	0.004874544525528859	0.2334243961034858	0.028312693774832247	0.9718437741928448	0.044601773773794436	0.016876404051081435	0.03841994750955012	0.05657758908118518
Lachnospiraceae (OTU 29)	Kruskal-Wallis rank sum test	0	0.003	0	0	0	0	0	0.003	0.0035	0.006601495285338422	NA	0.006601495285338422	0.04613579068699651	0.3013058796692478	0.06806256856964135	0.5141422397203238	0.006601495285338422	0.5480290844878923	0.06806256856964135	NA	0.02502285308293353	NA	0.16088138031100024	0.6728629070392739	NA	0.006601495285338422	NA	0.06806256856964135	0.5480290844878923	NA	0.006601495285338422	0.6745313906242295	0.00825128122339838	0.48207758432034564	0.006601495285338422	0.03318200878492493	0.00825128122339838	0.006601495285338422	0.6754738375100489	0.00825128122339838	0.48683658145938646	0.006601495285338422	0.03318200878492493	0.00825128122339838	0.9350430462786912
Lachnospiraceae (OTU 30)	Kruskal-Wallis rank sum test	0	0	0.006	0	0	0	0	5e-4	0.002	0.0261464082719382	0.0012584921883358954	0.002592627371767703	0.5576150642606678	0.025612126917545556	3.413649847529905e-4	NA	0.02027808324696071	5.723265967450121e-4	0.5199957551319272	NA	0.11762469935087064	0.010661344321236664	0.6856544784256514	NA	0.384150140579155	0.11762469935087064	0.0029824198835012275	0.6856544784256514	0.33199553032539725	0.5797981825520919	0.03858863671982295	0.972534596677199	0.010149259266749732	0.05188204412856689	0.025612126917545556	0.15609326975112806	0.17767428588738263	0.0050268740419516355	0.23483045645831752	0.02030634546007069	0.00372837630819267	0.0029824198835012275	0.0322060673500742	0.02030634546007069	0.32822002532877775
Lachnospiraceae (OTU 31)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0	0.011335060484178127	0.5893212383884763	0.054601421690395044	0.6391635123936508	0.004688368413406593	0.7156665465221217	NA	0.006609524767441127	0.5893212383884763	0.6391635123936508	NA	0.08068347986320508	0.6580115225553763	0.7382104924133325	NA	NA	0.023108147950935094	0.6391635123936508	0.6580115225553763	NA	NA	0.5893212383884763	0.11532077356649387	0.9469657320760057	0.6391635123936508	0.5845519458266083	0.6391635123936508	0.5893212383884763	0.5893212383884763	0.2664586045674862	0.8916856570905438	0.6391635123936508	0.5845519458266083	0.6391635123936508	0.5893212383884763	1
Lachnospiraceae (OTU 32)	Kruskal-Wallis rank sum test	0	0	0.004	0	0	0	0	0.003	0.0015	0.07694198748150914	0.0012584921883358954	0.039591960359675486	0.25060455715343605	0.2535489690542095	0.002204460129694454	NA	0.05463601749852709	0.0011446531934900242	0.21413236262934698	0.09554339463587716	0.8642081037043425	0.23076584858054663	0.337089991357992	0.07176878529846714	NA	0.10647578063045034	0.002204460129694454	0.28777580989357326	NA	0.13347287930932844	0.001921775333912988	0.11883623103147725	0.5909402872130719	0.005952612469629188	0.0012202211599516449	0.40358366887453784	0.0036174129045502437	0.01801398504070662	0.580693599480521	0.21220108116757525	0.09554339463587716	0.009207110428553746	1	0.0365828654480226	0.28746876266626303
Lachnospiraceae (OTU 33)	Kruskal-Wallis rank sum test	0	0.006	0	0	0	0	0	0.001	0.002	7.216862521788355e-4	NA	0.0011562532086633103	0.09524746581801877	0.0010394202905945596	0.13558190704234607	NA	4.625968583898554e-4	NA	0.07451372528800738	NA	0.006171060988024548	NA	0.25026221858814196	NA	0.3367549933648436	0.001500396510378769	0.3947316265914013	0.3264300440835794	0.30181411847763384	0.5270892568655381	0.003264651914802852	0.01572032457426922	0.0066807326713230145	0.2933741869794012	0.001582527827081736	0.024759929921668762	0.02336753995881398	0.0011562532086633103	0.07300670559891252	0.0024744351218819087	0.07947991376663027	7.216862521788355e-4	0.011032252486672315	0.004841370362286111	0.09524746581801877
Lachnospiraceae (OTU 34)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.18566311657060117	NA	0.1992535683873309	0.5791208794112169	0.15971470065820792	0.5940381800847148	NA	0.15971470065820792	NA	0.5791208794112169	NA	0.2625071368616985	NA	0.6643894431719992	NA	NA	0.1992535683873309	NA	0.5940381800847148	NA	NA	0.2625071368616985	0.5791208794112169	0.2625071368616985	0.2625071368616985	0.20884018948727132	0.4098182435654298	0.2625071368616985	0.4251487357984063	0.3898815599587227	0.47766805668127155	0.5791208794112169	0.3898815599587227	0.5791208794112169	0.47766805668127155	0.6185842231400716
Ruminococcaceae (OTU 37)	Kruskal-Wallis rank sum test	0	0.001	5e-4	0	0	0	0	0	0	0.061280536214494474	0.10287000027652293	0.5227626911764329	0.10387764197965411	0.4660864534085516	0.8492075849459081	NA	0.05607767240354522	0.0939116901712897	0.10287000027652293	NA	0.1195722158754906	0.20329107003440497	0.217052825570132	NA	0.4285972642825282	0.10539651100753615	0.217052825570132	0.2758085061232186	0.37589837975564366	0.5647384894987908	0.37589837975564366	0.184537912486562	0.32927353108903595	0.37589837975564366	0.32927353108903595	0.5227626911764329	0.9154002076734721	NA	0.10387764197965411	0.184537912486562	0.19267972818125967	NA	NA	0.5227626911764329	0.5058209524091075
Bacteroidales (OTU 38)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.0195	0.015	0.739424086799625	0.6259168584280936	0.6351196055037018	0.8901979789375289	0.6351196055037018	0.5887849918476339	0.5887849918476339	0.6259168584280936	NA	0.4930553069534811	0.6351196055037018	0.7301988185333183	NA	0.6259168584280936	NA	0.6259168584280936	0.6351196055037018	NA	0.5887849918476339	NA	NA	0.0031275910781659332	1.6845343891784553e-4	0.0038167585314349416	4.800598074322332e-4	7.395279757282697e-4	0.016132455481839867	0.0038167585314349416	0.03392111078828073	0.0038167585314349416	0.030485721206685495	0.014357151088088613	0.009416362938293604	0.09546567185303029	0.030485721206685495	0.6259168584280936
Erysipelotrichaceae (OTU 39)	Kruskal-Wallis rank sum test	5e-4	0	0.0025	0	0	0	0	0	0.001	0.22466826881063012	0.13942950712897742	0.00408845550650642	0.5605708017176425	0.35105327782787166	0.01736990494543984	0.27413318957268773	0.8860522584905351	0.009846223495885369	0.35105327782787166	1	0.41642856223495467	0.2916161268242395	0.8497145035859585	0.4149133520733807	0.11278157211737402	0.3465472180031043	0.007214596788090941	0.13669430531329535	0.41218229722182753	0.2240104268128589	0.30194877518121976	0.8557392177445271	0.01736990494543984	0.3743179339804116	1	0.4538206722291485	0.41642856223495467	0.7555505387606174	0.06802661406062287	0.27413318957268773	0.41218229722182753	0.06802661406062287	0.6787909056888463	0.01736990494543984	0.11703400072459029
Porphyromonadaceae (OTU 40)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.006500000000000001	0	0.7608912377067109	0.6330383105953896	0.6488343647579828	0.8067424732002562	0.9363922214654863	0.6488343647579828	0.5780544954832001	0.6411789680158341	NA	0.6330383105953896	0.45929081457804943	0.19747363929930425	0.24267796238059716	0.24247042226409585	0.14353757059693428	0.6330383105953896	0.6488343647579828	NA	0.6488343647579828	NA	0.24267796238059716	0.0184114744689948	0.0036895802098644683	0.0184114744689948	0.0039960454230087835	0.005182280240447848	0.5768237252949008	0.0184114744689948	0.7608912377067109	0.6330383105953896	0.5780544954832001	0.6330383105953896	0.45929081457804943	0.6415649255248659	0.5780544954832001	0.28524034586774805
