otu	method	WM	C	WMR	CWM	RM	FRM	WMC	M1	1RM1	C-WM	WMR-WM	WMR-C	CWM-WM	CWM-C	CWM-WMR	RM-WM	RM-C	RM-WMR	RM-CWM	FRM-WM	FRM-C	FRM-WMR	FRM-CWM	FRM-RM	WMC-WM	WMC-C	WMC-WMR	WMC-CWM	WMC-RM	WMC-FRM	M1-WM	M1-C	M1-WMR	M1-CWM	M1-RM	M1-FRM	M1-WMC	1RM1-WM	1RM1-C	1RM1-WMR	1RM1-CWM	1RM1-RM	1RM1-FRM	1RM1-WMC	1RM1-M1
Lachnospiraceae (OTU 90)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.001	0	0.08351392995312923	0.5762252108687324	0.21300219956660665	0.6959737257797249	0.08351392995312923	0.7313647769873616	0.6463502442198357	0.16333649710301437	0.8822739356449067	0.8822739356449067	NA	0.20140780916471815	0.6959737257797249	0.7313647769873616	0.7137152978238012	NA	0.1273982177485784	0.6295969444132851	0.6959737257797249	0.6959737257797249	NA	0.08351392995312923	0.8822739356449067	0.17306251756678429	0.08351392995312923	0.1273982177485784	0.15743379901767376	0.08351392995312923	0.20140780916471815	0.6987138119678908	0.6295969444132851	0.2970504615120407	0.5427622539700845	0.45992483941468826	0.2642901833205962	0.6959737257797249
Ruminococcaceae (OTU 92)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0	0.020156654620603183	NA	0.027535906819902603	NA	0.0044173456173872755	NA	NA	0.013836556914285668	NA	NA	NA	0.0759410959031733	NA	NA	NA	NA	0.027535906819902603	NA	NA	NA	NA	0.33447015928196294	0.12582363016306547	0.3603708711648646	0.1885666802533439	0.29227597291330415	0.4652088184521417	0.3603708711648646	NA	0.055352791067633064	NA	NA	NA	NA	NA	0.4335608163506636
Clostridiales (OTU 97)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	5e-4	0	0.09227249599320175	NA	0.0999184999452977	0.5791208794112169	0.09227249599320175	0.5940381800847148	NA	0.09227249599320175	NA	0.573571075357641	NA	0.2227094692854967	NA	0.6909650208988792	NA	NA	0.0999184999452977	NA	0.5940381800847148	NA	NA	0.09227249599320175	0.9158822549149537	0.0999184999452977	0.09227249599320175	0.09227249599320175	0.2227094692854967	0.0999184999452977	0.45551650264114957	0.47766805668127155	0.47766805668127155	0.573571075357641	0.3897012972177389	0.5759728228455088	0.47766805668127155	0.49047008946791837
Ruminococcaceae (OTU 98)	Kruskal-Wallis rank sum test	0	0.002	0	0	0	0	0	0.001	0	0.01305526436546029	NA	0.016655819152192802	0.3854757690437494	0.012129531371323169	0.41214949429334374	NA	0.012129531371323169	NA	0.34513871486743675	NA	0.04343341007247551	NA	0.5038630710346154	NA	NA	0.016655819152192802	NA	0.41214949429334374	NA	NA	0.016655819152192802	0.6239173443769122	0.025295861097739368	0.025295861097739368	0.01305526436546029	0.06585298804947515	0.025295861097739368	NA	0.02811601718886678	NA	0.4763804201374718	NA	NA	NA	0.045310230939616516
Porphyromonadaceae (OTU 99)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.001	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3928808255923175	0.24048675906684197	0.4402775835057937	0.25510044218085715	0.35668941274629457	0.5270892568655381	0.02024891374923608	0.0027745321954780124	0.03613694442534195	0.0028779246457252333	0.012433585109962179	0.08231623506184395	0.08231623506184395	NA	NA	NA	NA	NA	NA	0.5040925950629889	0.07012297645416841
Ruminococcaceae (OTU 101)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	5e-4	0	0.11623957662298408	NA	0.13826131467885677	NA	0.08755012927375103	NA	NA	0.10087925475246402	NA	NA	NA	0.21473056941069868	NA	NA	NA	NA	0.13826131467885677	NA	NA	NA	NA	0.08755012927375103	0.527918182140018	0.10087925475246402	0.058331687117111966	0.08755012927375103	0.1471615793489683	0.10087925475246402	0.13826131467885677	0.9384085962761113	0.1471615793489683	0.08755012927375103	0.113360172154503	0.26015950512346003	0.1471615793489683	0.7539507516941923
Lachnospiraceae (OTU 102)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0	0.10565175976197151	0.2819863143984495	0.4936144769890581	0.21243357219963396	0.4936144769890581	0.8920970685723325	NA	0.10453906006658888	0.2657025077261132	0.19684676160158227	NA	0.21243357219963396	0.46571516122065165	0.31470332818840796	NA	NA	0.14755282034525413	0.3418070404615949	0.24413067777541594	NA	NA	0.4087968613446214	0.2819863143984495	0.7531603941047066	0.4936144769890581	0.3653449661416302	0.55825058214257	0.468482132514324	0.24413067777541594	0.7531603941047066	0.9013611729821113	0.9341879547494213	0.21243357219963396	0.3935185791783429	0.2819863143984495	0.55825058214257
Lachnospiraceae (OTU 103)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.001	5e-4	0.14686609035211237	0.14208033058741001	0.4698026327271432	0.1877839525680301	0.7771933578766249	0.3425478774380094	NA	0.13989630264627506	0.13989630264627506	0.16664715037036112	NA	0.23145675370529892	0.23145675370529892	0.3344018329115155	NA	NA	0.16664715037036112	0.16664715037036112	0.23145675370529892	NA	NA	0.07836935160092015	0.1794696661260077	0.8372370405103693	0.16664715037036112	0.07243946741276543	0.13989630264627506	0.08703619109628573	0.12507161324821575	0.29882399060068887	0.9162421169172792	0.23145675370529892	0.08703619109628573	0.18139232792483895	0.13989630264627506	1
Ruminococcaceae (OTU 106)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0	0.0620748114306881	0.24438813914532292	0.3937318117697767	NA	0.017566405336851484	0.1635552099029141	NA	0.046057201906837694	0.23027550669596478	NA	NA	0.1635552099029141	0.38343881607166985	NA	NA	NA	0.09379855498773919	0.31663230398941283	NA	NA	NA	0.20973604729987683	0.38343881607166985	1	0.09379855498773919	0.1635552099029141	0.33749737705388333	0.24438813914532292	0.35429061316533855	0.31663230398941283	0.8190821763099225	0.24438813914532292	0.31663230398941283	0.5258882295545949	0.3866836649324579	0.81448210354967
Bacteria (OTU 108)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0	0.02763668597356369	NA	0.037757422215792195	NA	0.006067460874949483	NA	NA	0.018977178793428008	NA	NA	NA	0.10430790330231805	NA	NA	NA	NA	0.037757422215792195	NA	NA	NA	NA	0.3029906148789547	0.16044789537270007	0.3451973608000283	0.182764628553241	0.28520269901933776	0.4884692593747488	0.3451973608000283	0.16044789537270007	0.28520269901933776	0.182764628553241	0.06313364278020907	0.12650896093940475	0.2896311625197989	0.182764628553241	0.5947925222500687
Lachnospiraceae (OTU 110)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1845449919864035	0.3177045808889198	0.4827352195547318	NA	0.0851829462907231	0.21389549111161357	NA	0.15875367240900629	0.3177045808889198	NA	NA	0.3177045808889198	0.4060178481790808	NA	NA	NA	0.21389549111161357	0.375131237469182	NA	NA	NA	0.375131237469182	0.375131237469182	0.7475690154558942	0.3177045808889198	0.375131237469182	0.5258882295545949	0.4060178481790808	0.375131237469182	0.375131237469182	0.7475690154558942	0.3177045808889198	0.375131237469182	0.5258882295545949	0.4060178481790808	1
Lachnospiraceae (OTU 111)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1958349366204076	NA	0.1958349366204076	0.20818028362920565	0.44725221055121095	0.21570946249886938	NA	0.1958349366204076	NA	0.1958349366204076	NA	0.21570946249886938	NA	0.31997624478157893	NA	NA	0.1958349366204076	NA	0.21570946249886938	NA	NA	0.36791717521015926	0.44725221055121095	0.40992186595003355	0.6821586747172594	0.31997624478157893	0.4884692593747488	0.40992186595003355	NA	0.20818028362920565	NA	0.3010560640651682	NA	NA	NA	0.44725221055121095
Lachnospiraceae (OTU 112)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.2584028347597399	NA	0.2584028347597399	0.6643894431719992	0.2584028347597399	0.6643894431719992	NA	0.2584028347597399	NA	0.6643894431719992	NA	0.32776051395246875	NA	0.6643894431719992	NA	NA	0.2584028347597399	NA	0.6643894431719992	NA	NA	NA	0.2930519045079013	NA	0.6643894431719992	NA	NA	NA	NA	0.2930519045079013	NA	0.6643894431719992	NA	NA	NA	NA
Lachnospiraceae (OTU 113)	Kruskal-Wallis rank sum test	0	0	5e-4	0	0	0	0	5e-4	0	1	0.2289703749544768	0.19879979576192175	0.9180166657793267	0.9180166657793267	0.19879979576192175	0.4954752818427429	0.4954752818427429	0.18540816357879772	0.4785536802783787	0.6736804386949979	0.6164730432491408	0.25120654481849164	0.6090652507011834	NA	0.5726794468116998	0.5456456375183187	0.19879979576192175	0.5299064926628705	NA	NA	0.25120654481849164	0.19879979576192175	0.7955915090539334	0.25120654481849164	0.18540816357879772	0.25120654481849164	0.19879979576192175	0.4954752818427429	0.455134683959684	0.5726794468116998	0.4954752818427429	0.19879979576192175	0.455134683959684	0.26178596340878174	0.7287009242051935
Ruminococcaceae (OTU 118)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.17789031037450564	NA	0.17900587670337542	0.6370329673523386	0.17380985223660994	0.6480416510015071	NA	0.17380985223660994	NA	0.6037590266922537	NA	0.18047365659241774	NA	0.7197552301029991	NA	NA	0.17900587670337542	NA	0.6480416510015071	NA	NA	0.18047365659241774	1	0.18047365659241774	0.18047365659241774	0.17900587670337542	0.318747522773112	0.18047365659241774	0.18047365659241774	0.7161082780344384	0.18047365659241774	0.18047365659241774	0.17900587670337542	0.318747522773112	0.18047365659241774	0.8048951528346536
Oscillibacter (OTU 119)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	5e-4	0.13814638946251684	0.5197157602574856	0.5197157602574856	0.6370329673523386	0.13814638946251684	0.6528895385393269	NA	0.13451288995642188	0.48577700974019167	0.6370329673523386	NA	0.27711939453356665	0.6480416510015071	0.6838318333373523	NA	NA	0.18164127159536048	0.5835836204900324	0.6480416510015071	NA	NA	NA	0.2339058185913228	0.6370329673523386	0.6722603845967335	NA	NA	NA	0.13451288995642188	0.6838318333373523	0.48577700974019167	0.13451288995642188	0.13451288995642188	0.2339058185913228	0.13814638946251684	0.20376156416746607
Lachnospiraceae (OTU 121)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.001	5e-4	NA	0.4285972642825282	0.2432171250012398	0.11796939175997197	0.04310130826122851	0.33766869170941954	0.5141422397203238	0.33766869170941954	0.8822739356449067	0.2432171250012398	NA	NA	0.5856547298505979	0.2432171250012398	0.6488320889307283	NA	NA	0.4977050943978538	0.16693964403635364	0.5480290844878923	NA	0.04310130826122851	0.005510208101696216	0.11796939175997197	0.3106557746846565	0.08933686660586838	0.11796939175997197	0.07138713050182184	0.08933686660586838	0.0239063406728395	0.2432171250012398	0.651130348407798	0.21750657036002047	0.2202621124801616	0.11796939175997197	0.5344698218613106
Porphyromonadaceae (OTU 122)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.006500000000000001	0	0.6815188972977637	0.564002485496371	0.6192416153661092	0.4034122520572749	0.5392461334452394	NA	0.4822272796544343	0.5773386378670714	NA	NA	0.6192416153661092	0.6815188972977637	NA	NA	NA	0.564002485496371	0.6192416153661092	NA	NA	NA	NA	0.01460445995837444	0.0012137103999461962	0.01460445995837444	0.0012067543511334361	0.004083008674292244	0.0590121098009013	0.01460445995837444	0.4034122520572749	0.16376727296219085	0.24293340083004292	0.0590121098009013	0.14035068933414657	0.4034122520572749	0.24293340083004292	0.4557718315583463
Lachnospiraceae (OTU 125)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.059362338120721385	NA	0.0688867163229323	NA	0.02159806755556646	NA	NA	0.047500756706344544	NA	NA	NA	0.14488690681973493	NA	NA	NA	NA	0.0688867163229323	NA	NA	NA	NA	NA	0.11608903081335117	NA	NA	NA	NA	NA	0.3603708711648646	0.3603708711648646	0.3603708711648646	0.21213751528501185	0.3247510810147824	0.4652088184521417	0.3603708711648646	0.4335608163506636
Clostridium (OTU 126)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.2836310357794246	NA	0.2836310357794246	0.5791208794112169	0.2836310357794246	0.5940381800847148	NA	0.2836310357794246	NA	0.5791208794112169	NA	0.5422388483172292	NA	0.6909650208988792	NA	NA	0.2836310357794246	NA	0.5940381800847148	NA	NA	0.5791208794112169	0.5791208794112169	0.5791208794112169	0.5791208794112169	0.5791208794112169	0.5791208794112169	0.5791208794112169	0.5791208794112169	0.5791208794112169	0.5791208794112169	0.5791208794112169	0.5791208794112169	0.5791208794112169	0.5791208794112169	1
Lachnospiraceae (OTU 127)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	5e-4	0	NA	0.13369657920616718	0.05496932540216923	NA	NA	0.06000794014934666	NA	NA	0.1085771091946823	NA	0.3106109692356685	0.16843263217945711	0.6072377176011798	0.17910154612289023	0.2696726028398097	NA	NA	0.17629516436148673	NA	NA	0.348896115480589	0.09032949845704469	0.03611009202487884	0.6029501699893285	0.03611009202487884	0.06000794014934666	0.39632345653170364	0.12489812493162213	0.33966000282831654	0.1836476701064465	0.518820769420427	0.21011715799658318	0.3106109692356685	1	0.3866836649324579	0.33966000282831654
Lachnospiraceae (OTU 128)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.001	0.09082796627525325	0.3891391034438193	0.2708978969417516	NA	0.03537606053419998	0.2708978969417516	NA	0.062107418748969113	0.35794095454540437	NA	NA	0.22919026105769166	0.5481728271401596	NA	NA	NA	0.1256952120345621	0.4133717311804397	NA	NA	NA	0.14647840666524956	0.7107880852522778	0.4133717311804397	0.0590121098009013	0.11483238218248357	0.32210224443856955	0.20822862928289396	0.008273109695590176	0.41137725387558643	0.04896138084228426	0.0010191636952888228	0.004896324427881567	0.04896138084228426	0.01612990354581466	0.37056422962339647
Firmicutes (OTU 129)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1045419230152489	NA	0.11224593623383375	NA	0.04829738105749002	NA	NA	0.0899346459339567	NA	NA	NA	0.2068684460329725	NA	NA	NA	NA	0.11224593623383375	NA	NA	NA	NA	NA	0.17368112746302147	NA	NA	NA	NA	NA	0.33647600649411497	0.33647600649411497	0.3603708711648646	0.21213751528501185	0.3247510810147824	0.4652088184521417	0.3603708711648646	0.4335608163506636
Blautia (OTU 132)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NA	NA	NA	0.1660957330596531	0.10587109822492964	0.1660957330596531	NA	NA	NA	0.1660957330596531	NA	NA	NA	0.19997386543355353	NA	NA	NA	NA	0.1660957330596531	NA	NA	NA	NA	NA	0.18203819269244115	NA	NA	NA	NA	NA	NA	0.18203819269244115	NA	NA	NA	NA
Lachnospiraceae (OTU 150)	Kruskal-Wallis rank sum test	0	0	0.001	0	0	0	0	0	0	0.4496553429435448	0.24198453868929967	0.006613281672937551	0.776510978031874	0.5586397594469458	0.026053369260117667	0.5586397594469458	NA	0.026053369260117667	0.6177534239753225	0.6859291739439979	NA	0.24198453868929967	0.766603203659999	NA	0.6177534239753225	NA	0.0886585337746673	0.6854286693285171	NA	NA	0.8797616568748413	0.31773327076470853	0.31773327076470853	0.6177534239753225	0.4496553429435448	0.6177534239753225	0.5586397594469458	0.8797616568748413	0.31773327076470853	0.31773327076470853	0.6177534239753225	0.4496553429435448	0.6177534239753225	0.5586397594469458	1
Lachnospiraceae (OTU 151)	Kruskal-Wallis rank sum test	0	0	5e-4	0	0	0	0	0	0	0.7010629817880989	0.20892721439498452	0.20892721439498452	0.4195580063223077	0.2288745353875444	0.04613997979771904	0.4717855382715828	0.3485630955179284	0.09745970095684092	NA	0.6001880272009982	0.5059160063445023	0.22779584219268842	NA	NA	0.5359299635938367	0.45896366004957867	0.20892721439498452	NA	NA	NA	0.5731950181580653	0.4717855382715828	0.20892721439498452	NA	NA	NA	NA	0.5731950181580653	0.4717855382715828	0.20892721439498452	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 152)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NA	0.24309508101089805	0.16383223082866571	NA	NA	0.16383223082866571	NA	NA	0.23500283025106988	NA	NA	NA	0.2932707266977625	NA	NA	NA	NA	0.2719224933982613	NA	NA	NA	NA	NA	0.27725135774353027	NA	NA	NA	NA	NA	NA	0.27725135774353027	NA	NA	NA	NA	NA
Firmicutes (OTU 155)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.09271785742397076	NA	0.09271785742397076	NA	0.054364911809263027	NA	NA	0.08589669874531716	NA	NA	NA	0.13209463344904396	NA	NA	NA	NA	0.09271785742397076	NA	NA	NA	NA	NA	0.11345012908912919	NA	NA	NA	NA	NA	NA	0.11345012908912919	NA	NA	NA	NA	NA	NA
Porphyromonadaceae (OTU 175)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.001	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05170836652729694	0.010748204102577657	0.058955641207561034	0.010748204102577657	0.038377982956087756	NA	NA	NA	NA	NA	0.058955641207561034	0.3219275283088893	0.1697100122280095	0.3451973608000283	0.1697100122280095	0.2727909080524172	0.35682973846246424	0.3451973608000283	0.15246197284491048	0.05170836652729694	0.1697100122280095	0.058955641207561034	0.11245240972391533	0.32974862739104266	0.1697100122280095	0.7518296340458492
Porphyromonadaceae (OTU 190)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	5e-4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.052620868254304023	0.020980314049849694	0.07283400533335452	0.020980314049849694	0.046452526277922325	0.12937281701008202	0.07283400533335452	0.10985880499893716	0.046452526277922325	0.12937281701008202	0.052620868254304023	0.08097155153893072	0.23892199450113674	0.12937281701008202	0.7879190681952689
Prevotella (OTU 191)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.6579089712580944	NA	0.6579089712580944	NA	0.6222070770521994	NA	NA	0.6579089712580944	NA	NA	NA	0.6815188972977637	NA	NA	NA	NA	0.6579089712580944	NA	NA	NA	NA	NA	0.6815188972977637	NA	NA	NA	NA	NA	0.2746470124973429	0.2746470124973429	0.28030777018851105	0.2723635836964675	0.2746470124973429	0.4181134903769893	0.28030777018851105	0.37657357638048244
Porphyromonadaceae (OTU 194)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1476579735281738	0.086711382385455	0.1697100122280095	0.086711382385455	0.12787892653181418	NA	NA	NA	NA	NA	0.1697100122280095	0.3219275283088893	0.1697100122280095	0.36437499195558537	0.1697100122280095	0.2727909080524172	0.4582959680827031	0.36437499195558537	0.1697100122280095	0.086711382385455	0.1697100122280095	0.09532725429376362	0.1476579735281738	0.9152802341390845	0.1697100122280095	0.553443719708815
Akkermansia (OTU 200)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4285972642825282	0.3261469064998294	0.47696738213127654	0.3261469064998294	0.392358354020924	0.5270892568655381	NA	NA	NA	NA	NA	NA	0.5040925950629889	0.2722535229373401	0.13528637738616228	0.3261469064998294	0.13528637738616228	0.24096944940839	0.3677856031997447	0.4787077274696885	0.3261469064998294
Coriobacteriaceae (OTU 204)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NA	0.24309508101089805	0.16383223082866571	NA	NA	0.16383223082866571	NA	NA	0.23500283025106988	NA	NA	NA	0.2932707266977625	NA	NA	NA	NA	0.2719224933982613	NA	NA	NA	NA	NA	0.27725135774353027	NA	NA	NA	NA	NA	NA	0.27725135774353027	NA	NA	NA	NA	NA
Porphyromonadaceae (OTU 212)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	5e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.040481141154154965	0.01087670896985465	0.049591011601929115	0.01087670896985465	0.0299649557299067	0.0989601540194058	0.049591011601929115	0.08060897043987669
Porphyromonadaceae (OTU 246)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33447015928196294	0.21213751528501185	0.3603708711648646	0.21213751528501185	0.3247510810147824	0.4984380197701518	0.3603708711648646	0.21213751528501185	0.13528637738616228	0.21213751528501185	0.13528637738616228	0.21213751528501185	0.3310070428797702	0.21213751528501185	0.5947925222500687
Porphyromonadaceae (OTU 254)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	5e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10985880499893716	0.046452526277922325	0.12937281701008202	0.050601426442693706	0.08097155153893072	0.23892199450113674	0.12937281701008202	0.050601426442693706	0.02039382931847747	0.06973736006521282	0.02039382931847747	0.046452526277922325	0.12937281701008202	0.06973736006521282	0.8551321405847059
Porphyromonadaceae (OTU 278)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14520187889991473	0.07215273460595321	0.14808094899890684	0.07215273460595321	0.12851703968447464	0.2206713619198468	0.14808094899890684	0.1987943049141817
Porphyromonadaceae (OTU 280)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14520187889991473	0.07215273460595321	0.14808094899890684	0.07215273460595321	0.12851703968447464	0.2206713619198468	0.14808094899890684	NA	NA	NA	NA	NA	NA	NA	0.1987943049141817
Bacteroides (OTU 296)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24438813914532292	0.16453499316277967	0.27344563236927594	0.16453499316277967	0.23618000686765617	0.29495293543974604	NA	NA	NA	NA	NA	NA	0.2788497054634547	NA	NA	NA	NA	NA	NA	0.2788497054634547	NA
Porphyromonadaceae (OTU 508)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14520187889991473	0.07215273460595321	0.14808094899890684	0.07215273460595321	0.12851703968447464	0.2206713619198468	0.14808094899890684	0.1987943049141817
Porphyromonadaceae (OTU 517)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14520187889991473	0.07215273460595321	0.14808094899890684	0.07215273460595321	0.12851703968447464	0.2206713619198468	0.14808094899890684	0.1987943049141817
