otu	statistic	p.value	method	alternative	1	15	p.value.adj
Lachnospiraceae (OTU 49)	15	0.9321614961189602	Wilcoxon signed rank test with continuity correction	two.sided	0.0015	0.003	1
Clostridium XlVb (OTU 51)	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Ruminococcaceae (OTU 52)	7	0.5807121621890252	Wilcoxon signed rank test with continuity correction	two.sided	0.001	0.001	1
Acetatifactor (OTU 55)	4	0.4163656779081653	Wilcoxon signed rank test with continuity correction	two.sided	0	5e-4	1
Oscillibacter (OTU 57)	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 58)	2	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Ruminococcaceae (OTU 59)	1	0.41421617824252505	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 62)	10	0.5879367461735663	Wilcoxon signed rank test with continuity correction	two.sided	0.001	5e-4	1
Lachnospiraceae (OTU 64)	2	0.7892680261342813	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Ruminococcaceae (OTU 65)	9	0.19746607335801866	Wilcoxon signed rank test with continuity correction	two.sided	5e-4	0	1
Lachnospiraceae (OTU 66)	7	0.5838824207703652	Wilcoxon signed rank test with continuity correction	two.sided	0	0.001	1
Lachnospiraceae (OTU 68)	0	0.34577858615116025	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Pseudoflavonifractor (OTU 69)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	5e-4	0	1
Lachnospiraceae (OTU 72)	8.5	0.2652053925915076	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 73)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 74)	13.5	0.5950764956239487	Wilcoxon signed rank test with continuity correction	two.sided	5e-4	5e-4	1
Lachnospiraceae (OTU 75)	5	0.41421617824252505	Wilcoxon signed rank test with continuity correction	two.sided	0.001	0	1
Lachnospiraceae (OTU 76)	7.5	0.5950764956239487	Wilcoxon signed rank test with continuity correction	two.sided	5e-4	0.0025	1
Lachnospiraceae (OTU 77)	6	0.8539232992870668	Wilcoxon signed rank test with continuity correction	two.sided	5e-4	5e-4	1
Acetatifactor (OTU 78)	1	0.42267807417063546	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Acetatifactor (OTU 79)	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 81)	4.5	0.58621368107314	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 82)	0	0.34577858615116025	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 83)	5	0.41421617824252505	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 84)	2	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 86)	1.5	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 90)	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Clostridiales (OTU 91)	7	1	Wilcoxon signed rank test with continuity correction	two.sided	0.001	0.001	1
Ruminococcus (OTU 93)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 102)	3	1	Wilcoxon signed rank test with continuity correction	two.sided	5e-4	0	1
Lachnospiraceae (OTU 103)	1.5	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Ruminococcaceae (OTU 106)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 110)	2	1	Wilcoxon signed rank test with continuity correction	two.sided	5e-4	5e-4	1
Lachnospiraceae (OTU 113)	5	1	Wilcoxon signed rank test with continuity correction	two.sided	0	5e-4	1
Clostridiales (OTU 115)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 116)	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 120)	1.5	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 121)	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 123)	3	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 127)	2	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 128)	0	0.34577858615116025	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Blautia (OTU 132)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Dorea (OTU 134)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Clostridiales (OTU 137)	1.5	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Acetatifactor (OTU 138)	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 140)	6	0.8501067391385257	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Clostridiales (OTU 141)	5	0.41421617824252505	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Ruminococcaceae (OTU 143)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 148)	0	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 151)	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 152)	0	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Ruminococcaceae (OTU 153)	0	0.34577858615116025	Wilcoxon signed rank test with continuity correction	two.sided	0	5e-4	1
Coriobacteriaceae (OTU 158)	8	0.3447042220069577	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Acetatifactor (OTU 165)	0	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Bacteria (OTU 168)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Ruminococcaceae (OTU 169)	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 181)	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Coriobacteriaceae (OTU 182)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 184)	3	0.34577858615116025	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 189)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 193)	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Firmicutes (OTU 198)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Clostridiales (OTU 199)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Akkermansia (OTU 200)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Coriobacteriaceae (OTU 204)	4	0.7728299926844475	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Ruminococcaceae (OTU 207)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 222)	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Clostridiales (OTU 226)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 227)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 239)	2	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 305)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 307)	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 365)	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Butyricicoccus (OTU 402)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 490)	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 682)	1	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 2011)	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 5526)	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	0	1
Porphyromonadaceae (OTU 6)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 8)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 14)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 15)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Alistipes (OTU 18)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 21)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 25)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 29)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 33)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 34)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Bacteroidales (OTU 38)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 40)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 43)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 44)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 48)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridium sensu (OTU 53)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 54)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 67)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 71)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 80)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 85)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 87)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Anaeroplasma (OTU 89)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 92)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 94)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 95)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 96)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 97)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 98)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 99)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 100)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 101)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 104)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 105)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 107)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 108)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 111)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 112)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 117)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 118)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 122)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 124)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 125)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridium IV (OTU 126)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 129)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 130)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 131)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 133)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 135)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 136)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Alistipes (OTU 139)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Erysipelotrichaceae (OTU 142)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 144)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridium IV (OTU 145)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 146)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 147)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 150)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 154)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 155)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Staphylococcus (OTU 156)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 157)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Anaerostipes (OTU 159)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 160)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 161)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 162)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 163)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 164)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Streptococcus (OTU 166)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 167)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 170)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 171)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridium XlVb (OTU 172)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 173)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 174)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 175)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Enterobacteriaceae (OTU 176)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 177)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 178)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 179)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 180)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 183)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 185)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridium XlVa (OTU 186)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Enterococcus (OTU 187)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 188)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 190)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Prevotella (OTU 191)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Veillonella (OTU 192)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 194)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 195)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 196)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 197)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridium XlVb (OTU 201)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Actinobacillus (OTU 202)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 203)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 205)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Acetatifactor (OTU 206)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 208)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 209)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 210)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 211)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 212)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Corynebacterium (OTU 213)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 214)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 215)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 216)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 217)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Bacillus (OTU 218)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 219)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 220)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lactobacillus (OTU 221)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 223)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 224)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 225)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Listeria (OTU 228)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Dorea (OTU 229)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Streptococcus (OTU 230)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Fusobacterium (OTU 231)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 232)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Pasteurellaceae (OTU 233)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Anaerotruncus (OTU 234)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 235)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Oscillibacter (OTU 236)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 237)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 238)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Pseudoflavonifractor (OTU 240)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 241)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lactobacillales (OTU 242)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
