otu	method	C	WMR	CWM	RM	FRM	WMR-C	CWM-C	CWM-WMR	RM-C	RM-WMR	RM-CWM	FRM-C	FRM-WMR	FRM-CWM	FRM-RM
Lachnospiraceae (OTU 70)	Kruskal-Wallis rank sum test	0	0.001	0	5e-4	0	0.004008393016617235	0.510958843055445	0.004008393016617235	0.016230987418170494	0.510958843055445	0.016230987418170494	NA	0.0241581373749345	0.6304275015358904	0.07509136967204988
Lachnospiraceae (OTU 71)	Kruskal-Wallis rank sum test	0.0015	0	0	0	0	8.126198451986831e-4	8.126198451986831e-4	0.35914738362409215	8.126198451986831e-4	NA	0.35914738362409215	0.006374726305204529	NA	0.44453785376403143	NA
Lachnospiraceae (OTU 73)	Kruskal-Wallis rank sum test	0.003	0	0	0	0	0.03054642403122758	0.02184658745356506	0.8934743310928511	0.03564260466467472	0.8737850629792053	0.8911565205476851	0.5311780317790695	0.5311780317790695	0.5490707659520084	0.6848475511627214
Lachnospiraceae (OTU 77)	Kruskal-Wallis rank sum test	0.002	0	0	0	0	0.032729144253715335	0.004887512827348763	0.46681201801916233	0.032729144253715335	0.9025232501776794	0.3814425770660884	0.04518296842230576	0.7667892161939581	0.9025232501776794	0.7247849041223802
Acetatifactor (OTU 78)	Kruskal-Wallis rank sum test	0.001	0	0	0	0	0.040761128671024	0.0024920566444752565	0.28716475344676734	0.00989638967820624	0.36785286076203644	NA	0.050141887576696825	0.5186050164287257	NA	NA
Acetatifactor (OTU 79)	Kruskal-Wallis rank sum test	0.002	0	0	0	0	0.05302581881046986	0.19094732187924598	0.23500702146844332	0.19094732187924598	0.2396856773493038	0.9394481268987875	0.07392408502914447	0.5762277960319174	0.23068200139199826	0.23068200139199826
Porphyromonadaceae (OTU 80)	Kruskal-Wallis rank sum test	0	0	0	0	0.0015	NA	NA	NA	NA	NA	NA	0.0033480401558377256	0.0054587833456686725	0.0010724463182766825	0.0033480401558377256
Lachnospiraceae (OTU 81)	Kruskal-Wallis rank sum test	0.001	5e-4	0	0	0	0.44166162622955424	0.006185373496277669	0.060712714456562865	0.12183542966706329	0.41134726317418496	0.44166162622955424	0.12183542966706329	0.2995561072307349	0.5411391017721651	0.9425378416084825
Lachnospiraceae (OTU 84)	Kruskal-Wallis rank sum test	0.001	0	0	0	0	0.7008320592476238	6.642584828822429e-4	0.012028836795540426	0.0035182081416744665	0.02970565934614441	NA	0.025105614901201227	0.11765374675376447	NA	NA
Porphyromonadaceae (OTU 87)	Kruskal-Wallis rank sum test	0	0	0	0	0.004	NA	NA	NA	NA	NA	NA	6.21377105351376e-4	0.0012186361313822147	1.1702544388638214e-4	6.21377105351376e-4
Anaeroplasma (OTU 89)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.28716475344676734	0.07678129308855834	0.28716475344676734	0.12806703382935317	0.36785286076203644	NA	0.28716475344676734	0.5186050164287257	NA	NA
Lachnospiraceae (OTU 90)	Kruskal-Wallis rank sum test	0.001	0	0	0.002	0.0015	0.014578532667886081	0.014578532667886081	0.8934743310928511	0.8934743310928511	0.028601885022053113	0.024325800813319653	0.8934743310928511	0.0291411240175356	0.024325800813319653	0.8934743310928511
Ruminococcaceae (OTU 92)	Kruskal-Wallis rank sum test	5e-4	0	0	0	0	0.017321864449925364	0.004702369248556346	NA	0.013894836302144494	NA	NA	0.050060913114699915	NA	NA	NA
Clostridiales (OTU 97)	Kruskal-Wallis rank sum test	0.002	0	0	0	0	0.002785998179882499	0.003776755900361373	0.554113106162885	0.004477821919262607	0.5715486691251833	0.8072501679320072	0.007149913413141905	NA	0.5715486691251833	0.625151014068144
Ruminococcaceae (OTU 98)	Kruskal-Wallis rank sum test	0.001	0	0	0	0	0.0012666545920095816	1.0174301239235944e-4	NA	7.345718263894621e-4	NA	NA	0.007609867556571722	NA	NA	NA
Ruminococcaceae (OTU 101)	Kruskal-Wallis rank sum test	0.0015	0	0	0	0	0.0057593806646267206	0.002392651337109851	0.586057446753919	0.003727950380941733	NA	0.586057446753919	0.02687540275258838	NA	0.6304275015358904	NA
Bacteria (OTU 108)	Kruskal-Wallis rank sum test	0.001	0	0	0	0.001	0.006307206119010543	7.683095744835961e-4	NA	0.023231370590368797	0.4627280157482914	0.3180773873264898	0.6181063947462269	0.037521483974464725	0.006307206119010543	0.06871671022074455
Lachnospiraceae (OTU 110)	Kruskal-Wallis rank sum test	0.001	0	0	0	0	0.39067035541282447	0.003177601973637511	0.06374868749984508	0.06374868749984508	0.3180773873264898	0.3180773873264898	0.06374868749984508	0.3172180323807173	NA	0.5556897902827946
Clostridiales (OTU 115)	Kruskal-Wallis rank sum test	0.0015	0	0	0	0	0.04424338491640204	0.004413574994625149	0.6174331003142163	0.016399493977362577	0.6174331003142163	0.9029485458417892	0.025728338694140786	0.5993878809327642	0.6174331003142163	0.6174331003142163
Ruminococcaceae (OTU 118)	Kruskal-Wallis rank sum test	5e-4	0	0	0	0	0.04605571543322289	0.008315067338881252	NA	0.04983520286002627	0.4798660904056356	0.3463509328666222	0.088791613683199	NA	NA	0.5556897902827946
Porphyromonadaceae (OTU 122)	Kruskal-Wallis rank sum test	0	0	0	0	0	NA	NA	NA	NA	NA	NA	0.06477724123114456	0.07323920333262478	0.059952119475054244	0.06477724123114456
Lachnospiraceae (OTU 125)	Kruskal-Wallis rank sum test	0.001	0	0	0	0	0.013575930292725207	0.013575930292725207	0.586057446753919	0.013575930292725207	NA	0.586057446753919	0.0495823124998795	NA	0.6304275015358904	NA
Lachnospiraceae (OTU 128)	Kruskal-Wallis rank sum test	0.001	0	0	0	0	0.2253847811361622	0.003511157665409272	0.16979343089650129	0.16979343089650129	1	0.15576509591290597	0.16979343089650129	0.9015151820581939	0.16979343089650129	0.8731691978791734
Firmicutes (OTU 129)	Kruskal-Wallis rank sum test	5e-4	0	0	0	0	0.017601029183329432	0.004763794161669337	NA	0.014108204801365844	NA	NA	0.05090760866384896	NA	NA	NA
Lachnospiraceae (OTU 133)	Kruskal-Wallis rank sum test	5e-4	0	0	0	0	0.017321864449925364	0.004702369248556346	NA	0.013894836302144494	NA	NA	0.050060913114699915	NA	NA	NA
Lachnospiraceae (OTU 135)	Kruskal-Wallis rank sum test	5e-4	0	0	0	0	0.12573027882276433	0.008229146184973606	0.28716475344676734	0.024315963528752864	0.36785286076203644	NA	0.11680879726763314	0.5186050164287257	NA	NA
Lachnospiraceae (OTU 140)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.2419256549650176	0.3463509328666222	0.03608651038662128	0.41920356138449927	0.07426414836536104	NA	0.5556897902827946	0.23530749350752894	NA	NA
Lachnospiraceae (OTU 148)	Kruskal-Wallis rank sum test	0	0	0	0	5e-4	0.41131379177625904	0.3463509328666222	NA	0.41131379177625904	NA	NA	0.09241314497819889	0.048638960707639456	0.014716814277691267	0.04038995971590641
Firmicutes (OTU 155)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.07390774390784231	0.04357010316853257	NA	0.0726008140567711	NA	NA	0.1376382551081828	NA	NA	NA
Coriobacteriaceae (OTU 158)	Kruskal-Wallis rank sum test	0.001	0	0	0	0	0.005414001391058504	0.005120836340911539	0.3587600318288065	0.005120836340911539	NA	0.3587600318288065	0.025105614901201227	NA	0.4441069041312541	NA
