otu	statistic	p.value	parameter	method	WM	C	WMR	WMC	p.value.adj
Porphyromonadaceae (OTU 99)	13.09493324117469	0.004435740389173248	3	Kruskal-Wallis rank sum test	0.006	0.006	0	0.003	0.10778849145690993
Lactobacillus (OTU 23)	12.928426361661373	0.004793972044873428	3	Kruskal-Wallis rank sum test	0.007	0.006	0.001	0.01	0.11094621018135649
Turicibacter (OTU 5)	12.415031469826014	0.006088599526162711	3	Kruskal-Wallis rank sum test	0.062	0.043	0.019	0.061	0.1345026986234126
Porphyromonadaceae (OTU 25)	12.198000560043818	0.0067347746763179875	3	Kruskal-Wallis rank sum test	0.038	0.041	0.001	0.057	0.14230871707350182
Alistipes (OTU 18)	11.841303332917414	0.007947038649823391	3	Kruskal-Wallis rank sum test	0.048	0.088	0	0.106	0.16092753265892368
Porphyromonadaceae (OTU 87)	11.477439826455862	0.00940544128906535	3	Kruskal-Wallis rank sum test	0.003	0.005	0	0.004	0.17580940255714464
Lachnospiraceae (OTU 152)	11.47773279352231	0.009404166823950854	3	Kruskal-Wallis rank sum test	0	0	0	0	0.17580940255714464
Porphyromonadaceae (OTU 21)	11.163249580586012	0.010875095269123267	3	Kruskal-Wallis rank sum test	0.065	0.056	0.001	0.075	0.1957517148442188
Akkermansia (OTU 3)	10.988893855082907	0.011786082542865483	3	Kruskal-Wallis rank sum test	0.018	0.008	0.116	0.003	0.20457271842259375
Bacteroides (OTU 261)	10.698701298701248	0.01347183468241907	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2257693674364023
Bacteroides (OTU 296)	10.542227662178691	0.014477161704211294	3	Kruskal-Wallis rank sum test	0	0	0	0	0.23453001960822295
Bacteria (OTU 108)	10.379644465805857	0.015599963799435377	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.2445671744040514
Lachnospiraceae (OTU 24)	10.09139760749612	0.017804987511797748	3	Kruskal-Wallis rank sum test	0.004	0.004	0	0	0.2704132478354283
Lachnospiraceae (OTU 113)	9.984375482138994	0.01869941757214648	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.2753914224261572
Peptostreptococcaceae (OTU 12)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Clostridium (OTU 22)	9.292733710448756	0.02564169218142376	3	Kruskal-Wallis rank sum test	0.001	0	0	0.004	0.2847157672477311
Ruminococcaceae (OTU 27)	9.385540360880325	0.024580717864318424	3	Kruskal-Wallis rank sum test	0.002	0.001	0	0	0.2847157672477311
Lachnospiraceae (OTU 47)	8.923114404581112	0.030330782297084847	3	Kruskal-Wallis rank sum test	0.004	0.002	0	0.007	0.2847157672477311
Acetatifactor (OTU 55)	9.636164842534958	0.021926056585748463	3	Kruskal-Wallis rank sum test	0.003	0.002	0	0	0.2847157672477311
Oscillibacter (OTU 57)	8.61825410985091	0.03482151108584176	3	Kruskal-Wallis rank sum test	0.001	0.001	0	0.006	0.2847157672477311
Ruminococcaceae (OTU 61)	8.193358152031623	0.04218011366633054	3	Kruskal-Wallis rank sum test	0.001	0.001	0	0	0.2847157672477311
Lachnospiraceae (OTU 72)	9.256436610528029	0.02606874664599858	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.2847157672477311
Lachnospiraceae (OTU 81)	8.483143564853375	0.03701381919991252	3	Kruskal-Wallis rank sum test	0	0.001	0	0.005	0.2847157672477311
Lachnospiraceae (OTU 85)	9.225730817530055	0.026435453727086118	3	Kruskal-Wallis rank sum test	0	0	0	0.001	0.2847157672477311
Ruminococcus (OTU 93)	8.769470397565007	0.03251823982202556	3	Kruskal-Wallis rank sum test	0.004	0.005	0	0.006	0.2847157672477311
Bacteria (OTU 105)	9.083051156594207	0.028206814367781906	3	Kruskal-Wallis rank sum test	0	0.006	0	0	0.2847157672477311
Bacteria (OTU 215)	8.590559904723397	0.035260282997199334	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.2847157672477311
Alistipes (OTU 289)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Dialister (OTU 320)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Blautia (OTU 336)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Bacteroides (OTU 361)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Ruminococcaceae (OTU 376)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Blautia (OTU 398)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Clostridium (OTU 405)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Enterobacteriaceae (OTU 408)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Romboutsia (OTU 428)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Ruminococcus (OTU 485)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Clostridiales (OTU 614)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Clostridiales (OTU 638)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Phascolarctobacterium (OTU 642)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Bacteria (OTU 708)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Blautia (OTU 1247)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Porphyromonadaceae (OTU 1287)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Firmicutes (OTU 1475)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Ruminococcaceae (OTU 1688)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Faecalibacterium (OTU 1826)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Prevotella (OTU 2008)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Barnesiella (OTU 2117)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Ruminococcaceae (OTU 2450)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Ruminococcaceae (OTU 3307)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Veillonella (OTU 4748)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Clostridiales (OTU 5508)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Clostridiales (OTU 5660)	8.200000000000019	0.042054182894965805	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2847157672477311
Bacteria (OTU 43)	8.122467119938008	0.04354733708540366	3	Kruskal-Wallis rank sum test	0.002	0.003	0	0.007	0.2888472110708844
Clostridiales (OTU 130)	8.100441810722655	0.04398085106840627	3	Kruskal-Wallis rank sum test	0.002	0.003	0	0.005	0.2888472110708844
Enterorhabdus (OTU 109)	7.965828634085208	0.04672322910364591	3	Kruskal-Wallis rank sum test	0.001	0.001	0	0	0.3027665245916255
Lachnospiraceae (OTU 66)	7.730733361593909	0.0519170970679152	3	Kruskal-Wallis rank sum test	0.001	0.001	0	0	0.3319961733553524
Lachnospiraceae (OTU 77)	7.646881192150068	0.05390215673960191	3	Kruskal-Wallis rank sum test	0	0	0	0.002	0.3358518996852119
Ruminococcaceae (OTU 98)	7.6505369335182545	0.053814095747544775	3	Kruskal-Wallis rank sum test	0.001	0.001	0	0.003	0.3358518996852119
Lachnospiraceae (OTU 73)	7.442478864749995	0.05905498224282863	3	Kruskal-Wallis rank sum test	0.001	0.001	0	0	0.36330027050651537
Clostridiales (OTU 154)	7.132814178302875	0.06778287858460068	3	Kruskal-Wallis rank sum test	0	0	0	0.001	0.41178098740144914
Lachnospiraceae (OTU 163)	7.081423069869825	0.06934732964344217	3	Kruskal-Wallis rank sum test	0	0	0	0.001	0.41608397786065304
Lachnospiraceae (OTU 42)	6.927881708297739	0.07423229883061963	3	Kruskal-Wallis rank sum test	0	0	0	0.008	0.43466141242989326
Olsenella (OTU 114)	6.95156290023657	0.07345775701070158	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.43466141242989326
Clostridiales (OTU 115)	6.8102435082822455	0.07819829444220414	3	Kruskal-Wallis rank sum test	0.001	0.001	0	0	0.4524329892727525
Lachnospiraceae (OTU 63)	6.77973342447025	0.07925983773614158	3	Kruskal-Wallis rank sum test	0.001	0.001	0	0	0.4531797781148801
Lachnospiraceae (OTU 4)	6.432790569546939	0.09235109743793059	3	Kruskal-Wallis rank sum test	0.011	0.021	0.002	0.014	0.5218910855213287
Clostridiales (OTU 97)	6.393001674519426	0.09397912255844809	3	Kruskal-Wallis rank sum test	0.001	0.001	0	0.002	0.5249868225678824
Lactobacillus (OTU 9)	6.341902027231735	0.09611041975028042	3	Kruskal-Wallis rank sum test	0.007	0.005	0.003	0	0.5307916363481396
Anaeroplasma (OTU 89)	6.213216966121032	0.10168520365352456	3	Kruskal-Wallis rank sum test	0	0.001	0	0.002	0.5552697637709318
Erysipelotrichaceae (OTU 39)	6.179279386106058	0.10320631335404834	3	Kruskal-Wallis rank sum test	0.002	0.001	0.001	0	0.5573140921118611
Clostridiales (OTU 107)	6.081911242085836	0.107692364075592	3	Kruskal-Wallis rank sum test	0.005	0.003	0	0.005	0.5691768244751375
Clostridiales (OTU 171)	6.0807833537331275	0.1077454071022894	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5691768244751375
Bifidobacterium (OTU 28)	5.913499331125762	0.11589535489018127	3	Kruskal-Wallis rank sum test	0.003	0.001	0	0.003	0.599203643368384
Lachnospiraceae (OTU 36)	5.925666621481385	0.11528324583031391	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.599203643368384
Lachnospiraceae (OTU 74)	5.8145991086265125	0.12098716148321964	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.6124975050087994
Lachnospiraceae (OTU 84)	5.822965508911027	0.1205482949799223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6124975050087994
Bacteroides (OTU 237)	5.784646978663371	0.12257084375992526	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6141178357456049
Porphyromonadaceae (OTU 7)	5.686987618391815	0.12787274317182953	3	Kruskal-Wallis rank sum test	0.032	0.041	0.001	0.074	0.6158738625748128
Lachnospiraceae (OTU 49)	5.720852017937214	0.126010000302676	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.6158738625748128
Lachnospiraceae (OTU 64)	5.684867181639067	0.12799024716060925	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.6158738625748128
Porphyromonadaceae (OTU 194)	5.748911753066874	0.1244861429859678	3	Kruskal-Wallis rank sum test	0	0	0	0.001	0.6158738625748128
Lachnospiraceae (OTU 140)	5.621444039436717	0.131552685343042	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6268098536933177
Lachnospiraceae (OTU 20)	5.410615533166226	0.14408362380258527	3	Kruskal-Wallis rank sum test	0.001	0.002	0	0.002	0.6733138573851581
Ruminococcaceae (OTU 54)	5.411680084909902	0.14401759921061455	3	Kruskal-Wallis rank sum test	0.002	0.003	0	0.001	0.6733138573851581
Lachnospiraceae (OTU 41)	5.388029267122471	0.14549121825671513	3	Kruskal-Wallis rank sum test	0	0	0	0.004	0.6734164959310815
Butyricicoccus (OTU 56)	5.243394199785184	0.15481791636105202	3	Kruskal-Wallis rank sum test	0	0	0	0	0.706306593189939
Lachnospiraceae (OTU 68)	5.233086471184638	0.15550371496157092	3	Kruskal-Wallis rank sum test	0	0	0	0.002	0.706306593189939
Ruminococcaceae (OTU 106)	5.102040816326492	0.16447589809516092	3	Kruskal-Wallis rank sum test	0	0	0	0	0.733351252057323
Clostridium (OTU 126)	5.102040816326492	0.16447589809516092	3	Kruskal-Wallis rank sum test	0	0	0	0	0.733351252057323
Faecalibacterium (OTU 262)	4.959183673469427	0.17481043083840853	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7723442671587867
Lachnospiraceae (OTU 82)	4.734630509852747	0.19229252036276967	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8419294134802348
Lachnospiraceae (OTU 11)	3.033932713228949	0.38642295106042646	3	Kruskal-Wallis rank sum test	0.001	0.001	0	0	0.8781594567427876
Porphyromonadaceae (OTU 15)	4.139032189119961	0.24683724635251364	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 16)	3.8859608143970408	0.2740445276516946	3	Kruskal-Wallis rank sum test	0.001	0	0.002	0	0.8781594567427876
Lachnospiraceae (OTU 17)	2.436646076926217	0.48684942436090994	3	Kruskal-Wallis rank sum test	0.002	0.002	0.002	0	0.8781594567427876
Lachnospiraceae (OTU 26)	1.7676335944315955	0.6220034266699531	3	Kruskal-Wallis rank sum test	0.004	0.003	0.001	0.002	0.8781594567427876
Lachnospiraceae (OTU 29)	3.717429568508566	0.29363764387022145	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 30)	3.8559252242878985	0.2774477609955989	3	Kruskal-Wallis rank sum test	0.002	0.002	0	0.003	0.8781594567427876
Lachnospiraceae (OTU 31)	1.6226100966702222	0.6542740678071544	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 32)	1.9662121947647029	0.5794490227295842	3	Kruskal-Wallis rank sum test	0.001	0.002	0	0.003	0.8781594567427876
Lachnospiraceae (OTU 33)	4.2896010078672475	0.23184282971536763	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 34)	1.6681112840127421	0.6440465006281466	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Ruminococcaceae (OTU 37)	1.6539172757880392	0.6472271560126286	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Oscillibacter (OTU 45)	4.154541311126075	0.24525275334178118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridium (OTU 51)	4.54470879498612	0.20833686559885112	3	Kruskal-Wallis rank sum test	0	0	0	0.001	0.8781594567427876
Ruminococcaceae (OTU 52)	3.1493885556838457	0.3691609439191655	3	Kruskal-Wallis rank sum test	0	0	0	0.001	0.8781594567427876
Lachnospiraceae (OTU 58)	2.906698564593225	0.40623524787973286	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Ruminococcaceae (OTU 59)	1.2161216995978528	0.7491403159204475	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Ruminococcaceae (OTU 60)	3.130561912026466	0.37192985838682263	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 62)	3.3742817061405517	0.33743710363795065	3	Kruskal-Wallis rank sum test	0.001	0.001	0	0.003	0.8781594567427876
Porphyromonadaceae (OTU 67)	1.218027309789858	0.74868394462269	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Pseudoflavonifractor (OTU 69)	1.8345808462106554	0.6074388237654601	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 71)	3.49132961019914	0.3218883835791977	3	Kruskal-Wallis rank sum test	0.001	0.001	0	0	0.8781594567427876
Lachnospiraceae (OTU 75)	1.7075156847560866	0.6352641815362758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 76)	3.9718045112781204	0.26452487321603463	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Acetatifactor (OTU 78)	1.3228607232366734	0.7237118623124138	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 83)	2.1937401643644603	0.5331824158937204	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 86)	4.520490873385359	0.21046981439135198	3	Kruskal-Wallis rank sum test	0	0	0	0.001	0.8781594567427876
Lachnospiraceae (OTU 88)	1.5681248575985494	0.6666386932198252	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridiales (OTU 91)	1.5251662213383943	0.6764742782938785	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Ruminococcaceae (OTU 92)	3.6163049935799036	0.3059880672291559	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 94)	2.9950708718552073	0.3923857753802227	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 95)	3.4962406015038088	0.3212500296042314	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Firmicutes (OTU 96)	3.717534457100059	0.2936250684706026	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Ruminococcaceae (OTU 101)	1.6681417997207795	0.644039672228408	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 102)	4.513105157683784	0.21112431173092472	3	Kruskal-Wallis rank sum test	0	0	0	0.001	0.8781594567427876
Lachnospiraceae (OTU 103)	2.2140752305994686	0.5291813134593972	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 110)	3.982455492569613	0.26336486251094565	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 111)	4.270203480729808	0.2337265013963135	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 112)	1.2144740417944802	0.749534972963875	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 117)	2.494715184956729	0.47624692492294196	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Ruminococcaceae (OTU 118)	2.2738067452445283	0.5175574028037717	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 122)	3.183865354203949	0.3641362155737033	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 127)	2.906698564593225	0.40623524787973286	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 128)	1.9842288648450146	0.5756865071753602	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 131)	2.4350649350648035	0.4871406753183332	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Blautia (OTU 132)	2.4350649350648035	0.4871406753183332	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 133)	3.7544161608841513	0.2892330037837483	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 135)	1.9806199991958895	0.5764388245461418	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridiales (OTU 136)	4.052557467688184	0.25584451426368904	3	Kruskal-Wallis rank sum test	0	0	0	0.004	0.8781594567427876
Clostridiales (OTU 137)	2.4004267425320407	0.49355518966700174	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Acetatifactor (OTU 138)	1.5681248575985494	0.6666386932198252	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Alistipes (OTU 139)	1.6879446939496516	0.6396172838849785	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridium (OTU 145)	1.2728249194415002	0.7355959584175743	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 146)	2.6060438965817645	0.4564309588333934	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Ruminococcaceae (OTU 147)	2.4350649350648035	0.4871406753183332	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 148)	3.933600234352143	0.26872394725434917	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 150)	4.461444308445374	0.21575525757170994	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 151)	4.602970841738482	0.20328737592008542	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Ruminococcaceae (OTU 153)	2.3308903572061768	0.5066289780634543	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 157)	2.906698564593225	0.40623524787973286	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Coriobacteriaceae (OTU 158)	3.066147511636222	0.3815385470889678	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Acetatifactor (OTU 165)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Streptococcus (OTU 166)	1.6784402867634973	0.641737602693485	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteria (OTU 168)	1.6280748710183655	0.6530409174730121	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridiales (OTU 170)	1.8247328492248187	0.6095676376163648	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridiales (OTU 173)	1.4148022192475254	0.7020687064720664	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 174)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 175)	4.44842808245386	0.21693677238401377	3	Kruskal-Wallis rank sum test	0	0	0	0.001	0.8781594567427876
Enterobacteriaceae (OTU 176)	3.897129186602819	0.272788720504273	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 177)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 180)	2.906698564593225	0.40623524787973286	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Coriobacteriaceae (OTU 182)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 185)	1.2185952686595307	0.7485479401630498	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridium (OTU 186)	3.117608373737422	0.3738453208066392	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 190)	3.0763447079237007	0.38000345070073893	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Prevotella (OTU 191)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Veillonella (OTU 192)	1.3592910848550688	0.7151042438888545	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 193)	2.9052631578946593	0.40646354776057186	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridiales (OTU 195)	4.4569377990429055	0.21616364973451824	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 196)	1.8333620034593967	0.6077020397075459	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Firmicutes (OTU 198)	2.4350649350648035	0.4871406753183332	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridiales (OTU 199)	1.643394199785213	0.6495909870261808	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridium (OTU 201)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Coriobacteriaceae (OTU 204)	1.6372180451128526	0.6509806280666064	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Acetatifactor (OTU 206)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridiales (OTU 208)	2.6262978875761194	0.45289782891083663	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 212)	3.1725130817575042	0.365784180197542	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
