genus	statistic	p.value	parameter	method	WM	C	WMR	WMC	p.value.adj	day
Prevotella	3.897129186602819	0.272788720504273	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5983752578803407	-5
Phascolarctobacterium	3.7792207792207138	0.28631237183313263	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6084137901454069	-5
Clostridium XlVa	3.567521798429942	0.3121097819816472	3	Kruskal-Wallis rank sum test	0.002	0.001	0	0.004	0.6302723908161344	-5
Coriobacteriaceae Unclassified	3.5437176510681736	0.3151361954080672	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6302723908161344	-5
Ruminococcus2	3.447980416156798	0.3275718215211144	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6364252532410223	-5
Firmicutes Unclassified	3.3087053097076353	0.3464328643725511	3	Kruskal-Wallis rank sum test	0.001	0.001	0	0	0.6543731882592632	-5
Parasutterella	2.906698564593225	0.40623524787973286	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7269472856795219	-5
Subdoligranulum	2.906698564593225	0.40623524787973286	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7269472856795219	-5
Bacteroidetes Unclassified	2.6262978875761194	0.45289782891083663	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7896680093829972	-5
Clostridium IV	2.446774831816363	0.48498689757832686	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8244777258831556	-5
Acidaminococcus	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8358123158128793	-5
Anaerofustis	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8358123158128793	-5
Butyricimonas	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8358123158128793	-5
Campylobacter	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8358123158128793	-5
Clostridiaceae 1 Unclassified	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8358123158128793	-5
Clostridium XI	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8358123158128793	-5
Corynebacterium	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8358123158128793	-5
Dorea	1.6226100966702222	0.6542740678071544	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8358123158128793	-5
Hungatella	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8358123158128793	-5
Jeotgalicoccus	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8358123158128793	-5
Megasphaera	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8358123158128793	-5
Odoribacter	1.6784402867634973	0.641737602693485	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8358123158128793	-5
Porphyromonas	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8358123158128793	-5
Pseudoflavonifractor	1.4535944206009004	0.6930213668787771	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8358123158128793	-5
Pyramidobacter	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8358123158128793	-5
Streptococcus	1.6784402867634973	0.641737602693485	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8358123158128793	-5
Sutterella	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8358123158128793	-5
Anaerostipes	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.841961964462558	-5
Clostridia Unclassified	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.841961964462558	-5
Hyphomicrobium	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.841961964462558	-5
Pasteurellaceae Unclassified	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.841961964462558	-5
Barnesiella	0.48721804511276895	0.9216904430151245	3	Kruskal-Wallis rank sum test	0	0	0	0	0.9576199280221831	-5
Clostridiales Incertae Sedis XIII Unclassified	0.31271360218736255	0.9576199280221831	3	Kruskal-Wallis rank sum test	0	0	0	0	0.9576199280221831	-5
Clostridium sensu stricto	0.31879699248119453	0.9564553647075702	3	Kruskal-Wallis rank sum test	0	0	0	0	0.9576199280221831	-5
Collinsella	0.31271360218736255	0.9576199280221831	3	Kruskal-Wallis rank sum test	0	0	0	0	0.9576199280221831	-5
Parabacteroides	0.5978360535485173	0.896927580327386	3	Kruskal-Wallis rank sum test	0	0	0	0	0.9576199280221831	-5
Phyllobacteriaceae Unclassified	0.31271360218736255	0.9576199280221831	3	Kruskal-Wallis rank sum test	0	0	0	0	0.9576199280221831	-5
Staphylococcus	0.6552094522018541	0.8836850564014251	3	Kruskal-Wallis rank sum test	0	0	0	0	0.9576199280221831	-5
Acetitomaculum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Acetobacteraceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Acidaminococcaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Actinobacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Actinomyces	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Actinomycetales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Aerococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Aestuariispira	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Alloprevotella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Alphaproteobacteria Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Anaerotruncus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Atopobium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Atopostipes	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Aurantimonadaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Bacillaceae 1 Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Bacillales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Bacilli Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Bacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Betaproteobacteria Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Bifidobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Bilophila	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Brachybacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Bradyrhizobium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Brucellaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Burkholderia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Burkholderiales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Butyrivibrio	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Carnobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Catonella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Chitinophagaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Cloacibacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Cloacibacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Clostridium XVIII	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Comamonadaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Curvibacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Cystobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Desulfovibrio	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Devosia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Dysgonomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Escherichia/Shigella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Eubacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Finegoldia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Flavobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Flavobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Flavonifractor	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Fusicatenibacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Fusobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Fusobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Gemella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Gemmata	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Geobacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Granulicatella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Janthinobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Lactobacillaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Lactobacillales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Lactococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Leptotrichia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Listeria	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Lysobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Mannheimia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Marmoricola	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Methylobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Morganella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Mucispirillum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Neisseria	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Neisseriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Paraprevotella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Parvimonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Pectinatus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Peptoniphilus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Peptostreptococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Phocaeicola	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Phyllobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Proteobacteria Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Proteus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Pseudomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Ralstonia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Roseburia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Rothia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Senegalimassilia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Sphingomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Stenotrophomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Stomatobaculum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Succiniclasticum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Succinivibrio	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Terrisporobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Veillonellaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Verrucomicrobia Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Weissella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-5
Bacteroidales Unclassified	26.662960410924583	6.927290527282063e-6	3	Kruskal-Wallis rank sum test	0	0.019	0	0	4.294920126914879e-4	-1
Bifidobacterium	23.874005615348626	2.6539557921496628e-5	3	Kruskal-Wallis rank sum test	0.0335	5e-4	0	0.016	5.60430057386702e-4	-1
Clostridiales Unclassified	23.316010934819882	3.469871116983695e-5	3	Kruskal-Wallis rank sum test	0	0.0135	0.001	0	5.60430057386702e-4	-1
Unclassified	23.230285564579493	3.615677789591626e-5	3	Kruskal-Wallis rank sum test	0	0.0125	0	0	5.60430057386702e-4	-1
Bacteroides	22.758672851956433	4.534086560049575e-5	3	Kruskal-Wallis rank sum test	0.5405	0.068	0.619	0.718	5.622267334461473e-4	-1
Porphyromonadaceae Unclassified	21.963031752493386	6.639671744713196e-5	3	Kruskal-Wallis rank sum test	0.0015	0.5700000000000001	0.001	0.006	6.860994136203636e-4	-1
Alistipes	20.309009114279025	1.464636493604827e-4	3	Kruskal-Wallis rank sum test	0	0.11049999999999999	0	0	0.0012972494657642753	-1
Ruminococcus	19.80257717750824	1.8650715377644493e-4	3	Kruskal-Wallis rank sum test	0	0.004	0	0	0.0014454304417674483	-1
Ruminococcaceae Unclassified	19.217591623036636	2.4648739549723803e-4	3	Kruskal-Wallis rank sum test	0	0.0095	0.0015	0	0.0016980242800920843	-1
Lactobacillus	17.10205935796486	6.733924118466053e-4	3	Kruskal-Wallis rank sum test	0.036000000000000004	0.022	0.004	0.032	0.004175032953448953	-1
Enterobacteriaceae Unclassified	12.68952187182096	0.005358485700564208	3	Kruskal-Wallis rank sum test	0.1885	0.0015	0.003	0.174	0.030202373948634627	-1
Akkermansia	9.937526393581088	0.01910471741427273	3	Kruskal-Wallis rank sum test	0	0.0035	0.1075	0.038	0.09377147133389856	-1
Firmicutes Unclassified	9.874706314243767	0.019661760118398083	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.09377147133389856	-1
Clostridium XlVa	9.578528072837656	0.02251046220780328	3	Kruskal-Wallis rank sum test	0	0.001	0	0.002	0.09968918977741453	-1
Enterococcus	9.219827586206899	0.026506530849574467	3	Kruskal-Wallis rank sum test	0	0	0	0	0.10956032751157448	-1
Anaeroplasma	9.053738317756974	0.028584873070461612	3	Kruskal-Wallis rank sum test	0	0	0	0	0.11076638314803874	-1
Olsenella	8.807844893780402	0.03195785504806758	3	Kruskal-Wallis rank sum test	0.003	0	0	0.001	0.1165521772341288	-1
Blautia	8.208317669172958	0.04189699521091646	3	Kruskal-Wallis rank sum test	0	0	0	0.011	0.14431187239315668	-1
Turicibacter	7.131152521774339	0.06783292419447731	3	Kruskal-Wallis rank sum test	0.0205	0.0475	0.009000000000000001	0	0.22134954210829438	-1
Erysipelotrichaceae Unclassified	6.811347743165906	0.07816013298256189	3	Kruskal-Wallis rank sum test	0.002	0.001	0.0055	0	0.24229641224594187	-1
Acetatifactor	6.632775119617226	0.08457071155800999	3	Kruskal-Wallis rank sum test	0	0.002	0	0	0.2454703584006476	-1
Butyricicoccus	6.565824468085102	0.08710238523893947	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.2454703584006476	-1
Oscillibacter	6.360372758729135	0.09533472835787625	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.25698926774731856	-1
Enterorhabdus	5.300476190476189	0.15107149480492257	3	Kruskal-Wallis rank sum test	0	0	0	0.001	0.39026802824605	-1
Acidaminococcus	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Aerococcus	2.875	0.41130192580658054	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Alloprevotella	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Anaerofustis	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Bilophila	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Bradyrhizobium	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Burkholderia	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Butyricimonas	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Clostridia Unclassified	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Clostridium XlVb	3.629622641509404	0.3043355222271925	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Clostridium XVIII	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Coriobacteriaceae Unclassified	3.2440476190476195	0.35550640210904333	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Dorea	1.566666666666652	0.6669713206965261	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Faecalibacterium	2.875	0.41130192580658054	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Fusobacteriaceae Unclassified	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Fusobacterium	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Gemmata	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Lachnospiraceae Unclassified	2.649389628732847	0.4488966218811222	3	Kruskal-Wallis rank sum test	0.03	0.0495	0.0275	0.001	0.7129693428135279	-1
Morganella	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Odoribacter	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Parabacteroides	3.4180704441041025	0.33154459615244314	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Peptostreptococcaceae Unclassified	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Phascolarctobacterium	2.875	0.41130192580658054	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Phenylobacterium	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Prevotella	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Pseudoflavonifractor	2.3049387442573095	0.5115754350102822	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Pseudomonas	3.272222222222223	0.3515275440560717	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Ralstonia	2.875	0.41130192580658054	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Roseburia	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Ruminococcus2	2.875	0.41130192580658054	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Staphylococcus	2.875	0.41130192580658054	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Succinivibrio	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Terrisporobacter	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Veillonella	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7129693428135279	-1
Clostridium IV	1.4931034482759087	0.68386296323667	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7186356562826024	-1
Anaerostipes	1.3166666666666442	0.7251792676272397	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7479631495930804	-1
Comamonadaceae Unclassified	1.2715517241379308	0.73589922782545	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7479631495930804	-1
Streptococcus	0.8142453951277299	0.8460567763609688	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8460567763609688	-1
Acetitomaculum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-1
Acetobacteraceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-1
Acidaminococcaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-1
Actinobacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-1
Actinomyces	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-1
Actinomycetales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-1
Aestuariispira	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-1
Alphaproteobacteria Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-1
Anaerotruncus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-1
Atopobium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-1
Atopostipes	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-1
Aurantimonadaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-1
Bacillaceae 1 Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	-1
