otu	statistic	p.value	parameter	method	WM	C	WMR	p.value.adj
Lachnospiraceae (OTU 102)	3.678075855689173	0.15897029345329036	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.3964444355254895
Porphyromonadaceae (OTU 6)	3.2393026941362777	0.1979677090748305	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Porphyromonadaceae (OTU 7)	3.5052023121387443	0.17332251767172172	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.4003505405968268
Lactobacillus (OTU 13)	3.6027777777777845	0.165069465790402	2	Kruskal-Wallis rank sum test	0.0075	0.024	0.0105	0.4003505405968268
Lachnospiraceae (OTU 17)	3.395840656121866	0.1830638411817939	2	Kruskal-Wallis rank sum test	0.005	0.002	0.0025	0.4003505405968268
Alistipes (OTU 18)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Porphyromonadaceae (OTU 25)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Lachnospiraceae (OTU 49)	3.192895204262887	0.20261501018432415	2	Kruskal-Wallis rank sum test	0.005	0.001	0.002	0.4003505405968268
Butyricicoccus (OTU 56)	3.3256169212690905	0.1896057314152824	2	Kruskal-Wallis rank sum test	0	0.0015	0.003	0.4003505405968268
Ruminococcaceae (OTU 65)	2.9004599816007395	0.23451634528890822	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Lachnospiraceae (OTU 75)	3.1471074380165227	0.20730716037597388	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Lachnospiraceae (OTU 88)	3.5052023121387443	0.17332251767172172	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.4003505405968268
Anaeroplasma (OTU 89)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Lachnospiraceae (OTU 111)	3.5500000000000096	0.16948344949946928	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Lachnospiraceae (OTU 112)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Lachnospiraceae (OTU 123)	2.9192592592592628	0.23232230409522406	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Firmicutes (OTU 155)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Coriobacteriaceae (OTU 158)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Lachnospiraceae (OTU 163)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Ruminococcaceae (OTU 169)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Clostridiales (OTU 171)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Clostridium (OTU 172)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Lachnospiraceae (OTU 183)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Firmicutes (OTU 188)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Clostridiales (OTU 208)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Bacteria (OTU 209)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Ruminococcaceae (OTU 216)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Ruminococcaceae (OTU 219)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Anaerotruncus (OTU 234)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Firmicutes (OTU 235)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Akkermansia (OTU 250)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Clostridiales (OTU 251)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Coriobacteriaceae (OTU 260)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Clostridium (OTU 268)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Parabacteroides (OTU 275)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Bacteroides (OTU 282)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Anaeroplasma (OTU 302)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Lachnospiraceae (OTU 343)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Lachnospiraceae (OTU 416)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Hungatella (OTU 427)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Ruminococcaceae (OTU 450)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Clostridia (OTU 529)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Lachnospiraceae (OTU 623)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Lachnospiraceae (OTU 685)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Lactobacillus (OTU 882)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Turicibacter (OTU 900)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Lachnospiraceae (OTU 1623)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Clostridiales (OTU 1645)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Faecalibacterium (OTU 1826)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Bacteroidales (OTU 2888)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Porphyromonadaceae (OTU 5020)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Lachnospiraceae (OTU 5201)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Peptostreptococcaceae (OTU 5224)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.4003505405968268
Blautia (OTU 19)	2.5142857142857427	0.2844656254504443	2	Kruskal-Wallis rank sum test	0	0	0	0.41639171261586777
Lachnospiraceae (OTU 64)	2.520000000000028	0.2836540264997664	2	Kruskal-Wallis rank sum test	0	0	0	0.41639171261586777
Lachnospiraceae (OTU 148)	2.520000000000028	0.2836540264997664	2	Kruskal-Wallis rank sum test	0	0	0	0.41639171261586777
Lachnospiraceae (OTU 152)	2.520000000000028	0.2836540264997664	2	Kruskal-Wallis rank sum test	0	0	0	0.41639171261586777
Lachnospiraceae (OTU 181)	2.520000000000028	0.2836540264997664	2	Kruskal-Wallis rank sum test	0	0	0	0.41639171261586777
Lachnospiraceae (OTU 76)	2.486363636363632	0.28846491327860724	2	Kruskal-Wallis rank sum test	0	0.001	0.002	0.41920800346963066
Pseudoflavonifractor (OTU 69)	2.4333957553058765	0.29620666442554006	2	Kruskal-Wallis rank sum test	0.0025	0.0015	0.001	0.4273839015282792
Lactobacillus (OTU 9)	2.309002849002852	0.31521465603657484	2	Kruskal-Wallis rank sum test	0.002	0.0045000000000000005	0.006	0.451584117158781
Lachnospiraceae (OTU 62)	2.2874619598295793	0.3186280066779175	2	Kruskal-Wallis rank sum test	0	0.0015	0.0025	0.4532595587953475
Lachnospiraceae (OTU 104)	2.177777777777781	0.33659027520656304	2	Kruskal-Wallis rank sum test	0	0	0	0.46890507304638435
Lachnospiraceae (OTU 140)	2.177777777777781	0.33659027520656304	2	Kruskal-Wallis rank sum test	0	0	0	0.46890507304638435
Lachnospiraceae (OTU 193)	2.177777777777781	0.33659027520656304	2	Kruskal-Wallis rank sum test	0	0	0	0.46890507304638435
Clostridiales (OTU 141)	2.1533083645443227	0.34073365329704386	2	Kruskal-Wallis rank sum test	0	0	0	0.471426013465773
Lachnospiraceae (OTU 72)	2.0026737967914383	0.36738795234523686	2	Kruskal-Wallis rank sum test	5e-4	0.0015	0	0.5048460297533187
Lachnospiraceae (OTU 128)	1.9039999999999888	0.3859683143742443	2	Kruskal-Wallis rank sum test	0	0	0	0.5267945912405226
Lachnospiraceae (OTU 74)	1.8229454306377249	0.40193185674394444	2	Kruskal-Wallis rank sum test	5e-4	0.001	0	0.5449009064582334
Lactobacillus (OTU 23)	1.743585337915234	0.4182011805928069	2	Kruskal-Wallis rank sum test	0.005	0.0075	0.006	0.56317758986498
Enterorhabdus (OTU 109)	1.638823529411764	0.44069080816401784	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.5895333990008715
Ruminococcaceae (OTU 153)	1.5561403508772107	0.45929150863736584	2	Kruskal-Wallis rank sum test	0	0	0	0.6103742417417625
Lachnospiraceae (OTU 32)	1.2144186046511722	0.5448693148573038	2	Kruskal-Wallis rank sum test	0.003	0.001	0.0035	0.6193293323519392
Ruminococcaceae (OTU 61)	1.335947712418295	0.512746424001931	2	Kruskal-Wallis rank sum test	0	5e-4	0.001	0.6193293323519392
Lachnospiraceae (OTU 68)	1.377278401997499	0.5022590778933587	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Olsenella (OTU 114)	1.453513513513514	0.4834744754187983	2	Kruskal-Wallis rank sum test	0.001	0	0	0.6193293323519392
Dorea (OTU 134)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Ruminococcaceae (OTU 143)	1.335657686212376	0.5128207843433886	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Lachnospiraceae (OTU 151)	1.2023529411764888	0.5481663549972182	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.6193293323519392
Lachnospiraceae (OTU 162)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Lachnospiraceae (OTU 167)	1.277192982456148	0.5280330031686443	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Bacteria (OTU 168)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Lachnospiraceae (OTU 184)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Firmicutes (OTU 198)	1.277192982456148	0.5280330031686443	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Ruminococcaceae (OTU 207)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Lachnospiraceae (OTU 222)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Lachnospiraceae (OTU 239)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Lachnospiraceae (OTU 244)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Bacteroides (OTU 256)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Blautia (OTU 273)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Lachnospiraceae (OTU 287)	1.277192982456148	0.5280330031686443	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Lachnospiraceae (OTU 295)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Lachnospiraceae (OTU 301)	1.3222222222222106	0.5162773741570579	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Anaerotruncus (OTU 745)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Clostridium (OTU 803)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Lachnospiraceae (OTU 864)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Pseudoflavonifractor (OTU 955)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Anaerotruncus (OTU 1811)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Clostridiales (OTU 3397)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6193293323519392
Lachnospiraceae (OTU 20)	1.125949008498583	0.569512524493792	2	Kruskal-Wallis rank sum test	0.016	0.012	0.011	0.639119610820811
Lachnospiraceae (OTU 160)	1.0539682539682977	0.5903828070417444	2	Kruskal-Wallis rank sum test	0	0	0	0.6552600385847933
Lachnospiraceae (OTU 322)	1.0539682539682977	0.5903828070417444	2	Kruskal-Wallis rank sum test	0	0	0	0.6552600385847933
Clostridiales (OTU 137)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.6617675487981389
Erysipelotrichaceae (OTU 142)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.6617675487981389
Ruminococcaceae (OTU 147)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.6617675487981389
Lachnospiraceae (OTU 227)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.6617675487981389
Lachnospiraceae (OTU 433)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.6617675487981389
Bacteroides (OTU 178)	0.914285714285709	0.633089892189183	2	Kruskal-Wallis rank sum test	0	0	0	0.680234884160718
Lachnospiraceae (OTU 77)	0.8410810810810775	0.6566917553439305	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.7018610295210264
Lachnospiraceae (OTU 127)	0.7961988304093532	0.6715952575630928	2	Kruskal-Wallis rank sum test	0	0	5e-4	0.7140118001460249
Lachnospiraceae (OTU 103)	0.6735970561177507	0.714052686992571	2	Kruskal-Wallis rank sum test	0	0	0	0.7551761401701536
Ruminococcaceae (OTU 37)	0.6593698175787638	0.7191502956734463	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.7566060402397716
Lachnospiraceae (OTU 42)	0.6450261780104608	0.7243264510321629	2	Kruskal-Wallis rank sum test	0	0	0	0.7581033321683777
Lachnospiraceae (OTU 11)	0.5949795680093333	0.7426801703991819	2	Kruskal-Wallis rank sum test	0.017	0.0025	0.0095	0.7733061568073957
Lachnospiraceae (OTU 86)	0.37608095676174186	0.8285811669297992	2	Kruskal-Wallis rank sum test	0	0	0	0.853945896529691
Oscillibacter (OTU 119)	0.38582677165353935	0.8245533890563689	2	Kruskal-Wallis rank sum test	5e-4	5e-4	0	0.853945896529691
Lachnospiraceae (OTU 58)	0.3108256880733999	0.8560616845583939	2	Kruskal-Wallis rank sum test	0	0	0	0.8734465284423716
Lachnospiraceae (OTU 135)	0.31061806656100743	0.8561505575821267	2	Kruskal-Wallis rank sum test	0	0	0	0.8734465284423716
Bifidobacterium (OTU 28)	0.21792020928710937	0.8967661935915222	2	Kruskal-Wallis rank sum test	5e-4	5e-4	5e-4	0.910285281937123
Lachnospiraceae (OTU 120)	0.19649122807016428	0.9064262454033944	2	Kruskal-Wallis rank sum test	0	0	0	0.9154905078574284
Lachnospiraceae (OTU 150)	0.0868421052631845	0.9575081438553076	2	Kruskal-Wallis rank sum test	0	0	0	0.9622718659640406
